,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Chovy,14,1,3,2,242,0,8.8,10100,367,22.2,36,11,9,4,4,1.31,0.4,0.15,0.33,14.9,8814,496,8148,170,320,22.2,0.11,50.0,0,0,0,0,0,1083,30,269,0,0,1915,1915,1370,248,10249,0,25,162,14290,87,6,23,0
Peyz,14,1,3,5,265,12,9.6,10796,392,23.7,22,10,5,2,2,0.8,0.36,0.07,0.18,9.1,11210,10947,263,0,407,28.2,0.22,100.0,0,0,0,0,0,-1187,-6,-261,0,0,2997,2997,1328,0,5502,0,9,35,10654,89,3,20,0
Delight,10,2,1,3,42,0,1.5,6969,253,15.3,103,46,13,16,14,3.74,1.67,0.58,0.47,42.6,4064,718,2524,822,148,10.2,0.18,83.3,0,1,0,0,0,1,21,1298,1,0,483,483,4091,1423,12558,1238,13,53,10815,30,19,32,0
Doran,15,2,4,8,184,9,6.9,10245,387,17.5,28,9,3,3,2,1.06,0.34,0.11,0.11,10.0,13324,1108,12132,84,503,19.4,0.38,45.5,1,0,0,0,0,-161,-32,-697,0,0,3330,3330,7803,0,17016,0,29,335,22096,114,5,35,1
Peanut,15,6,1,5,194,163,7.3,11958,451,20.4,80,26,18,5,5,3.02,0.98,0.19,0.68,28.6,12417,10747,696,974,469,18.1,0.42,50.0,1,0,0,0,0,470,3,461,0,0,2153,2153,14080,0,14937,0,5,258,20936,30,6,21,1
Chovy,17,8,0,6,274,4,10.3,14947,564,25.5,45,6,15,3,2,1.7,0.23,0.11,0.57,16.1,22388,1982,14016,6390,845,32.6,0.53,63.6,1,1,0,0,0,952,29,189,0,0,8602,8602,3608,0,4620,0,19,65,9366,0,5,27,1
Peyz,15,6,2,6,271,24,10.2,13840,522,23.6,40,13,10,5,5,1.51,0.49,0.19,0.38,14.3,17178,15710,1292,176,648,25.0,0.45,54.5,0,1,1,0,0,458,-20,-887,-1,0,9129,9129,4456,740,6095,0,9,89,11491,54,6,26,1
Delight,12,0,2,14,33,0,1.2,7577,286,12.9,87,37,7,13,11,3.28,1.4,0.49,0.26,31.1,3448,445,2504,499,130,5.0,0.53,63.6,0,0,0,0,0,519,16,-314,-1,0,208,208,1716,676,6347,1142,19,95,10893,28,16,29,1
Doran,15,1,0,3,242,0,9.3,10356,400,20.4,22,11,6,5,5,0.85,0.42,0.19,0.23,10.0,9684,5262,4422,0,374,20.6,0.15,30.8,0,0,0,0,0,389,0,-459,0,0,6661,6661,813,0,30334,0,24,495,13447,0,7,30,1
Peanut,14,5,0,6,186,166,7.2,11852,458,23.4,36,13,9,4,4,1.39,0.5,0.15,0.35,16.4,10829,9190,1082,557,418,23.1,0.42,84.6,3,0,0,0,0,2300,12,915,1,0,4954,4954,13462,0,22439,0,9,249,23585,0,5,17,1
Chovy,14,4,1,4,223,0,8.6,11052,427,21.8,50,14,11,1,1,1.93,0.54,0.04,0.42,22.7,13649,1781,11868,0,527,29.1,0.31,61.5,0,1,0,0,0,1044,-2,109,0,0,3776,3776,1559,0,9122,0,16,372,10861,42,1,16,1
Peyz,13,3,0,3,258,16,10,11119,429,21.9,34,12,15,3,3,1.31,0.46,0.12,0.58,15.5,8620,7483,829,308,333,18.4,0.23,46.2,0,1,0,0,0,632,4,593,1,0,3845,3845,3343,726,4673,0,9,73,9548,0,5,24,1
Delight,10,0,1,6,38,0,1.5,6284,243,12.4,78,38,11,12,12,3.01,1.47,0.46,0.42,35.5,4167,720,2903,544,161,8.9,0.23,46.2,0,0,0,0,0,810,22,161,0,0,486,486,3131,1649,9740,1042,16,86,11508,31,15,27,1
Doran,15,3,3,6,234,4,8.6,11951,441,21.2,31,12,6,7,5,1.14,0.44,0.26,0.22,11.9,9895,3522,6373,0,365,17.2,0.33,56.3,1,0,0,0,0,1732,11,770,1,0,5559,5559,5930,2439,29873,0,27,398,27352,90,9,39,1
Peanut,15,4,0,7,205,175,7.6,11689,431,20.8,81,30,21,5,4,2.99,1.11,0.18,0.77,31.0,14908,13420,587,901,550,25.9,0.41,68.8,0,0,0,0,0,1140,13,298,0,0,3550,3550,15874,0,15911,0,11,290,23140,0,6,19,1
Chovy,15,2,1,11,232,4,8.6,11935,440,21.2,26,6,5,3,3,0.96,0.22,0.11,0.18,10.0,8044,1412,6632,0,297,14.0,0.48,81.3,0,0,0,0,0,487,-7,-406,0,0,5643,5643,3459,0,33842,0,37,609,15113,12,4,29,1
Peyz,15,5,1,6,259,24,9.6,12754,470,22.7,43,14,11,6,6,1.59,0.52,0.22,0.41,16.5,19226,18011,878,337,709,33.5,0.41,68.8,0,1,0,0,0,-306,-13,443,0,0,10561,10561,2984,0,4299,0,17,95,7978,14,8,27,1
Delight,12,2,0,11,38,4,1.4,7970,294,14.2,80,37,6,11,11,2.95,1.36,0.41,0.22,30.7,5399,1247,3331,821,199,9.4,0.48,81.3,0,0,0,0,0,536,20,238,0,0,492,492,1215,0,5602,0,28,129,9554,0,13,27,1
Doran,14,0,2,1,228,12,8.7,8570,329,20.4,33,8,7,4,3,1.27,0.31,0.15,0.27,13.0,8091,1323,4802,1966,310,28.2,0.04,33.3,0,0,0,0,0,151,-4,-907,0,0,464,464,2451,0,10606,0,3,46,16748,81,5,22,0
Peanut,12,1,1,2,158,142,6.1,8219,315,19.6,32,10,7,10,8,1.23,0.38,0.38,0.27,12.6,4263,3346,307,610,163,14.8,0.12,100.0,0,0,0,0,0,168,-1,-105,0,0,0,0,7410,0,23115,0,10,711,14305,40,11,23,0
Chovy,14,2,1,0,242,0,9.3,9875,379,23.6,65,26,15,8,7,2.49,1,0.31,0.58,25.6,9158,1805,5591,1762,351,31.9,0.08,66.7,0,0,0,0,0,197,5,548,0,0,161,161,1608,0,4133,0,16,70,7315,46,10,24,0
Peyz,13,0,1,1,263,18,10.1,9642,370,23.0,37,12,12,4,4,1.42,0.46,0.15,0.46,14.6,5828,5111,292,425,223,20.3,0.04,33.3,0,0,0,0,0,-342,-20,-824,-1,0,0,0,1403,0,6628,0,6,101,5752,43,5,18,0
Delight,10,0,2,2,35,0,1.3,5612,215,13.4,87,39,10,13,11,3.34,1.5,0.5,0.38,34.3,1378,143,798,437,53,4.8,0.08,66.7,0,0,0,0,0,-434,-12,-61,0,0,0,0,1512,845,5277,0,12,69,7320,14,15,28,0
Doran,15,1,3,7,179,0,6,9895,330,16.6,31,11,4,7,6,1.03,0.37,0.23,0.13,10.2,11859,1815,10044,0,395,17.1,0.27,40.0,0,0,0,0,0,-300,-3,-302,0,0,3426,3426,11414,0,32865,0,39,780,27494,100,9,29,1
Peanut,15,4,2,14,191,171,6.4,12072,402,20.2,46,8,16,6,6,1.53,0.27,0.2,0.53,15.1,15802,13322,1811,669,527,22.8,0.6,90.0,1,0,0,0,0,96,-3,-243,0,0,1628,1628,12990,0,29986,0,13,214,24326,44,8,23,1
Chovy,17,5,0,9,281,4,9.4,13238,441,22.2,53,7,24,4,3,1.77,0.23,0.13,0.8,17.4,17146,1883,15093,170,572,24.7,0.47,70.0,0,0,0,0,0,1078,24,1275,1,0,3425,3425,1301,154,5825,0,33,204,9412,0,4,23,1
Peyz,16,10,1,2,333,39,11.1,16253,542,27.3,41,11,13,5,5,1.37,0.37,0.17,0.43,13.4,20662,19284,810,568,689,29.8,0.4,60.0,0,1,1,0,0,467,6,169,0,0,10434,10434,3300,0,6791,0,11,89,11113,49,7,25,1
Delight,13,0,1,15,50,0,1.7,8171,272,13.7,134,53,25,15,14,4.47,1.77,0.5,0.83,43.9,3817,937,2880,0,127,5.5,0.5,75.0,0,0,0,0,0,-195,25,-39,0,0,400,400,5633,2308,12835,1617,24,125,12387,41,17,33,1
Doran,15,2,5,6,187,4,6.1,11903,388,20.4,28,11,10,5,5,0.91,0.36,0.16,0.33,10.3,12700,10479,2221,0,414,20.5,0.26,50.0,0,0,0,0,0,488,6,-476,0,1,4237,4237,3876,0,18424,0,24,395,21833,169,6,34,1
Peanut,15,5,3,4,185,149,6,11198,365,19.2,56,13,25,9,9,1.82,0.42,0.29,0.81,20.5,7065,5748,1006,311,230,11.4,0.29,56.3,0,0,0,0,0,-1075,-22,-862,-1,0,2860,2860,12986,0,28327,0,6,152,26040,97,11,28,1
Chovy,17,4,2,8,229,0,7.5,11669,380,20.0,53,20,11,9,9,1.73,0.65,0.29,0.36,19.4,16717,422,15755,540,545,27.0,0.39,75.0,1,1,0,0,0,-37,14,153,0,0,3095,3095,691,0,15033,0,13,296,18410,67,12,34,1
Peyz,16,4,2,8,341,37,11.1,15518,505,26.7,46,12,20,4,4,1.5,0.39,0.13,0.65,16.8,21242,18131,850,2261,692,34.4,0.39,75.0,0,1,0,0,0,-1612,-15,-488,0,0,8522,8522,4301,0,6967,0,11,114,15386,87,7,24,1
Delight,13,1,4,9,37,0,1.2,7930,258,13.6,90,50,9,14,12,2.93,1.63,0.46,0.29,33.0,4086,403,3161,522,133,6.6,0.33,62.5,0,0,0,0,0,-267,22,113,0,0,60,60,451,0,9212,1541,19,96,13595,131,17,33,1
Doran,12,1,3,4,140,0,5.4,7411,285,18.4,23,10,4,3,3,0.88,0.38,0.12,0.15,11.3,7123,1421,5702,0,274,20.8,0.19,62.5,0,0,0,0,0,-138,-32,-655,0,0,1324,1324,7075,0,18538,0,25,320,19990,79,5,21,0
Peanut,12,5,3,3,141,118,5.4,9077,349,22.6,40,6,16,8,3,1.54,0.23,0.31,0.61,19.7,7100,5630,1109,361,273,20.7,0.31,100.0,1,0,0,0,0,738,-9,44,0,0,0,0,10250,0,18534,92,15,171,21380,105,5,18,0
Chovy,14,1,3,6,207,4,8,8698,334,21.6,32,10,7,2,2,1.23,0.38,0.08,0.27,15.8,8181,126,8055,0,314,23.8,0.27,87.5,0,0,0,0,0,-484,-11,-589,0,0,0,0,189,0,4976,0,22,502,9713,66,4,24,0
Peyz,12,1,3,3,248,13,9.5,9661,371,24.0,31,11,9,4,4,1.19,0.42,0.15,0.35,15.3,9757,8694,253,810,375,28.4,0.15,50.0,0,0,0,0,0,-453,1,-570,0,0,0,0,1899,0,3973,0,15,60,9622,52,6,19,0
Delight,9,0,6,6,29,0,1.1,5340,205,13.3,77,41,8,12,10,2.96,1.57,0.46,0.31,37.9,2146,196,1950,0,82,6.3,0.23,75.0,0,0,0,0,0,125,2,217,1,0,0,0,2159,633,13280,1275,5,46,12727,144,14,27,0
Doran,17,0,4,1,311,16,8.5,13574,371,22.4,43,9,11,6,6,1.17,0.25,0.16,0.3,11.4,23693,2449,16472,4772,647,38.5,0.03,25.0,0,0,0,0,0,-13,11,-155,0,0,6999,6999,14694,0,33765,0,9,107,37079,97,9,31,0
Peanut,15,1,2,0,224,192,6.1,11121,304,18.3,69,13,20,12,12,1.88,0.35,0.33,0.55,18.4,2270,1916,354,0,62,3.7,0.03,25.0,0,0,0,0,0,-1103,-2,-721,0,1,298,298,16444,0,28785,0,8,176,32344,33,13,29,0
Chovy,16,0,1,1,315,4,8.6,12355,337,20.3,78,35,19,6,6,2.13,0.96,0.16,0.52,20.7,9040,905,6512,1623,247,14.7,0.03,25.0,0,0,0,0,0,-43,21,-166,0,0,2173,2173,4488,0,14547,0,19,74,18706,42,6,30,0
Peyz,17,2,2,2,381,45,10.4,15690,428,25.8,53,13,18,4,4,1.45,0.35,0.11,0.49,14.1,23513,22223,888,402,642,38.2,0.11,100.0,0,0,0,0,0,-1193,-25,257,0,0,429,429,4898,0,17259,0,12,183,11400,16,5,27,0
Delight,13,1,3,3,43,0,1.2,7978,218,13.1,133,70,13,21,19,3.63,1.91,0.57,0.35,35.4,3052,511,2239,302,83,5.0,0.11,100.0,0,0,0,0,0,-330,4,-754,-1,0,0,0,4322,1600,15711,1292,19,47,12220,74,23,38,0
Doran,16,3,5,8,225,0,7.6,11630,395,19.8,31,12,4,8,6,1.05,0.41,0.27,0.14,11.4,15260,11426,2246,1588,518,23.9,0.37,73.3,1,0,0,0,0,-403,-20,-699,0,0,3166,3166,2889,0,30400,308,25,472,23275,155,10,33,1
Peanut,15,4,1,3,172,151,5.8,11073,376,18.9,38,6,12,5,5,1.29,0.2,0.17,0.41,13.9,8777,421,7611,745,298,13.7,0.24,46.7,0,1,0,0,0,395,0,63,0,0,1864,1864,12469,0,17806,0,10,114,18487,27,6,19,1
Chovy,17,3,0,9,293,20,9.9,14022,476,23.9,61,15,11,4,4,2.07,0.51,0.14,0.37,22.3,20983,16286,2266,2431,712,32.9,0.41,80.0,1,0,0,0,0,824,4,88,0,0,9515,9515,6823,0,16913,0,7,56,11342,0,5,27,1
Peyz,16,5,1,5,323,28,11,14438,490,24.6,56,12,11,4,4,1.9,0.41,0.14,0.37,20.5,14704,13053,1042,609,499,23.0,0.34,66.7,0,0,1,0,0,-406,4,42,0,0,4471,4471,5203,0,6534,0,10,99,10264,42,8,25,1
Delight,13,0,2,10,14,0,0.5,7463,253,12.7,87,35,10,11,9,2.95,1.19,0.37,0.34,31.9,4122,732,3390,0,140,6.5,0.34,66.7,0,0,0,0,0,-383,-8,-477,0,0,136,136,988,0,3483,2293,15,135,8010,53,14,28,1
