,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Canna,18,2,0,4,326,18,11,14457,486,24.8,30,9,7,5,4,1.01,0.3,0.17,0.24,9.1,16842,14653,2189,0,566,28.4,0.2,100.0,0,0,0,0,0,1327,25,725,0,0,10133,10133,18241,0,33264,0,28,63,31556,0,6,23,1
Canyon,14,1,0,2,178,159,6,10824,364,18.5,66,15,12,11,10,2.22,0.5,0.37,0.4,20.1,8299,330,6741,1228,279,14.0,0.1,50.0,0,0,0,0,0,1241,22,904,0,0,2270,2270,11738,0,12071,0,20,182,15766,0,12,24,1
ShowMaker,17,1,0,2,316,32,10.6,12377,416,21.2,68,16,14,9,8,2.29,0.54,0.3,0.47,20.7,12029,11202,827,0,404,20.3,0.1,50.0,0,0,0,0,0,26,-3,-367,-1,0,7069,7069,840,0,5329,0,1,81,6100,0,9,23,1
Deft,14,2,1,2,266,13,8.9,12887,433,22.1,48,14,8,4,4,1.61,0.47,0.13,0.27,14.6,16645,11920,3425,1300,559,28.1,0.13,66.7,0,0,0,0,0,1459,15,245,1,0,6317,6317,2961,0,8327,0,2,74,12405,33,5,22,1
Kellin,12,0,1,5,24,0,0.8,7850,264,13.4,116,43,21,13,13,3.9,1.45,0.44,0.71,35.4,5492,783,4709,0,185,9.3,0.17,83.3,0,0,0,0,0,846,11,234,0,0,1048,1048,7378,5014,4376,4483,7,14,6378,28,15,27,1
Canna,17,1,1,1,318,16,10.4,12860,422,24.8,34,14,6,4,4,1.11,0.46,0.13,0.2,14.5,14754,13894,860,0,484,29.1,0.07,40.0,0,0,0,0,0,338,14,-519,0,0,5569,5569,1413,0,10551,0,4,210,11656,48,8,22,0
Canyon,14,2,4,1,161,140,5.3,9792,321,18.9,32,12,8,10,8,1.05,0.39,0.33,0.26,13.6,6942,5786,671,485,228,13.7,0.1,60.0,0,0,0,0,0,-624,-22,-198,0,0,1416,1416,12073,0,30133,0,8,132,26665,112,11,28,0
ShowMaker,16,0,4,3,284,4,9.3,10771,353,20.7,22,13,3,4,4,0.72,0.43,0.13,0.1,9.4,11050,715,10285,50,362,21.8,0.1,60.0,0,0,0,0,0,-1909,-6,-408,0,0,0,0,519,90,9508,0,26,448,14032,96,7,25,0
Deft,15,2,4,2,275,5,9,11884,390,22.9,45,17,9,8,8,1.48,0.56,0.26,0.3,19.1,12885,10580,2305,0,422,25.4,0.13,80.0,0,0,0,0,0,-788,8,-99,0,0,1869,1869,824,0,6641,0,20,261,11106,63,11,31,0
Kellin,10,0,4,4,15,0,0.5,6602,216,12.7,102,59,14,13,11,3.34,1.93,0.43,0.46,43.4,5074,679,3876,519,166,10.0,0.13,80.0,0,0,0,0,0,-666,-16,-638,-1,0,311,311,450,0,5351,2829,17,122,10788,51,15,27,0
Canna,17,8,6,5,276,12,7.3,14603,386,21.6,55,23,7,13,12,1.45,0.61,0.34,0.18,13.4,28981,1999,26855,127,766,25.8,0.34,72.2,1,2,0,0,0,-204,-1,-91,0,0,3416,3416,6588,0,20064,0,23,57,30048,248,15,35,0
Canyon,17,1,3,10,204,180,5.4,11926,315,17.6,55,16,9,15,13,1.45,0.42,0.4,0.24,13.4,15488,13571,739,1178,409,13.8,0.29,61.1,0,0,0,0,0,413,12,102,0,0,1196,1196,33320,0,54100,0,18,595,50861,87,17,35,0
ShowMaker,18,4,2,7,325,12,8.6,15022,397,22.2,71,14,20,12,12,1.88,0.37,0.32,0.53,17.4,24413,1757,22531,125,645,21.7,0.29,61.1,0,1,0,0,0,652,11,-172,0,0,1666,1666,3636,0,11197,0,12,55,16913,57,15,34,0
Deft,18,4,3,10,427,46,11.3,17165,454,25.4,59,21,11,8,8,1.56,0.55,0.21,0.29,14.4,32065,29045,313,2707,847,28.5,0.37,77.8,0,0,1,0,0,287,13,433,0,0,3622,3622,7337,0,22333,0,4,64,19883,111,13,32,0
Kellin,14,1,3,15,26,0,0.7,8922,236,13.2,169,97,23,18,18,4.46,2.56,0.48,0.61,41.3,11421,9341,2080,0,302,10.2,0.42,88.9,0,0,0,0,0,-12,-21,-926,-1,0,404,404,4419,950,5377,0,58,370,13995,85,20,33,0
Canna,14,0,2,1,209,4,7.8,8305,311,20.0,26,13,2,6,5,0.97,0.49,0.22,0.07,13.0,8848,1172,6244,1432,331,21.9,0.04,50.0,0,0,0,0,0,47,-3,244,0,0,1486,1486,2132,0,7932,0,15,45,13725,81,7,19,0
Canyon,12,1,2,0,153,134,5.7,7790,292,18.7,34,16,6,10,8,1.27,0.6,0.37,0.22,17.0,4157,3356,381,420,156,10.3,0.04,50.0,0,0,0,0,0,-92,17,231,0,0,1533,1533,12156,0,23686,233,8,450,20249,68,11,24,0
ShowMaker,15,1,0,0,258,4,9.7,9920,371,23.9,31,15,10,8,8,1.16,0.56,0.3,0.37,15.5,12955,991,11510,454,485,32.1,0.04,50.0,0,0,0,0,0,857,31,1359,1,0,1937,1937,1274,0,6793,0,8,23,11673,0,10,23,0
Deft,14,0,3,0,290,21,10.9,10274,385,24.7,28,15,13,7,7,1.05,0.56,0.26,0.49,14.0,10493,9681,154,658,393,26.0,0,0.0,0,0,0,0,0,-1776,-13,-898,-1,0,942,942,1819,0,5353,0,2,47,7951,32,8,21,0
Kellin,9,0,3,1,15,0,0.6,5267,197,12.7,81,63,12,15,12,3.03,2.36,0.56,0.45,40.5,3916,699,1909,1308,147,9.7,0.04,50.0,0,0,0,0,0,-1112,-23,-849,-1,0,180,180,534,0,4429,1324,15,158,7104,60,17,28,0
Canna,16,1,2,1,276,8,7.7,11469,322,19.6,35,13,11,9,8,0.98,0.36,0.25,0.31,13.1,9791,7960,1015,816,275,12.2,0.06,25.0,0,0,0,0,0,-359,-16,-706,-1,0,872,872,3399,0,42561,0,25,3993,23248,54,10,29,0
Canyon,14,2,5,5,178,153,5,10629,298,18.2,51,23,13,13,11,1.43,0.65,0.36,0.36,19.1,8937,6822,1787,328,251,11.2,0.2,87.5,0,0,0,0,0,-197,-11,-516,-1,0,1233,1233,22051,0,41232,1589,15,594,39157,130,14,28,0
ShowMaker,17,0,3,6,297,8,8.3,12702,356,21.7,44,20,8,11,11,1.23,0.56,0.31,0.22,16.5,22423,690,21733,0,629,28.1,0.17,75.0,0,0,0,0,0,-321,8,840,1,0,1842,1842,2028,0,14136,0,30,745,19003,77,13,33,0
Deft,16,3,2,3,360,30,10.1,15721,441,26.9,32,16,12,6,5,0.9,0.45,0.17,0.34,12.0,27641,16485,9711,1445,775,34.6,0.17,75.0,0,0,0,0,0,37,-10,292,0,0,620,620,6693,761,12180,0,5,172,17524,57,9,32,0
Kellin,13,2,2,4,31,0,0.9,7901,222,13.5,105,68,16,24,24,2.95,1.91,0.67,0.45,39.3,11136,568,9300,1268,312,13.9,0.17,75.0,1,0,0,0,0,544,3,313,1,0,54,54,1429,0,11818,5760,19,196,13111,49,26,40,0
Canna,15,0,1,1,233,0,8.9,8821,336,20.7,30,13,6,7,7,1.14,0.49,0.27,0.23,14.3,4157,3608,238,311,158,13.6,0.04,16.7,0,0,0,0,0,-1410,-21,-128,0,0,1363,1363,694,0,18381,159,13,453,12919,0,9,25,0
Canyon,13,3,3,2,162,152,6.2,8924,340,21.0,37,15,5,10,7,1.41,0.57,0.38,0.19,17.6,6922,5696,958,268,263,22.6,0.19,83.3,0,0,0,0,0,518,-3,185,0,0,0,0,14766,0,29036,521,11,574,25236,97,11,28,0
ShowMaker,15,2,2,3,242,4,9.2,10139,386,23.8,35,11,8,8,8,1.33,0.42,0.3,0.3,16.7,10044,645,9297,102,382,32.8,0.19,83.3,1,0,0,0,0,82,9,272,1,0,1934,1934,2164,0,7906,0,12,39,10674,16,10,24,0
Deft,12,1,3,3,221,12,8.4,9107,346,21.4,30,10,10,2,2,1.14,0.38,0.08,0.38,14.3,7335,6497,586,252,279,24.0,0.15,66.7,0,0,0,0,0,-922,-30,-401,0,0,310,310,2509,673,7760,0,4,42,11848,87,5,24,0
Kellin,9,0,2,4,31,0,1.2,5584,212,13.1,78,42,7,17,15,2.97,1.6,0.65,0.27,37.1,2119,329,1512,278,81,6.9,0.15,66.7,0,0,0,0,0,-263,3,-278,0,0,71,71,1864,581,8825,1139,11,20,10772,53,19,29,0
Canna,16,3,2,11,244,13,8,11983,393,18.9,36,14,5,8,8,1.18,0.46,0.26,0.16,10.9,15234,5686,9546,2,500,20.5,0.46,63.6,0,0,0,0,0,174,-3,-477,0,0,3901,3901,3616,0,56964,0,29,483,24700,76,10,26,1
Canyon,15,5,3,15,170,140,5.6,11789,387,18.6,67,23,12,14,12,2.2,0.75,0.46,0.39,20.2,12304,10294,1457,553,404,16.5,0.66,90.9,0,0,0,0,0,-127,-11,52,0,0,824,824,16299,0,33443,1750,15,406,26658,67,16,37,1
ShowMaker,17,8,1,11,284,28,9.3,14480,475,22.9,37,17,5,10,8,1.21,0.56,0.33,0.16,11.2,24957,1013,23884,60,819,33.5,0.62,86.4,0,1,1,0,0,564,4,648,0,0,4818,4818,2786,277,8001,0,30,541,11570,41,12,27,1
Deft,16,6,1,5,290,25,9.5,16817,552,26.6,29,14,4,4,3,0.95,0.46,0.13,0.13,8.8,16034,15251,148,635,526,21.5,0.36,50.0,0,0,0,0,0,2313,19,354,0,0,11140,11140,7031,0,14273,0,10,113,10648,40,5,23,1
Kellin,13,0,0,14,29,0,1,8230,270,13.0,162,88,27,14,13,5.31,2.89,0.46,0.89,48.9,5884,1259,4065,560,193,7.9,0.46,63.6,0,0,0,0,0,336,-17,403,0,0,874,874,1063,0,5374,2839,24,157,5851,0,16,30,1
Canna,16,3,1,8,271,23,10.3,11819,451,21.6,32,13,5,4,4,1.22,0.5,0.15,0.19,12.3,10680,9609,1071,0,407,16.5,0.42,61.1,0,0,0,0,0,-598,3,-442,0,0,11477,11477,4876,0,10352,0,3,134,12287,30,6,21,1
Canyon,14,4,2,6,153,139,5.8,10158,387,18.6,53,13,13,9,9,2.02,0.5,0.34,0.5,20.4,8123,6985,744,394,310,12.5,0.38,55.6,0,0,0,0,0,187,6,288,0,0,3591,3591,13646,0,22409,0,8,178,25884,46,10,27,1
ShowMaker,15,4,0,7,232,7,8.8,12301,469,22.5,41,9,11,10,8,1.56,0.34,0.38,0.42,15.8,20177,1796,17830,551,770,31.1,0.42,61.1,0,0,0,0,0,1079,23,527,0,0,4081,4081,903,0,7826,0,11,37,12565,0,10,25,1
Deft,14,7,1,5,256,8,9.8,13097,500,24.0,41,13,10,3,3,1.56,0.5,0.11,0.38,15.8,19524,12390,5795,1339,745,30.1,0.46,66.7,0,0,0,0,0,1138,18,665,1,0,5857,5857,80,0,6561,0,0,27,11478,36,6,23,1
Kellin,12,0,1,13,10,0,0.4,7269,277,13.3,93,47,8,14,14,3.55,1.79,0.53,0.31,35.8,6363,560,5803,0,243,9.8,0.5,72.2,0,0,0,0,0,614,0,183,0,0,957,957,8895,6507,3925,1139,16,119,8589,28,16,28,1
