,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Canna,18,2,0,4,326,18,11,14457,486,24.8,30,9,7,5,4,1.01,0.3,0.17,0.24,9.1,16842,14653,2189,0,566,28.4,0.2,100.0,0,0,0,0,0,1327,25,725,0,0,10133,10133,18241,0,33264,0,28,63,31556,0,6,23,1
Canyon,14,1,0,2,178,159,6,10824,364,18.5,66,15,12,11,10,2.22,0.5,0.37,0.4,20.1,8299,330,6741,1228,279,14.0,0.1,50.0,0,0,0,0,0,1241,22,904,0,0,2270,2270,11738,0,12071,0,20,182,15766,0,12,24,1
ShowMaker,17,1,0,2,316,32,10.6,12377,416,21.2,68,16,14,9,8,2.29,0.54,0.3,0.47,20.7,12029,11202,827,0,404,20.3,0.1,50.0,0,0,0,0,0,26,-3,-367,-1,0,7069,7069,840,0,5329,0,1,81,6100,0,9,23,1
Deft,14,2,1,2,266,13,8.9,12887,433,22.1,48,14,8,4,4,1.61,0.47,0.13,0.27,14.6,16645,11920,3425,1300,559,28.1,0.13,66.7,0,0,0,0,0,1459,15,245,1,0,6317,6317,2961,0,8327,0,2,74,12405,33,5,22,1
Kellin,12,0,1,5,24,0,0.8,7850,264,13.4,116,43,21,13,13,3.9,1.45,0.44,0.71,35.4,5492,783,4709,0,185,9.3,0.17,83.3,0,0,0,0,0,846,11,234,0,0,1048,1048,7378,5014,4376,4483,7,14,6378,28,15,27,1
Canna,17,1,1,1,318,16,10.4,12860,422,24.8,34,14,6,4,4,1.11,0.46,0.13,0.2,14.5,14754,13894,860,0,484,29.1,0.07,40.0,0,0,0,0,0,338,14,-519,0,0,5569,5569,1413,0,10551,0,4,210,11656,48,8,22,0
Canyon,14,2,4,1,161,140,5.3,9792,321,18.9,32,12,8,10,8,1.05,0.39,0.33,0.26,13.6,6942,5786,671,485,228,13.7,0.1,60.0,0,0,0,0,0,-624,-22,-198,0,0,1416,1416,12073,0,30133,0,8,132,26665,112,11,28,0
ShowMaker,16,0,4,3,284,4,9.3,10771,353,20.7,22,13,3,4,4,0.72,0.43,0.13,0.1,9.4,11050,715,10285,50,362,21.8,0.1,60.0,0,0,0,0,0,-1909,-6,-408,0,0,0,0,519,90,9508,0,26,448,14032,96,7,25,0
Deft,15,2,4,2,275,5,9,11884,390,22.9,45,17,9,8,8,1.48,0.56,0.26,0.3,19.1,12885,10580,2305,0,422,25.4,0.13,80.0,0,0,0,0,0,-788,8,-99,0,0,1869,1869,824,0,6641,0,20,261,11106,63,11,31,0
Kellin,10,0,4,4,15,0,0.5,6602,216,12.7,102,59,14,13,11,3.34,1.93,0.43,0.46,43.4,5074,679,3876,519,166,10.0,0.13,80.0,0,0,0,0,0,-666,-16,-638,-1,0,311,311,450,0,5351,2829,17,122,10788,51,15,27,0
