,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Morgan,17,0,5,11,250,3,6.9,12606,348,19.7,55,15,11,12,10,1.52,0.41,0.33,0.3,17.0,11215,9241,1700,274,310,14.0,0.3,84.6,0,0,0,0,0,-1271,-10,-851,-1,0,2778,2778,4823,0,46496,1819,31,2364,31154,210,14,35,0
UmTi,15,0,2,7,194,154,5.4,11152,308,17.5,79,12,23,10,10,2.18,0.33,0.28,0.63,24.5,6951,5536,871,544,192,8.7,0.19,53.8,0,0,0,0,0,-383,3,417,0,0,0,0,13045,0,43672,0,45,885,30031,88,11,29,0
Karis,18,4,4,5,307,12,8.5,14360,396,22.5,43,12,11,8,8,1.19,0.33,0.22,0.3,13.3,23759,501,23258,0,656,29.6,0.25,69.2,0,0,0,0,0,-279,2,-820,0,0,1393,1393,5293,0,14737,0,50,130,23752,109,10,29,0
Hena,15,9,5,3,261,19,7.2,17243,476,27.0,43,15,9,3,3,1.19,0.41,0.08,0.25,13.3,33349,22224,9325,1800,920,41.5,0.33,92.3,0,2,0,0,0,-503,-30,-1314,-2,0,6219,6219,1456,0,10227,0,3,29,18471,115,6,24,0
Effort,13,0,6,11,18,0,0.5,8542,236,13.4,103,50,13,18,16,2.84,1.38,0.5,0.36,31.9,5063,431,4632,0,140,6.3,0.3,84.6,0,0,0,0,0,-769,-13,-236,0,0,794,794,12564,9957,5800,2242,21,130,12918,153,20,39,0
Morgan,16,1,2,1,273,0,9.2,10764,364,23.2,34,11,11,7,6,1.15,0.37,0.24,0.37,20.0,18698,15136,3562,0,633,33.2,0.07,40.0,1,0,0,0,0,689,26,880,0,0,4239,4239,5718,0,17706,0,28,463,21433,98,8,28,0
UmTi,13,1,6,2,164,147,5.5,8350,283,18.0,37,21,8,11,9,1.25,0.71,0.37,0.27,21.8,5452,4289,907,256,185,9.7,0.1,60.0,0,0,0,0,0,-377,2,-177,0,0,0,0,16058,0,30152,147,8,546,33514,163,12,25,0
Karis,17,3,2,1,279,0,9.4,11756,398,25.3,24,10,7,5,5,0.81,0.34,0.17,0.24,14.1,14809,1523,12753,533,501,26.3,0.14,80.0,0,0,0,0,0,-228,3,165,0,0,0,0,3884,0,12922,0,19,105,14878,14,8,24,0
Hena,14,0,2,2,244,5,8.3,9931,336,21.4,26,15,12,5,5,0.88,0.51,0.17,0.41,15.3,14338,9862,4222,254,485,25.4,0.07,40.0,0,0,0,0,0,-306,-20,-540,-1,0,0,0,1730,0,7551,0,0,12,15561,40,13,29,0
Effort,11,0,0,3,6,0,0.2,5584,189,12.0,49,33,4,9,8,1.66,1.12,0.3,0.14,28.8,3060,470,2590,0,104,5.4,0.1,60.0,0,0,0,0,0,-423,-6,142,1,0,154,154,9316,6641,2995,1167,13,125,6388,0,11,29,0
