,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Lehends,12,0,0,5,41,2,1.3,7536,235,11.9,120,73,16,13,13,3.75,2.28,0.41,0.5,36.3,3596,262,2950,384,112,5.7,0.16,71.4,0,0,0,0,0,27,-4,-683,-1,0,369,369,4724,1121,16871,1441,14,50,10442,0,15,27,1
Kiin,18,0,1,7,308,4,7.4,13968,336,18.5,58,17,15,10,10,1.4,0.41,0.24,0.36,13.2,19773,10723,9049,1,476,19.7,0.17,46.7,0,0,0,0,0,466,8,-76,0,0,6465,6465,18480,0,109524,0,53,820,48269,58,12,33,1
Cuzz,18,2,0,7,262,211,6.3,14206,342,18.8,94,16,34,16,14,2.26,0.39,0.39,0.82,21.3,14962,12057,1988,917,360,14.9,0.22,60.0,0,0,0,0,0,980,19,254,0,0,1703,1703,26026,328,48355,0,9,203,34814,0,16,37,1
Bdd,18,8,1,4,355,8,8.6,17529,422,23.3,53,22,11,6,6,1.28,0.53,0.14,0.26,12.0,25813,2097,23326,390,622,25.7,0.29,80.0,2,0,0,0,0,1126,-7,-241,0,0,3798,3798,10458,396,22906,0,18,103,22885,32,10,31,1
Aiming,18,5,3,5,457,58,11,20157,486,26.7,101,14,42,7,6,2.43,0.34,0.17,1.01,22.9,35257,25820,8222,1215,849,35.1,0.24,66.7,0,1,0,0,0,-1841,-27,-624,0,0,4906,4906,7990,0,31447,0,13,309,19712,93,9,32,1
Lehends,16,0,0,11,40,0,1,9510,229,12.6,135,78,23,25,24,3.25,1.88,0.6,0.55,30.6,4690,1159,3111,420,113,4.7,0.26,73.3,0,0,0,0,0,-299,-3,-605,-1,0,196,196,5676,1169,6980,7489,24,197,11014,0,29,43,1
Kiin,18,6,4,16,431,50,7.9,22892,417,22.7,106,25,18,11,11,1.93,0.46,0.2,0.33,19.7,53993,46497,6284,1212,984,28.8,0.4,81.5,1,1,0,0,0,2574,13,735,0,0,13770,13770,14096,0,35188,0,19,343,33195,156,15,44,0
Cuzz,18,2,11,10,266,171,4.8,16687,304,16.5,126,19,35,19,17,2.3,0.35,0.35,0.64,23.4,22640,20370,1040,1230,413,12.1,0.22,44.4,1,0,0,0,0,516,11,897,1,1,0,0,29981,0,90160,0,33,791,70105,537,24,49,0
Bdd,18,5,5,13,476,28,8.7,23258,424,23.1,70,34,7,10,10,1.28,0.62,0.18,0.13,13.0,44645,949,43150,546,814,23.8,0.33,66.7,0,0,0,0,0,5,-13,-621,-1,0,4019,4019,3178,0,19228,0,59,965,21940,199,17,46,0
Aiming,18,12,7,6,410,14,7.5,25100,458,24.9,63,16,14,3,3,1.15,0.29,0.05,0.26,11.7,58353,50645,7100,608,1064,31.2,0.33,66.7,0,2,0,1,0,231,0,305,0,0,6155,6155,5987,1143,19010,0,56,860,26513,279,8,36,0
Lehends,17,2,6,14,49,0,0.9,12948,236,12.8,173,119,17,36,36,3.15,2.17,0.66,0.31,32.2,7602,736,5660,1206,139,4.1,0.29,59.3,0,0,0,0,0,-177,-6,396,0,0,56,56,7125,2136,49845,0,80,442,32807,186,45,61,0
