,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Sylvie,16,3,1,11,214,189,6,12538,354,18.7,74,25,13,12,12,2.09,0.71,0.34,0.37,21.2,10659,9186,1002,471,301,13.9,0.39,87.5,0,1,0,0,0,81,-3,-395,0,0,0,0,15318,0,43969,840,11,592,25521,51,13,31,1
Peter,14,0,0,14,46,0,1.3,8754,247,13.1,119,62,23,18,18,3.36,1.75,0.51,0.65,34.1,1365,341,1024,0,39,1.8,0.39,87.5,0,0,0,0,0,16,22,362,1,0,970,970,1721,882,3794,6365,17,81,3691,0,20,34,1
DnDn,14,3,4,2,179,12,7,8925,348,23.0,32,8,5,5,3,1.25,0.31,0.19,0.19,16.6,9374,7767,42,1565,365,20.7,0.19,62.5,1,0,0,0,0,-1112,-48,-1198,-1,0,0,0,2030,0,15308,0,12,74,19955,152,6,27,0
Sylvie,11,3,6,1,118,112,4.6,7407,288,19.1,28,12,5,12,10,1.09,0.47,0.47,0.19,14.5,6771,6339,0,432,264,14.9,0.16,50.0,0,0,0,0,0,-295,0,-370,0,0,0,0,6971,0,22222,0,19,164,20742,144,13,29,0
FIESTA,15,0,3,2,203,0,7.9,7971,310,20.5,31,8,7,4,4,1.21,0.31,0.16,0.27,16.1,14755,2700,12055,0,574,32.5,0.08,25.0,0,0,0,0,0,-909,-4,-80,0,0,0,0,12540,133,27491,0,37,273,29725,88,6,19,0
Peter,10,0,7,3,39,0,1.5,5366,209,13.8,66,33,10,10,9,2.57,1.28,0.39,0.39,34.2,2630,510,2120,0,102,5.8,0.12,37.5,0,0,0,0,0,-448,20,175,1,0,0,0,1769,1089,7664,2729,18,122,15533,149,12,21,0
DnDn,14,0,1,0,227,0,9.4,9495,393,24.7,20,8,0,6,4,0.83,0.33,0.25,0,11.2,8315,5210,1329,1776,344,33.9,0,0.0,0,0,0,0,0,-1230,-12,-863,-1,0,8716,8716,4511,0,11610,0,4,78,14993,0,7,26,0
Sylvie,11,0,2,0,115,92,4.8,6549,271,17.1,46,18,8,8,6,1.9,0.74,0.33,0.33,25.8,3281,317,2688,276,136,13.4,0,0.0,0,0,0,0,0,-787,11,5,0,0,201,201,5832,0,8976,0,12,172,14611,64,9,20,0
FIESTA,14,0,4,0,243,8,10.1,9226,382,24.0,29,10,4,6,6,1.2,0.41,0.25,0.17,16.3,9070,7909,745,416,375,37.0,0,0.0,0,0,0,0,0,-584,-29,-1452,-1,0,0,0,1162,0,11225,0,3,92,13488,95,7,26,0
Peter,9,0,3,0,30,0,1.2,5204,215,13.6,52,32,4,10,9,2.15,1.32,0.41,0.17,29.2,354,150,204,0,15,1.4,0,0.0,0,0,0,0,0,-898,5,878,1,0,0,0,9,13,6392,0,4,91,5753,58,12,23,0
DnDn,14,1,2,3,202,0,7.7,8827,335,22.7,27,14,4,5,4,1.02,0.53,0.19,0.15,13.3,15056,6603,8453,0,571,30.0,0.15,66.7,1,0,0,0,0,258,1,985,1,0,3417,3417,3643,0,19968,0,24,132,21725,42,7,21,0
Sylvie,12,2,3,3,130,119,4.9,7365,279,18.9,35,9,5,9,7,1.33,0.34,0.34,0.19,17.2,5551,4939,402,210,211,11.1,0.19,83.3,0,0,0,0,0,-231,-15,-260,0,0,0,0,11149,0,15223,0,7,83,23578,94,10,25,0
FIESTA,14,3,2,1,221,0,8.4,9309,353,23.9,43,18,9,8,7,1.63,0.68,0.3,0.34,21.2,17928,1373,16555,0,680,35.7,0.15,66.7,0,0,0,0,0,-705,19,525,1,0,71,71,1510,0,6675,0,11,38,13438,84,10,25,0
Peter,9,0,4,4,33,0,1.3,5526,210,14.2,84,52,8,14,13,3.19,1.97,0.53,0.3,41.4,2242,382,1790,70,85,4.5,0.15,66.7,0,0,0,0,0,-80,1,155,0,0,0,0,2855,1441,12729,1955,13,22,11830,122,16,24,0
DnDn,18,4,1,4,284,4,8.5,14203,425,22.8,37,16,8,12,11,1.11,0.48,0.36,0.24,10.7,9876,8805,617,454,296,16.6,0.24,66.7,1,1,0,0,0,174,-10,617,0,0,262,262,7749,0,53165,715,23,4139,24753,38,14,32,1
Sylvie,15,3,3,4,158,136,4.7,11794,353,18.9,57,14,14,12,12,1.71,0.42,0.36,0.42,16.5,8740,7604,684,452,262,14.7,0.21,58.3,0,0,0,0,0,-282,-26,-744,0,0,5033,5033,17077,0,29710,0,10,106,32309,115,13,30,1
FIESTA,17,2,1,8,243,0,7.3,11843,355,19.0,47,17,9,14,14,1.41,0.51,0.42,0.27,13.6,20045,1634,18411,0,600,33.8,0.3,83.3,0,0,0,0,0,898,27,740,0,0,2770,2770,6902,0,19117,5364,27,322,16351,38,18,34,1
Peter,13,2,0,9,45,0,1.3,9266,278,14.9,147,86,20,15,15,4.4,2.58,0.45,0.6,42.5,3797,400,3181,216,114,6.4,0.33,91.7,0,0,0,0,0,291,-7,-714,-1,0,847,847,8212,3954,17992,4122,18,47,10937,0,18,33,1
