,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Sylvie,16,3,1,11,214,189,6,12538,354,18.7,74,25,13,12,12,2.09,0.71,0.34,0.37,21.2,10659,9186,1002,471,301,13.9,0.39,87.5,0,1,0,0,0,81,-3,-395,0,0,0,0,15318,0,43969,840,11,592,25521,51,13,31,1
Peter,14,0,0,14,46,0,1.3,8754,247,13.1,119,62,23,18,18,3.36,1.75,0.51,0.65,34.1,1365,341,1024,0,39,1.8,0.39,87.5,0,0,0,0,0,16,22,362,1,0,970,970,1721,882,3794,6365,17,81,3691,0,20,34,1
DnDn,14,3,4,2,179,12,7,8925,348,23.0,32,8,5,5,3,1.25,0.31,0.19,0.19,16.6,9374,7767,42,1565,365,20.7,0.19,62.5,1,0,0,0,0,-1112,-48,-1198,-1,0,0,0,2030,0,15308,0,12,74,19955,152,6,27,0
Sylvie,11,3,6,1,118,112,4.6,7407,288,19.1,28,12,5,12,10,1.09,0.47,0.47,0.19,14.5,6771,6339,0,432,264,14.9,0.16,50.0,0,0,0,0,0,-295,0,-370,0,0,0,0,6971,0,22222,0,19,164,20742,144,13,29,0
FIESTA,15,0,3,2,203,0,7.9,7971,310,20.5,31,8,7,4,4,1.21,0.31,0.16,0.27,16.1,14755,2700,12055,0,574,32.5,0.08,25.0,0,0,0,0,0,-909,-4,-80,0,0,0,0,12540,133,27491,0,37,273,29725,88,6,19,0
Peter,10,0,7,3,39,0,1.5,5366,209,13.8,66,33,10,10,9,2.57,1.28,0.39,0.39,34.2,2630,510,2120,0,102,5.8,0.12,37.5,0,0,0,0,0,-448,20,175,1,0,0,0,1769,1089,7664,2729,18,122,15533,149,12,21,0
DnDn,14,0,1,0,227,0,9.4,9495,393,24.7,20,8,0,6,4,0.83,0.33,0.25,0,11.2,8315,5210,1329,1776,344,33.9,0,0.0,0,0,0,0,0,-1230,-12,-863,-1,0,8716,8716,4511,0,11610,0,4,78,14993,0,7,26,0
Sylvie,11,0,2,0,115,92,4.8,6549,271,17.1,46,18,8,8,6,1.9,0.74,0.33,0.33,25.8,3281,317,2688,276,136,13.4,0,0.0,0,0,0,0,0,-787,11,5,0,0,201,201,5832,0,8976,0,12,172,14611,64,9,20,0
FIESTA,14,0,4,0,243,8,10.1,9226,382,24.0,29,10,4,6,6,1.2,0.41,0.25,0.17,16.3,9070,7909,745,416,375,37.0,0,0.0,0,0,0,0,0,-584,-29,-1452,-1,0,0,0,1162,0,11225,0,3,92,13488,95,7,26,0
Peter,9,0,3,0,30,0,1.2,5204,215,13.6,52,32,4,10,9,2.15,1.32,0.41,0.17,29.2,354,150,204,0,15,1.4,0,0.0,0,0,0,0,0,-898,5,878,1,0,0,0,9,13,6392,0,4,91,5753,58,12,23,0
DnDn,14,1,2,3,202,0,7.7,8827,335,22.7,27,14,4,5,4,1.02,0.53,0.19,0.15,13.3,15056,6603,8453,0,571,30.0,0.15,66.7,1,0,0,0,0,258,1,985,1,0,3417,3417,3643,0,19968,0,24,132,21725,42,7,21,0
Sylvie,12,2,3,3,130,119,4.9,7365,279,18.9,35,9,5,9,7,1.33,0.34,0.34,0.19,17.2,5551,4939,402,210,211,11.1,0.19,83.3,0,0,0,0,0,-231,-15,-260,0,0,0,0,11149,0,15223,0,7,83,23578,94,10,25,0
FIESTA,14,3,2,1,221,0,8.4,9309,353,23.9,43,18,9,8,7,1.63,0.68,0.3,0.34,21.2,17928,1373,16555,0,680,35.7,0.15,66.7,0,0,0,0,0,-705,19,525,1,0,71,71,1510,0,6675,0,11,38,13438,84,10,25,0
Peter,9,0,4,4,33,0,1.3,5526,210,14.2,84,52,8,14,13,3.19,1.97,0.53,0.3,41.4,2242,382,1790,70,85,4.5,0.15,66.7,0,0,0,0,0,-80,1,155,0,0,0,0,2855,1441,12729,1955,13,22,11830,122,16,24,0
DnDn,18,4,1,4,284,4,8.5,14203,425,22.8,37,16,8,12,11,1.11,0.48,0.36,0.24,10.7,9876,8805,617,454,296,16.6,0.24,66.7,1,1,0,0,0,174,-10,617,0,0,262,262,7749,0,53165,715,23,4139,24753,38,14,32,1
Sylvie,15,3,3,4,158,136,4.7,11794,353,18.9,57,14,14,12,12,1.71,0.42,0.36,0.42,16.5,8740,7604,684,452,262,14.7,0.21,58.3,0,0,0,0,0,-282,-26,-744,0,0,5033,5033,17077,0,29710,0,10,106,32309,115,13,30,1
FIESTA,17,2,1,8,243,0,7.3,11843,355,19.0,47,17,9,14,14,1.41,0.51,0.42,0.27,13.6,20045,1634,18411,0,600,33.8,0.3,83.3,0,0,0,0,0,898,27,740,0,0,2770,2770,6902,0,19117,5364,27,322,16351,38,18,34,1
Peter,13,2,0,9,45,0,1.3,9266,278,14.9,147,86,20,15,15,4.4,2.58,0.45,0.6,42.5,3797,400,3181,216,114,6.4,0.33,91.7,0,0,0,0,0,291,-7,-714,-1,0,847,847,8212,3954,17992,4122,18,47,10937,0,18,33,1
DnDn,16,1,3,8,219,0,6.3,10432,298,18.9,28,15,0,12,9,0.8,0.43,0.34,0,8.9,21259,11699,8402,1158,608,24.7,0.26,81.8,0,0,0,0,0,-1267,-44,-648,0,0,810,810,5406,572,36774,0,34,201,30705,154,13,32,0
Sylvie,14,1,4,6,158,136,4.5,9532,273,17.3,53,17,11,16,15,1.52,0.49,0.46,0.31,16.8,9180,7723,704,753,263,10.7,0.2,63.6,0,0,0,0,0,818,-4,151,0,0,0,0,14069,0,25712,0,19,109,30999,96,17,34,0
FIESTA,16,4,3,5,273,8,7.8,12888,369,23.3,78,30,15,12,11,2.23,0.86,0.34,0.43,24.8,18852,1817,11590,5445,539,21.9,0.26,81.8,0,1,0,0,0,366,-8,-381,0,0,0,0,3091,0,11680,0,21,100,16205,128,15,33,0
Peter,14,1,1,9,17,0,0.5,7280,208,13.2,98,54,13,17,16,2.8,1.55,0.49,0.37,31.1,3190,603,2587,0,91,3.7,0.29,90.9,0,0,0,0,0,-464,-25,-573,0,0,0,0,2749,942,3863,5750,22,199,7564,27,19,33,0
DnDn,15,4,4,2,221,4,8.1,10438,382,24.6,26,12,3,6,6,0.95,0.44,0.22,0.11,14.0,14318,12072,2246,0,524,27.9,0.22,85.7,0,0,0,0,0,-1038,-5,-1112,-1,0,708,708,10713,0,26137,0,16,32,29680,138,8,25,0
Sylvie,12,2,3,3,134,122,4.9,8249,302,19.5,36,11,12,11,9,1.32,0.4,0.4,0.44,19.4,7113,5661,975,477,261,13.9,0.18,71.4,0,0,0,0,0,-1169,-8,-927,-1,0,1417,1417,13071,0,19431,0,9,123,27837,67,12,29,0
FIESTA,14,0,4,3,197,12,7.2,8100,297,19.1,31,18,2,13,11,1.14,0.66,0.48,0.07,16.7,9144,1249,7895,0,335,17.8,0.11,42.9,0,0,0,0,0,-466,-6,52,1,0,690,690,4135,0,14166,0,22,161,23587,117,13,29,0
Peter,11,0,0,6,16,0,0.6,5980,219,14.1,68,35,9,12,11,2.49,1.28,0.44,0.33,36.6,5559,901,4658,0,204,10.8,0.22,85.7,0,0,0,0,0,-251,-4,-108,0,0,0,0,7740,6412,2127,1521,24,131,4944,0,15,25,0
DnDn,18,1,0,8,286,0,7.7,13102,354,19.0,57,19,13,14,13,1.54,0.51,0.38,0.35,13.7,14647,12464,1772,411,396,15.9,0.24,64.3,0,0,0,0,0,-311,-14,239,0,0,0,0,3938,0,35631,708,24,578,19506,0,15,34,1
Sylvie,16,2,1,10,208,174,5.6,12909,349,18.8,81,19,20,18,17,2.19,0.51,0.49,0.54,19.5,6570,6374,0,196,177,7.1,0.32,85.7,0,1,0,0,0,239,-6,60,0,0,2686,2686,15715,1406,40982,0,19,307,24385,30,19,40,1
FIESTA,18,2,0,7,325,4,8.8,14675,396,21.3,64,13,14,10,10,1.73,0.35,0.27,0.38,15.4,26215,1419,24796,0,708,28.4,0.24,64.3,0,0,0,0,0,-191,-10,-148,0,0,2798,2798,20011,0,26294,0,39,465,26991,0,12,29,1
Peter,14,1,2,13,43,0,1.2,9055,245,13.2,164,116,19,21,20,4.43,3.13,0.57,0.51,39.4,4890,629,3803,458,132,5.3,0.38,100.0,0,0,0,0,0,514,11,-77,0,0,692,692,5816,2150,17453,4334,18,32,12329,56,23,33,1
DnDn,15,0,4,4,208,5,6.4,9620,294,18.7,49,15,8,13,10,1.5,0.46,0.4,0.24,17.7,9134,7923,1211,0,280,23.8,0.12,44.4,0,0,0,0,0,-2242,-35,-567,-1,0,0,0,8015,0,28343,0,11,34,27638,136,15,34,0
Sylvie,14,4,1,3,180,136,5.5,10163,311,19.7,64,13,21,13,11,1.96,0.4,0.4,0.64,23.1,7615,6379,867,369,233,19.9,0.21,77.8,0,1,0,0,0,658,8,449,0,0,996,996,11810,0,16929,0,10,153,22451,48,14,32,0
FIESTA,15,4,3,5,251,8,7.7,11438,350,22.2,42,12,7,10,10,1.29,0.37,0.31,0.21,15.2,10580,455,10125,0,324,27.6,0.28,100.0,1,1,0,0,0,529,-1,421,0,0,429,429,2052,0,12193,0,2,104,19548,62,12,28,0
Peter,11,1,2,6,36,0,1.1,7002,214,13.6,91,58,11,22,21,2.79,1.78,0.67,0.34,32.9,1500,373,1127,0,46,3.9,0.21,77.8,0,0,0,0,0,372,-1,613,1,0,0,0,1646,1223,4649,2816,13,124,6560,67,24,35,0
DnDn,11,1,4,2,128,0,7.1,6044,336,22.1,16,11,0,6,6,0.89,0.61,0.33,0,15.7,2689,2528,118,43,149,12.2,0.17,60.0,0,0,0,0,0,-2433,-13,-1276,-1,0,0,0,317,0,11692,0,6,719,11756,68,7,19,0
Sylvie,10,2,4,2,107,98,5.9,5910,328,21.6,20,5,4,8,4,1.11,0.28,0.44,0.22,19.6,4447,3406,796,245,247,20.1,0.22,80.0,0,1,0,0,0,-2150,11,-479,0,0,0,0,8739,0,9813,0,5,73,17273,47,7,16,0
FIESTA,11,1,6,3,139,0,7.7,6364,354,23.2,18,7,3,1,1,1,0.39,0.06,0.17,17.6,8228,1418,6517,293,457,37.3,0.22,80.0,0,0,0,0,0,-1202,-1,-974,-1,0,68,68,0,0,5388,0,24,286,10826,123,3,15,0
Peter,8,1,3,3,18,0,1,4140,230,15.1,36,13,6,5,4,2,0.72,0.28,0.33,35.3,3191,484,2483,224,177,14.5,0.22,80.0,0,0,0,0,0,-1597,5,-550,-1,0,108,108,129,0,2811,1403,8,72,6182,32,7,16,0
DnDn,14,1,3,0,220,4,8.8,9592,385,24.3,35,12,5,8,7,1.4,0.48,0.32,0.2,18.3,8893,8394,499,0,357,26.3,0.04,33.3,0,0,0,0,0,419,17,580,0,0,3516,3516,6274,0,19423,0,12,26,24677,83,10,26,0
Sylvie,12,0,3,3,146,132,5.9,7497,301,19.0,36,10,9,10,8,1.44,0.4,0.4,0.36,18.8,5073,4154,518,401,204,15.0,0.12,100.0,0,0,0,0,0,435,6,-104,0,0,0,0,8720,304,29081,0,15,248,21482,69,11,27,0
FIESTA,13,0,3,2,200,0,8,7834,314,19.9,38,17,9,8,7,1.53,0.68,0.32,0.36,19.9,6291,866,3814,1611,252,18.6,0.08,66.7,0,0,0,0,0,-159,-6,-380,0,0,387,387,1728,164,7485,0,8,43,12905,84,10,28,0
Peter,9,0,1,3,8,0,0.3,5032,202,12.8,50,28,6,9,8,2.01,1.12,0.36,0.24,26.2,3534,908,2626,0,142,10.4,0.12,100.0,0,0,0,0,0,-114,0,-699,-1,0,0,0,1052,370,3596,3380,14,129,7933,29,12,22,0
DnDn,16,3,2,3,257,8,8.6,11590,390,23.8,33,0,7,7,0,1.11,0,0.24,0.24,16.0,13112,10490,1345,1277,441,22.0,0.2,85.7,1,0,0,0,0,788,27,1770,1,0,1576,1576,2495,0,34609,218,31,2943,18166,48,10,30,0
Sylvie,13,2,6,3,126,118,4.2,8611,290,17.7,42,0,7,13,0,1.41,0,0.44,0.24,20.4,5849,5121,200,528,197,9.8,0.17,71.4,0,0,0,0,0,-516,-20,-809,-1,0,0,0,8511,0,28050,0,20,285,25498,158,14,28,0
FIESTA,16,2,4,1,291,20,9.8,12703,427,26.0,42,0,10,7,0,1.41,0,0.24,0.34,20.4,25017,3588,20644,785,842,42.1,0.1,42.9,0,0,0,0,0,301,-20,-467,0,0,1354,1354,2707,0,9284,0,3,142,17103,95,7,29,0
Peter,11,0,4,4,14,0,0.5,5870,198,12.0,66,0,8,8,0,2.22,0,0.27,0.27,32.0,5195,663,4532,0,175,8.7,0.13,57.1,0,0,0,0,0,-712,0,-1270,-1,0,0,0,8360,5520,5744,1320,21,159,12136,63,10,23,0
DnDn,18,2,3,3,336,24,8.4,15423,384,23.4,36,0,7,11,0,0.9,0,0.27,0.17,12.9,16803,9665,7138,0,419,19.6,0.12,50.0,0,0,0,0,0,-445,-17,-95,0,0,1378,1378,6572,0,29712,0,18,159,32718,59,12,33,0
Sylvie,15,1,3,5,225,157,5.6,11288,281,17.1,57,0,28,22,0,1.42,0,0.55,0.7,20.5,10212,4591,4450,1171,255,11.9,0.15,60.0,0,0,0,0,0,-924,-4,-1164,-1,0,86,86,17454,2727,57748,0,24,428,51835,81,23,40,0
FIESTA,17,3,9,4,278,4,6.9,13397,334,20.3,45,0,8,13,0,1.12,0,0.32,0.2,16.2,17853,965,16888,0,445,20.8,0.17,70.0,0,0,0,0,0,-172,7,726,1,0,0,0,3938,0,31397,0,1,117,39447,279,14,34,0
Peter,14,1,5,6,28,0,0.7,8437,210,12.8,96,0,18,23,0,2.39,0,0.57,0.45,34.5,6917,488,5703,726,172,8.1,0.17,70.0,0,0,0,0,0,107,-4,318,0,0,243,243,895,128,14695,6890,11,142,18680,164,25,40,0
DnDn,18,5,2,9,521,56,10.1,26424,510,27.3,107,0,14,11,0,2.07,0,0.21,0.27,21.1,40541,19638,10470,10433,783,28.5,0.27,70.0,1,1,0,0,0,1166,5,775,0,0,2583,2583,16580,0,33659,0,20,587,36417,109,17,38,1
Sylvie,18,1,2,14,239,158,4.6,14623,282,15.1,106,0,44,21,0,2.05,0,0.41,0.85,20.9,15428,6431,6499,2498,298,10.8,0.29,75.0,0,0,0,0,0,-14,-1,464,0,1,1205,1205,14840,841,80742,0,30,405,53996,105,23,43,1
FIESTA,18,5,2,11,345,12,6.7,19191,371,19.8,90,0,27,18,0,1.74,0,0.35,0.52,17.8,29512,1012,25664,2836,570,20.7,0.31,80.0,0,0,0,0,0,-500,-21,-679,-1,0,4034,4034,6819,0,31843,8575,42,764,29075,119,22,41,1
Peter,17,0,1,18,31,0,0.6,11406,220,11.8,155,0,25,31,0,2.99,0,0.6,0.48,30.6,6966,306,5291,1369,135,4.9,0.35,90.0,0,0,0,0,0,-1250,-2,-375,-1,0,1025,1025,2484,542,8853,11543,10,140,12704,51,34,50,1
DnDn,17,0,4,5,307,4,8.6,12071,338,20.4,28,0,4,10,0,0.78,0,0.28,0.11,11.0,11874,10578,941,355,332,15.4,0.14,45.5,0,0,0,0,0,-442,7,-208,-1,0,0,0,1829,0,42334,312,33,4852,20610,115,13,34,0
Sylvie,14,0,4,8,153,131,4.3,9704,271,16.4,56,0,15,12,0,1.57,0,0.34,0.42,22.0,11504,9719,1110,675,322,15.0,0.22,72.7,0,0,0,0,0,-466,-25,-1445,-1,0,474,474,13501,0,27260,0,12,136,31787,114,13,29,0
FIESTA,17,6,4,2,290,8,8.1,14645,410,24.7,39,0,7,11,0,1.09,0,0.31,0.2,15.3,22052,1899,19953,200,617,28.7,0.22,72.7,1,1,0,0,0,704,1,247,1,0,874,874,1415,0,22606,0,3,126,25466,134,13,32,0
Peter,13,1,5,8,31,0,0.9,7299,204,12.3,88,0,7,23,0,2.46,0,0.64,0.2,34.5,2895,612,2283,0,81,3.8,0.25,81.8,0,0,0,0,0,-510,7,-584,0,0,0,0,2407,778,9457,3508,18,110,14290,117,25,39,0
DnDn,16,0,4,3,240,4,8.1,9624,325,20.1,24,0,4,8,0,0.81,0,0.27,0.14,12.6,6204,2407,3567,230,209,12.7,0.1,42.9,0,0,0,0,0,-1887,-26,-961,0,1,0,0,3766,1959,29296,0,17,582,24170,112,9,31,0
Sylvie,13,0,5,5,125,99,4.2,7889,266,16.4,37,0,9,8,0,1.25,0,0.27,0.3,19.4,4177,3218,525,434,141,8.6,0.17,71.4,0,0,0,0,0,-1426,-7,-734,-1,0,285,285,8880,0,18585,0,5,164,27116,116,9,26,0
FIESTA,15,0,6,1,215,0,7.3,9240,312,19.3,30,0,5,4,0,1.01,0,0.14,0.17,15.7,14020,1399,12496,125,473,28.8,0.03,14.3,0,0,0,0,0,-1163,-8,-1520,-1,0,0,0,1002,0,14548,0,2,81,22113,132,7,25,0
Peter,12,0,0,7,26,0,0.9,6629,224,13.8,61,0,4,13,0,2.06,0,0.44,0.14,31.9,3073,946,2127,0,104,6.3,0.24,100.0,0,0,0,0,0,-215,14,298,0,0,0,0,2090,1223,4559,4559,12,142,8050,0,15,28,0
DnDn,14,0,4,1,193,4,7.5,7886,305,20.6,23,0,3,6,0,0.89,0,0.23,0.12,13.4,9333,8277,778,278,362,20.2,0.04,33.3,0,0,0,0,0,-766,-19,-94,0,0,0,0,1056,0,27825,246,20,2547,18507,105,9,27,0
Sylvie,12,1,4,1,141,126,5.5,7817,303,20.5,38,0,10,11,0,1.47,0,0.43,0.39,22.1,8219,6859,453,907,318,17.8,0.08,66.7,0,0,0,0,0,-275,-28,-886,0,0,0,0,9401,235,32059,0,22,303,23392,98,12,27,0
FIESTA,14,0,4,3,186,0,7.2,8200,318,21.5,27,0,3,4,0,1.05,0,0.15,0.12,15.7,14926,542,14384,0,578,32.3,0.12,100.0,0,0,0,0,0,-1500,-28,-571,-1,0,3983,3983,1145,0,7175,0,9,149,13654,69,6,21,0
Peter,11,1,1,2,37,0,1.4,5865,227,15.3,55,0,7,12,0,2.13,0,0.46,0.27,32.0,3643,787,2161,695,141,7.9,0.12,100.0,0,0,0,0,0,160,13,-84,0,0,0,0,952,291,17051,0,24,193,10149,35,14,26,0
DnDn,16,0,3,6,227,4,7.8,9445,325,21.0,26,0,5,10,0,0.9,0,0.34,0.17,13.5,13882,1066,12505,311,478,24.6,0.21,85.7,0,0,0,0,0,-268,-16,-153,0,0,0,0,15068,0,32734,0,31,396,29845,87,13,28,0
Sylvie,14,4,4,2,151,135,5.2,9329,321,20.7,45,0,11,9,0,1.55,0,0.31,0.38,23.4,4823,4348,110,365,166,8.6,0.21,85.7,0,1,0,0,0,333,-8,-156,0,0,218,218,9697,1073,33866,0,13,225,23418,110,10,30,0
FIESTA,15,0,3,5,225,0,7.7,9141,315,20.3,20,0,1,1,0,0.69,0,0.03,0.03,10.4,15387,419,14968,0,530,27.3,0.17,71.4,0,0,0,0,0,-758,1,-248,-1,0,0,0,542,0,7709,0,10,214,13571,82,3,18,0
Peter,11,0,4,3,33,0,1.1,5729,197,12.7,78,0,8,12,0,2.69,0,0.41,0.28,40.6,2086,337,1311,438,72,3.7,0.1,42.9,0,0,0,0,0,-414,18,330,1,0,0,0,558,338,17611,0,21,116,12066,74,14,26,0
DnDn,17,0,3,4,252,4,7.2,11238,323,19.9,30,0,5,14,0,0.86,0,0.4,0.14,9.1,10756,7005,3454,297,309,15.9,0.11,66.7,0,0,0,0,0,-2778,-47,-2073,-2,0,0,0,6410,233,50191,0,28,1326,26655,71,15,35,0
Sylvie,14,4,3,0,156,130,4.5,10527,302,18.6,52,0,16,14,0,1.49,0,0.4,0.46,15.7,10279,8839,805,635,295,15.2,0.11,66.7,0,0,0,0,0,-763,-34,-1177,-1,0,0,0,12651,0,32364,0,12,177,26968,112,15,35,0
FIESTA,17,0,3,5,293,16,8.4,12694,365,22.4,42,0,8,10,0,1.21,0,0.29,0.23,12.7,27618,1429,25208,981,793,40.8,0.14,83.3,0,0,0,0,0,318,4,-63,0,0,0,0,1794,0,17715,0,21,331,15678,89,12,28,0
Peter,12,0,2,4,52,4,1.5,7888,227,13.9,161,0,21,25,0,4.62,0,0.72,0.6,48.6,3986,264,3041,681,114,5.9,0.11,66.7,0,0,0,0,0,-329,17,266,1,0,0,0,5747,2932,13523,2814,17,40,12770,79,27,39,0
DnDn,18,4,4,4,345,22,8.9,15523,402,24.1,37,0,4,14,0,0.96,0,0.36,0.1,10.9,21768,17874,3432,462,563,28.0,0.21,72.7,0,0,0,0,0,-650,5,548,1,0,3336,3336,7489,0,30681,0,28,693,31692,116,15,35,0
Sylvie,15,0,2,4,183,146,4.7,10127,262,15.7,61,0,15,13,0,1.58,0,0.34,0.39,18.0,6906,2735,3725,446,179,8.9,0.1,36.4,0,0,0,0,0,-806,1,-191,0,0,267,267,23357,5120,43654,0,16,341,41155,41,14,30,0
FIESTA,17,3,2,3,309,30,8,15072,390,23.4,84,0,18,15,0,2.17,0,0.39,0.47,24.9,22431,20283,978,1170,580,28.9,0.16,54.5,0,0,0,0,0,310,-3,-234,-1,0,4163,4163,1847,0,15606,0,4,127,20841,54,16,40,0
Peter,13,1,3,7,36,0,0.9,8342,216,13.0,120,0,17,19,0,3.1,0,0.49,0.44,35.5,4153,994,2644,515,107,5.3,0.21,72.7,0,0,0,0,0,-192,7,755,1,0,202,202,1327,215,18519,0,30,175,18815,75,21,37,0
DnDn,13,0,3,1,179,0,7.5,7081,298,20.1,21,7,4,4,2,0.88,0.29,0.17,0.17,15.0,9018,5543,3386,89,379,20.6,0.04,33.3,0,0,0,0,0,-628,-5,519,0,0,350,350,1643,0,35361,0,23,331,24329,119,5,21,0
Sylvie,11,0,3,2,128,117,5.4,6926,291,19.7,21,7,4,7,5,0.88,0.29,0.29,0.17,15.0,11404,369,9470,1565,479,26.1,0.08,66.7,0,0,0,0,0,12,-5,-374,0,0,49,49,4154,0,15862,0,31,507,25292,64,8,20,0
FIESTA,12,0,3,2,175,0,7.4,7694,323,21.8,31,9,6,7,6,1.3,0.38,0.29,0.25,22.1,8388,0,8194,194,352,19.2,0.08,66.7,0,0,0,0,0,-306,-7,-1101,-1,0,0,0,2014,0,12371,0,25,290,20558,67,8,23,0
Peter,9,1,3,2,29,0,1.2,5270,221,15.0,48,29,7,9,8,2.02,1.22,0.38,0.29,34.3,2814,345,1864,605,118,6.4,0.13,100.0,0,0,0,0,0,143,-6,-770,-1,0,0,0,226,241,11540,0,29,122,9071,82,11,23,0
DnDn,16,1,3,1,241,0,8,10316,343,20.8,20,13,2,6,5,0.67,0.43,0.2,0.07,10.2,11010,5427,5583,0,367,23.7,0.07,40.0,0,0,0,0,0,-1469,-23,-614,-1,0,0,0,1811,0,13455,0,14,96,19045,59,7,25,0
Sylvie,14,1,2,2,182,159,6.1,9409,313,19.0,50,9,15,10,8,1.66,0.3,0.33,0.5,25.4,4328,3230,645,453,144,9.3,0.1,60.0,0,0,0,0,0,-236,10,309,0,0,0,0,2998,1816,42057,0,12,308,24219,27,12,28,0
FIESTA,17,2,2,1,273,4,9.1,11192,373,22.6,35,8,10,7,6,1.17,0.27,0.23,0.33,17.8,11121,786,10335,0,370,24.0,0.1,60.0,1,0,0,0,0,411,14,705,0,0,2304,2304,8476,0,21210,0,18,186,28621,94,8,25,0
Peter,12,0,2,3,10,0,0.3,6145,205,12.4,54,36,5,11,11,1.8,1.2,0.37,0.17,27.4,3965,243,3722,0,132,8.5,0.1,60.0,0,0,0,0,0,-416,-3,-429,0,0,110,110,8538,6336,4013,2009,14,161,8434,28,13,27,0
DnDn,17,1,7,2,260,11,7.4,12354,352,19.8,49,19,9,11,9,1.4,0.54,0.31,0.26,14.5,23429,20121,3133,175,668,30.2,0.09,33.3,0,0,0,0,0,-361,3,-940,-1,0,1798,1798,1010,0,18523,0,9,135,19843,219,14,34,0
