,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
DuDu,18,5,2,7,291,4,7.4,15754,403,20.5,46,13,6,8,8,1.18,0.33,0.2,0.15,12.5,19935,2686,17249,0,510,21.5,0.31,66.7,0,0,0,0,0,542,-1,591,0,0,4440,4440,20284,0,91854,0,48,1178,37461,37,12,30,1
YoungJae,17,4,1,10,239,194,6.1,14323,366,18.6,83,16,20,14,14,2.12,0.41,0.36,0.51,22.6,14456,6486,7273,697,370,15.6,0.36,77.8,0,0,0,0,0,542,8,499,0,0,190,190,22674,1130,70265,0,31,422,58533,36,17,33,1
Taeyoon,18,6,2,6,416,44,10.6,19283,493,25.1,67,16,21,5,5,1.71,0.41,0.13,0.54,18.2,34205,23871,8868,1466,875,36.9,0.31,66.7,0,0,0,0,0,849,14,346,0,0,8936,8936,4499,0,33481,0,16,263,14268,74,9,30,1
Moham,15,0,1,16,26,0,0.7,10420,266,13.6,133,73,22,19,19,3.4,1.87,0.49,0.56,36.1,6426,1110,5316,0,164,6.9,0.41,88.9,0,0,0,0,0,442,-4,12,0,0,2333,2333,3218,1124,8329,10781,27,295,10170,21,21,36,1
DuDu,16,1,4,4,250,0,8.1,10664,345,21.3,35,11,9,6,5,1.13,0.36,0.19,0.29,12.9,9656,8964,692,0,312,17.8,0.16,71.4,0,0,0,0,0,-304,2,-224,0,0,1527,1527,8132,0,21382,0,23,50,29334,126,7,28,0
YoungJae,14,2,4,3,177,159,5.7,10128,328,20.2,38,15,7,12,10,1.23,0.49,0.39,0.23,14.0,5545,4561,494,490,179,10.2,0.16,71.4,0,1,0,0,0,-272,-5,-894,-1,0,0,0,12965,0,23341,0,6,157,29902,112,14,34,0
Taeyoon,15,3,3,3,276,4,8.9,11703,379,23.4,39,16,12,7,6,1.26,0.52,0.23,0.39,14.3,15223,14017,491,715,493,28.1,0.19,85.7,0,0,0,0,0,-1555,-30,-734,-1,0,360,360,4625,698,6597,0,0,0,13219,48,11,29,0
Moham,12,0,1,7,34,0,1.1,6961,225,13.9,128,68,19,12,10,4.14,2.2,0.39,0.61,47.1,13401,11030,2371,0,434,24.8,0.23,100.0,0,0,0,0,0,-561,1,-296,0,0,234,234,1387,0,4764,0,58,500,11202,35,14,24,0
DuDu,16,1,2,9,195,12,7.4,9928,377,19.1,28,13,2,5,5,1.06,0.49,0.19,0.08,13.9,16560,1019,15073,468,628,26.8,0.38,66.7,0,0,0,0,0,-258,-1,-985,-1,0,1344,1344,16109,0,20816,0,44,397,26425,62,7,19,1
YoungJae,13,3,2,5,163,136,6.2,9759,370,18.8,51,19,14,9,9,1.93,0.72,0.34,0.53,25.4,6518,4768,1206,544,247,10.6,0.3,53.3,0,1,0,0,0,231,15,260,0,0,1471,1471,15798,0,25029,926,10,464,25763,76,10,23,1
Taeyoon,14,7,0,5,260,16,9.9,13584,515,26.1,33,12,7,4,4,1.25,0.46,0.15,0.27,16.4,11898,10474,1216,208,451,19.3,0.46,80.0,0,1,1,0,0,1201,19,110,0,0,9397,9397,1173,0,14188,0,9,127,1886,0,5,17,1
Moham,11,0,2,11,38,0,1.4,6604,250,12.7,74,40,16,14,14,2.81,1.52,0.53,0.61,36.8,4123,491,3052,580,156,6.7,0.42,73.3,0,0,0,0,0,80,-1,-155,0,0,150,150,2074,135,7250,1273,19,60,10924,56,16,25,1
DuDu,17,0,3,1,345,43,10.3,13542,406,23.9,36,9,11,3,3,1.08,0.27,0.09,0.33,12.1,17297,15242,2055,0,518,25.6,0.03,20.0,0,0,0,0,0,-174,10,-617,0,0,8171,8171,6526,0,15972,0,8,188,18795,83,4,30,0
YoungJae,14,1,2,3,188,148,5.6,10508,315,18.5,62,13,16,13,10,1.86,0.39,0.39,0.48,20.9,14422,183,11667,2572,432,21.3,0.12,80.0,0,0,0,0,0,282,26,744,0,0,0,0,16880,0,22049,0,32,507,29575,44,14,32,0
Taeyoon,15,1,4,3,347,24,10.4,13228,396,23.3,53,14,25,6,5,1.59,0.42,0.18,0.75,17.8,15134,10452,4364,318,453,22.4,0.12,80.0,0,0,0,0,0,-325,0,-1164,-1,0,386,386,2961,0,21529,0,3,209,14028,73,11,29,0
Moham,12,0,0,4,53,0,1.6,7329,220,12.9,112,60,23,19,17,3.35,1.8,0.57,0.69,37.7,3189,623,2566,0,96,4.7,0.12,80.0,0,0,0,0,0,-291,7,714,1,0,270,270,1707,487,3348,3186,23,208,4865,0,21,33,0
DuDu,18,1,2,7,320,0,9.2,14774,423,22.7,44,9,10,4,4,1.26,0.26,0.11,0.29,12.8,14964,12192,2772,0,428,19.5,0.23,61.5,1,0,0,0,0,1267,44,648,0,0,4674,4674,12868,0,31120,0,18,57,35526,83,5,23,1
YoungJae,16,1,2,10,203,177,5.8,11374,325,17.4,78,26,21,15,13,2.23,0.74,0.43,0.6,22.6,6758,5278,1218,262,193,8.8,0.31,84.6,0,0,0,0,0,-818,4,-151,0,0,448,448,17660,0,35517,843,10,564,27833,16,17,39,1
Taeyoon,18,6,2,6,393,40,11.2,16905,484,25.9,61,17,13,8,7,1.75,0.49,0.23,0.37,17.7,31058,29188,940,930,889,40.4,0.34,92.3,0,0,0,0,0,-123,10,359,1,0,8047,8047,4436,0,9048,0,28,83,14818,82,11,28,1
Moham,13,1,2,10,51,0,1.5,8860,254,13.6,131,65,27,21,18,3.75,1.86,0.6,0.77,38.0,4829,172,3795,862,138,6.3,0.31,84.6,0,0,0,0,0,464,25,573,0,0,991,991,6807,3123,15128,2586,23,57,12657,62,23,37,1
DuDu,18,3,0,4,289,4,9.7,14047,472,23.3,34,10,6,4,3,1.14,0.34,0.13,0.2,10.7,17367,1334,15425,608,584,39.6,0.24,58.3,0,0,0,0,0,950,0,1050,1,0,3242,3242,14392,0,18241,0,34,416,20628,0,6,24,1
YoungJae,15,4,0,3,205,186,6.9,11689,393,19.4,64,15,15,12,12,2.15,0.5,0.4,0.5,20.1,4902,3915,647,340,165,11.2,0.24,58.3,0,1,0,0,0,456,-12,-96,0,0,4145,4145,15230,0,24144,0,5,217,27098,0,13,31,1
Taeyoon,16,2,1,7,356,28,12,13758,463,22.8,61,13,30,9,7,2.05,0.44,0.3,1.01,19.2,9992,5997,3689,306,336,22.8,0.3,75.0,0,0,0,0,0,342,3,69,0,0,6036,6036,4799,0,19574,0,3,121,14783,0,13,33,1
Moham,13,0,1,11,38,0,1.3,7515,253,12.5,101,48,13,16,14,3.4,1.61,0.54,0.44,31.8,1244,327,917,0,42,2.8,0.37,91.7,0,0,0,0,0,89,18,131,0,0,54,54,2111,1131,8531,6370,5,101,9131,0,20,35,1
