,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Rascal,16,0,6,2,267,9,8.4,11293,357,21.6,43,10,7,6,5,1.36,0.32,0.19,0.22,16.7,10935,8906,2029,0,346,23.2,0.06,40.0,0,0,0,0,0,-1777,-12,-201,0,0,5398,5398,3043,0,20862,0,25,442,24818,195,7,25,0
Juhan,14,0,3,3,171,125,5.4,9074,287,17.4,39,14,6,12,12,1.23,0.44,0.38,0.19,15.2,5466,4793,546,127,173,11.6,0.09,60.0,0,0,0,0,0,-1397,-27,-1046,-1,0,0,0,10507,0,27866,0,8,121,23532,59,14,30,0
FATE,16,1,1,3,284,4,9,11414,361,21.9,24,6,6,3,3,0.76,0.19,0.09,0.19,9.3,11726,644,6223,4859,371,24.9,0.13,80.0,0,0,0,0,0,-426,0,-135,0,0,1087,1087,2597,0,7728,0,11,50,11036,0,6,19,0
deokdam,15,4,3,0,304,16,9.6,13410,424,25.7,41,11,13,4,4,1.3,0.35,0.13,0.41,16.0,16210,12088,3800,322,512,34.4,0.13,80.0,0,1,0,0,0,-480,0,-729,-1,0,2337,2337,2088,0,16746,0,8,176,13622,59,8,26,0
BeryL,11,0,4,5,51,0,1.6,7002,221,13.4,110,60,20,20,17,3.48,1.9,0.63,0.63,42.8,2823,561,1672,590,89,6.0,0.16,100.0,0,0,0,0,0,-883,19,179,0,0,0,0,3902,1717,15129,1699,14,46,12573,101,22,37,0
Rascal,18,2,1,9,344,16,10.8,16382,513,24.9,45,10,10,5,5,1.41,0.31,0.16,0.31,14.4,11329,9180,2149,0,355,20.1,0.34,73.3,1,0,0,0,0,1128,3,1140,1,0,11099,11099,16921,0,31980,0,16,51,30006,12,8,29,1
Juhan,15,5,1,6,183,150,5.7,12349,387,18.8,75,22,16,12,12,2.35,0.69,0.38,0.5,24.0,11660,8471,2815,374,365,20.7,0.34,73.3,0,1,0,0,0,356,-13,-178,0,1,568,568,18353,0,35859,320,15,456,26894,27,14,28,1
FATE,18,2,0,3,314,8,9.8,13249,415,20.2,62,26,14,10,10,1.94,0.81,0.31,0.44,19.8,13436,1298,12138,0,421,23.9,0.16,33.3,0,0,0,0,0,468,7,175,0,0,3236,3236,3235,0,6705,0,9,35,11282,0,13,30,1
deokdam,18,5,0,5,353,37,11,15787,494,24.0,37,14,7,5,5,1.16,0.44,0.16,0.22,11.8,16450,9253,6029,1168,515,29.2,0.31,66.7,0,0,0,0,0,-285,-19,-240,0,0,4786,4786,5342,0,10627,0,2,69,11409,0,8,27,1
BeryL,12,1,3,6,41,0,1.3,7912,248,12.0,94,47,18,14,13,2.94,1.47,0.44,0.56,30.0,3428,334,2488,606,107,6.1,0.22,46.7,0,0,0,0,0,51,20,-197,0,0,110,110,3984,1157,18925,2200,15,41,13853,102,17,33,1
Rascal,18,0,5,0,340,12,8.4,14352,355,21.8,40,10,14,5,5,0.99,0.25,0.12,0.35,13.9,17669,8382,2011,7276,437,26.6,0,0.0,0,0,0,0,0,-1088,-19,-1128,-1,0,2049,2049,15884,0,56710,0,4,121,42864,202,6,24,0
Juhan,15,3,3,2,169,142,4.2,12026,297,18.3,52,26,8,12,12,1.29,0.64,0.3,0.2,18.1,10698,8555,1805,338,264,16.1,0.12,100.0,0,0,0,0,0,1347,4,-96,0,0,1426,1426,17655,0,41566,658,16,547,33561,74,13,29,0
FATE,18,2,2,0,355,4,8.8,14400,356,21.9,45,16,10,11,11,1.11,0.4,0.27,0.25,15.6,16282,419,15560,303,403,24.5,0.05,40.0,0,0,0,0,0,295,-9,-446,0,0,1069,1069,4426,0,15861,0,23,88,18040,118,14,31,0
deokdam,18,0,2,3,405,21,10,16651,412,25.3,35,18,9,5,5,0.87,0.44,0.12,0.22,12.2,17899,15436,1833,630,442,26.9,0.07,60.0,0,0,0,0,0,-37,-27,-123,0,0,5101,5101,6702,741,13663,0,13,125,20049,109,9,28,0
BeryL,13,0,6,4,41,0,1,8288,205,12.6,116,67,21,23,22,2.87,1.66,0.57,0.52,40.3,3908,1085,2133,690,97,5.9,0.1,80.0,0,0,0,0,0,127,13,226,1,0,0,0,1767,0,28748,0,29,107,22160,222,27,42,0
Rascal,16,2,4,2,246,0,7.7,11372,355,22.3,36,10,9,6,4,1.12,0.31,0.19,0.28,14.8,14562,763,12751,1048,454,23.5,0.12,50.0,1,0,0,0,0,822,18,1021,1,0,638,638,1222,0,14747,0,1,85,23759,172,7,24,0
Croco,14,2,4,3,182,168,5.7,10530,328,20.7,46,22,6,11,10,1.43,0.69,0.34,0.19,18.9,7558,6912,179,467,236,12.2,0.16,62.5,0,0,0,0,0,-357,-2,-109,0,0,0,0,10915,0,31785,356,13,559,23560,161,13,32,0
FATE,17,1,3,2,271,1,8.5,10752,335,21.1,27,8,4,6,6,0.84,0.25,0.19,0.12,11.1,19247,979,18268,0,600,31.1,0.09,37.5,0,0,0,0,0,-1081,-11,-648,-1,0,0,0,12400,0,20304,0,43,564,23196,76,8,23,0
BeryL,13,1,5,3,44,2,1.4,7053,220,13.9,105,50,18,19,17,3.27,1.56,0.59,0.56,43.2,8590,556,7540,494,268,13.9,0.12,50.0,0,0,0,0,0,210,-13,595,1,0,0,0,766,0,7923,896,37,281,11419,150,21,33,0
Rascal,13,2,5,2,183,0,6.8,9433,350,22.3,30,10,8,5,4,1.11,0.37,0.19,0.3,15.2,12734,12478,76,180,473,29.3,0.15,80.0,0,0,0,0,0,-196,-2,-5,0,0,1182,1182,2243,0,18291,0,4,671,19360,139,5,23,0
Juhan,12,0,6,3,130,120,4.8,7880,293,18.7,45,9,7,11,8,1.67,0.33,0.41,0.26,22.7,4853,4529,0,324,180,11.2,0.11,60.0,0,0,0,0,0,387,8,524,1,0,1300,1300,7426,0,22354,0,15,185,21189,131,12,27,0
FATE,14,0,2,2,200,0,7.4,8415,312,19.9,31,8,7,6,6,1.15,0.3,0.22,0.26,15.7,11753,722,11031,0,436,27.0,0.07,40.0,0,0,0,0,0,-386,-6,472,1,0,1450,1450,1940,0,12948,0,1,81,17885,75,7,19,0
BeryL,11,1,0,4,50,0,1.9,6829,254,16.2,73,32,12,12,10,2.71,1.19,0.45,0.45,36.9,4778,725,2700,1353,177,11.0,0.19,100.0,0,0,0,0,0,357,4,451,0,0,1337,1337,4814,1640,19014,2704,17,72,12720,0,14,28,0
Rascal,18,2,0,7,309,14,9.6,14443,451,23.2,47,13,6,7,7,1.47,0.41,0.22,0.19,13.6,17586,2918,14668,0,549,31.3,0.28,69.2,1,0,0,0,0,-7,-15,138,0,0,4676,4676,11380,0,27231,0,22,499,24702,0,9,26,1
Juhan,14,0,1,2,165,140,5.1,10361,323,16.6,74,16,20,17,14,2.31,0.5,0.53,0.62,21.4,4333,3762,469,102,135,7.7,0.06,15.4,0,0,0,0,0,7,-16,-100,0,0,3977,3977,11053,0,20499,0,5,133,21353,48,18,37,1
FATE,18,1,1,5,312,19,9.7,13336,416,21.4,46,17,6,9,8,1.44,0.53,0.28,0.19,13.3,12258,11,12247,0,382,21.8,0.19,46.2,0,0,0,0,0,171,-1,30,0,0,4528,4528,1187,0,9980,0,6,230,10460,0,11,30,1
BeryL,15,0,0,11,52,0,1.6,8602,268,13.8,120,50,25,17,14,3.74,1.56,0.53,0.78,34.7,5614,876,4102,636,175,10.0,0.34,84.6,0,0,0,0,0,279,23,359,1,0,908,908,6686,2985,24108,3384,16,29,10496,0,19,32,1
Rascal,14,2,3,6,168,0,5.5,9148,297,19.1,46,12,13,8,7,1.5,0.39,0.26,0.42,17.6,11720,6240,4795,685,381,16.9,0.26,80.0,0,1,0,0,0,-2619,-62,-1172,-1,0,396,396,2382,0,32515,0,26,141,25629,71,9,25,0
Croco,13,4,3,6,134,111,4.4,10403,338,21.7,34,12,6,16,10,1.11,0.39,0.52,0.2,13.0,12759,11268,963,528,415,18.4,0.33,100.0,0,1,0,0,0,304,-2,107,1,0,0,0,15873,230,21866,0,13,235,28910,45,13,29,0
FATE,16,0,2,3,249,0,8.1,10694,348,22.3,34,8,8,4,2,1.11,0.26,0.13,0.26,13.0,20779,1280,18584,915,675,30.0,0.1,30.0,0,0,0,0,0,-552,-18,-896,-1,0,0,0,2621,0,6940,0,38,560,11995,63,6,31,0
deokdam,13,3,1,1,243,4,7.9,11170,363,23.3,53,15,16,7,7,1.72,0.49,0.23,0.52,20.2,17507,11972,5526,9,569,25.3,0.13,40.0,0,0,0,0,0,669,-15,-383,-1,0,1528,1528,5147,0,18634,0,6,84,19633,0,8,26,0
BeryL,11,1,1,7,13,0,0.4,6590,214,13.7,95,57,10,18,17,3.09,1.85,0.59,0.33,36.3,6533,1301,5232,0,212,9.4,0.26,80.0,0,0,0,0,0,-655,-3,358,0,0,89,89,2498,788,8391,5768,30,258,12239,36,20,37,0
Rascal,14,1,3,0,214,12,8.8,8511,348,23.8,21,9,2,4,4,0.86,0.37,0.16,0.08,11.4,4573,4215,322,36,187,17.8,0.04,100.0,0,0,0,0,0,516,8,98,0,0,0,0,5283,0,15741,0,11,46,20203,79,5,21,0
Croco,11,0,3,1,117,96,4.8,6121,251,17.1,46,11,11,10,9,1.88,0.45,0.41,0.45,24.9,4751,2937,1610,204,194,18.5,0.04,100.0,0,0,0,0,0,-756,4,-103,0,0,0,0,8408,108,16932,0,16,207,24273,74,11,27,0
FATE,14,0,2,1,204,4,8.3,7928,324,22.2,25,5,8,4,3,1.02,0.2,0.16,0.33,13.5,4940,1018,3663,259,202,19.2,0.04,100.0,0,0,0,0,0,-1237,-26,-1017,-1,0,391,391,2068,0,11217,0,11,323,18820,35,5,19,0
deokdam,12,0,1,0,223,8,9.1,8251,338,23.1,35,10,10,3,3,1.43,0.41,0.12,0.41,18.9,8297,5826,2471,0,340,32.3,0,0.0,0,0,0,0,0,-984,-16,-26,0,0,238,238,3110,0,10501,0,2,85,12818,0,4,18,0
BeryL,10,0,5,0,20,0,0.8,4895,200,13.7,58,28,11,10,10,2.37,1.15,0.41,0.45,31.4,3107,757,2350,0,127,12.1,0,0.0,0,0,0,0,0,-394,4,78,0,0,0,0,1159,488,7316,1706,13,175,11805,124,12,22,0
Rascal,15,2,1,9,208,0,7.6,11018,404,21.8,23,9,4,4,4,0.84,0.33,0.15,0.15,9.1,22462,6460,16002,0,823,29.2,0.4,78.6,0,1,0,0,0,1038,5,1112,1,0,4611,4611,5654,1239,37323,0,39,396,25301,35,5,23,1
Juhan,14,4,3,6,158,149,5.8,9616,352,19.0,47,18,6,8,8,1.72,0.66,0.29,0.22,18.6,9162,6271,2814,77,336,11.9,0.37,71.4,0,1,0,0,0,1169,8,927,1,0,54,54,17079,0,33242,744,12,415,31158,66,9,26,1
FATE,15,3,1,4,217,4,7.9,10271,376,20.3,61,22,15,5,5,2.23,0.81,0.18,0.55,24.1,21669,2350,19319,0,794,28.2,0.26,50.0,0,0,0,0,0,466,6,-52,-1,0,2294,2294,1983,0,10276,0,12,35,14730,43,5,19,1
deokdam,15,5,0,7,251,16,9.2,12737,467,25.2,40,12,12,3,3,1.47,0.44,0.11,0.44,15.8,17992,11522,6106,364,659,23.4,0.44,85.7,0,0,0,0,0,1300,17,1129,1,0,8918,8918,1490,0,13249,0,7,88,5194,0,4,21,1
BeryL,12,0,2,10,25,0,0.9,6924,254,13.7,82,42,15,13,13,3,1.54,0.48,0.55,32.4,5532,1041,4491,0,203,7.2,0.37,71.4,0,0,0,0,0,251,4,108,0,0,200,200,1397,698,6431,3919,29,210,8610,34,15,28,1
Rascal,18,0,4,4,326,36,8.8,12954,350,21.9,42,16,12,8,5,1.13,0.43,0.22,0.32,11.7,17445,13442,4003,0,471,27.2,0.11,100.0,0,0,0,0,0,311,14,-239,0,1,1138,1138,13040,0,33283,0,21,237,34181,170,8,24,0
Juhan,14,0,4,2,176,134,4.8,9751,263,16.5,93,16,32,16,14,2.51,0.43,0.43,0.86,25.9,8562,4605,3736,221,231,13.3,0.05,50.0,0,0,0,0,0,-239,6,-60,0,0,0,0,12847,1253,38733,0,19,354,38066,177,17,33,0
FATE,18,2,1,1,335,10,9,13118,354,22.2,47,12,11,10,10,1.27,0.32,0.27,0.3,13.1,18019,941,17078,0,487,28.1,0.08,75.0,0,0,0,0,0,191,10,148,0,0,1842,1842,7119,0,18517,0,3,119,24557,0,12,30,0
deokdam,17,2,2,1,401,23,10.8,15751,425,26.6,63,16,25,7,6,1.7,0.43,0.19,0.68,17.5,14372,11222,2938,212,388,22.4,0.08,75.0,0,1,0,0,0,-397,0,-42,0,0,1795,1795,3232,0,27402,0,6,121,11898,42,8,24,0
BeryL,13,0,3,3,32,4,0.9,7616,206,12.9,114,72,21,27,25,3.08,1.94,0.73,0.57,31.8,5746,1219,3913,614,155,9.0,0.08,75.0,0,0,0,0,0,-514,-11,77,0,0,182,182,3600,684,10481,3260,25,245,13593,79,29,45,0
Rascal,18,7,2,1,313,47,9.6,15944,488,25.8,35,13,4,4,3,1.07,0.4,0.12,0.12,10.6,21795,13338,8457,0,667,39.1,0.24,72.7,2,2,0,0,0,2242,35,567,1,0,12317,12317,4424,0,18783,0,16,182,22057,53,5,23,1
Juhan,14,1,2,8,155,127,4.7,10264,314,16.6,89,18,23,14,14,2.72,0.55,0.43,0.7,27.0,8292,4228,3434,630,254,14.9,0.28,81.8,0,0,0,0,0,-658,-8,-449,0,1,763,763,10552,473,28510,0,18,293,26512,43,15,32,1
FATE,16,1,2,5,252,16,7.7,12382,379,20.1,39,19,4,9,8,1.19,0.58,0.28,0.12,11.8,12549,1257,10669,623,384,22.5,0.18,54.5,0,0,0,0,0,-529,1,-421,0,0,1509,1509,381,0,4764,0,25,613,8838,56,11,29,1
deokdam,17,2,1,3,356,36,10.9,15173,464,24.6,45,14,8,6,5,1.38,0.43,0.18,0.24,13.6,10924,9157,926,841,334,19.6,0.15,45.5,0,1,0,0,0,-535,-12,-226,-1,0,11342,11342,2615,495,15190,0,1,68,5694,30,7,23,1
BeryL,12,0,2,7,52,0,1.6,7958,244,12.9,122,57,27,22,19,3.73,1.74,0.67,0.83,37.0,2139,281,1507,351,65,3.8,0.21,63.6,0,0,0,0,0,-372,1,-613,-1,0,286,286,223,79,9031,0,11,50,8128,35,24,38,1
Rascal,13,2,4,2,167,0,6.5,7879,309,21.1,16,9,1,7,5,0.63,0.35,0.27,0.04,9.9,7137,5024,2109,4,280,18.3,0.16,80.0,1,0,0,0,0,-460,-32,45,0,0,512,512,6433,2443,49684,0,21,471,28251,154,9,19,0
Juhan,11,2,4,2,116,96,4.5,8149,320,21.8,40,21,5,13,11,1.57,0.82,0.51,0.2,24.8,5643,3768,1289,586,221,14.5,0.16,80.0,0,0,0,0,0,-749,-27,-714,-1,0,0,0,10016,0,19506,495,10,453,23319,125,14,27,0
FATE,13,1,2,1,204,5,8,8136,319,21.8,20,7,2,4,4,0.78,0.27,0.16,0.08,12.4,11723,452,11131,140,460,30.1,0.08,40.0,0,0,0,0,0,-376,-14,-861,-1,0,0,0,1798,0,7037,0,30,297,11504,59,6,22,0
deokdam,11,0,5,2,188,8,7.4,8084,317,21.7,36,9,11,2,2,1.41,0.35,0.08,0.43,22.4,9202,5458,3744,0,361,23.6,0.08,40.0,0,0,0,0,0,-2841,-32,-1647,-1,0,317,317,2622,0,14739,0,3,63,20022,98,3,18,0
BeryL,10,0,5,3,12,0,0.5,5084,199,13.6,49,26,7,10,8,1.92,1.02,0.39,0.27,30.4,5233,1256,3977,0,205,13.4,0.12,60.0,0,0,0,0,0,-892,1,-546,-1,0,0,0,1350,778,7882,5527,26,219,15026,138,14,25,0
Rascal,14,0,2,3,209,0,7.7,8391,309,20.3,29,11,4,6,5,1.07,0.41,0.22,0.15,14.3,10340,9053,826,461,381,21.1,0.11,75.0,0,0,0,0,0,-1627,-21,-744,0,0,1044,1044,1402,0,29315,28,28,2613,21350,88,7,21,0
Juhan,13,0,4,4,167,136,6.2,7733,285,18.7,45,10,9,12,8,1.66,0.37,0.44,0.33,22.2,6882,4862,1324,696,254,14.0,0.15,100.0,0,0,0,0,0,-155,11,381,0,0,903,903,11179,0,14393,0,4,166,21991,110,10,24,0
FATE,15,2,3,2,216,4,8,9471,349,22.9,21,7,3,5,4,0.77,0.26,0.18,0.11,10.3,12340,386,11602,352,455,25.2,0.15,100.0,0,0,0,0,0,-509,-15,-238,0,0,0,0,8995,0,15952,0,22,412,19362,77,7,21,0
deokdam,13,2,1,2,224,4,8.3,9985,368,24.1,23,11,4,3,2,0.85,0.41,0.11,0.15,11.3,13347,11992,967,388,492,27.2,0.15,100.0,0,1,0,0,0,-701,-20,-465,-1,0,2438,2438,5016,0,11260,0,11,78,14177,39,6,25,0
BeryL,11,0,4,4,34,0,1.3,5857,216,14.1,85,29,20,14,12,3.13,1.07,0.52,0.74,41.9,6137,313,5824,0,226,12.5,0.15,100.0,0,0,0,0,0,-507,9,569,1,0,594,594,1063,398,7724,2053,25,219,12318,116,16,29,0
Rascal,18,3,3,10,344,15,7.4,17798,383,20.7,54,0,10,8,0,1.16,0,0.17,0.22,11.8,28981,20541,6225,2215,624,21.3,0.28,56.5,0,0,0,0,0,809,11,597,0,0,7866,7866,15805,0,98158,623,57,964,42284,141,11,33,1
Juhan,18,1,2,16,208,154,4.5,14375,309,16.8,120,0,30,24,0,2.58,0,0.52,0.65,26.1,18301,8589,8880,832,394,13.4,0.37,73.9,0,0,0,0,0,237,-10,-446,0,0,698,698,17265,1929,82046,0,40,434,49220,107,26,45,1
FATE,18,12,4,8,355,22,7.6,21030,453,24.5,58,0,16,14,0,1.25,0,0.3,0.34,12.6,45262,37071,8191,0,974,33.2,0.43,87.0,1,2,1,0,0,130,-5,-180,0,0,5260,5260,11396,0,32243,0,20,366,27647,203,17,35,1
deokdam,18,7,3,6,433,64,9.3,21090,454,24.6,51,0,7,9,0,1.1,0,0.19,0.15,11.1,35211,22543,11908,760,758,25.9,0.28,56.5,0,0,0,0,0,-92,-18,135,0,0,6886,6886,10976,1361,14647,0,12,406,25902,135,14,39,1
BeryL,16,0,3,19,35,0,0.8,11490,247,13.4,176,0,33,31,0,3.79,0,0.67,0.71,38.3,8429,801,6410,1218,181,6.2,0.41,82.6,0,0,0,0,0,-416,-1,128,0,0,343,343,2546,0,11069,11322,22,208,18605,92,37,53,1
Rascal,18,4,1,1,354,40,10.7,16343,495,24.8,38,0,8,4,0,1.15,0,0.12,0.24,11.6,19356,9489,9482,385,586,24.8,0.15,35.7,1,1,0,0,0,111,-6,250,0,0,8650,8650,14122,0,31399,0,14,329,29450,41,5,22,1
Juhan,16,0,1,11,181,144,5.5,11133,337,16.9,88,0,20,15,0,2.66,0,0.45,0.61,26.8,9671,3606,4401,1664,293,12.4,0.33,78.6,0,0,0,0,0,-510,2,168,0,0,826,826,22689,521,46782,0,23,324,40144,16,16,31,1
FATE,18,5,1,5,271,12,8.2,14367,435,21.8,39,0,9,11,0,1.18,0,0.33,0.27,11.9,14720,1070,12383,1267,446,18.9,0.3,71.4,0,2,0,0,0,-356,-8,-900,-1,0,2741,2741,6458,0,14405,4429,23,352,13221,30,15,30,1
deokdam,16,3,1,7,265,12,8,14144,428,21.5,43,0,10,5,0,1.3,0,0.15,0.3,13.1,21336,16055,4227,1054,646,27.4,0.3,71.4,0,1,0,0,0,540,6,812,1,0,7875,7875,3353,600,3944,0,32,333,7126,16,8,25,1
BeryL,14,2,3,7,46,4,1.4,9939,301,15.1,120,0,22,17,0,3.63,0,0.51,0.67,36.6,12860,480,11220,1160,389,16.5,0.27,64.3,0,0,0,0,0,513,-17,-330,0,0,2183,2183,3160,0,4918,0,17,139,11277,69,19,31,1
Rascal,18,1,3,3,371,28,8.7,14738,345,21.5,36,0,9,8,0,0.84,0,0.19,0.21,9.7,20653,1132,19521,0,483,21.3,0.09,57.1,0,0,0,0,0,-119,5,-12,0,0,0,0,26223,0,40963,0,46,681,41961,123,11,31,0
Croco,16,2,2,3,217,183,5.1,11909,279,17.3,113,0,30,20,0,2.65,0,0.47,0.7,30.4,11328,10551,294,483,265,11.7,0.12,71.4,0,0,0,0,0,-42,-1,-260,0,0,192,192,17337,0,62122,0,31,344,31529,78,21,42,0
FATE,18,1,4,3,359,20,8.4,14851,348,21.6,42,0,5,15,0,0.98,0,0.35,0.12,11.3,28607,290,27502,815,670,29.5,0.09,57.1,0,0,0,0,0,-231,1,138,0,0,2435,2435,19587,0,38927,0,22,628,46094,149,19,40,0
BeryL,15,0,1,7,35,0,0.8,8784,206,12.8,126,0,18,19,0,2.95,0,0.44,0.42,33.9,7307,797,6510,0,171,7.5,0.16,100.0,0,0,0,0,0,109,5,-109,0,0,418,418,18219,10540,7608,3044,33,332,14726,21,21,37,0
Rascal,14,1,3,0,238,12,8.8,10656,392,25.4,25,0,5,5,0,0.92,0,0.18,0.18,13.8,9973,4807,5166,0,367,22.3,0.04,25.0,0,0,0,0,0,-36,-1,-97,0,0,2146,2146,2786,0,19262,0,11,132,23397,77,7,21,0
Croco,12,1,3,1,118,107,4.3,7313,269,17.4,47,0,9,10,0,1.73,0,0.37,0.33,26.0,6631,5502,668,461,244,14.8,0.07,50.0,0,0,0,0,0,-937,-26,-1247,-1,0,0,0,9287,0,18286,0,9,242,23277,65,11,26,0
FATE,14,0,2,0,228,4,8.4,8523,314,20.3,28,0,5,6,0,1.03,0,0.22,0.18,15.5,13677,141,13536,0,504,30.5,0,0.0,0,0,0,0,0,-426,16,512,1,0,0,0,797,0,7087,0,8,75,10726,46,6,23,0
BeryL,11,0,5,2,19,0,0.7,5903,217,14.0,58,0,11,11,0,2.14,0,0.41,0.41,32.0,4781,766,4015,0,176,10.7,0.07,50.0,0,0,0,0,0,-417,-3,-261,-1,0,0,0,7931,5087,5629,1152,16,138,14076,118,14,26,0
Rascal,15,0,3,5,198,0,7.6,8682,332,21.9,18,0,3,2,0,0.69,0,0.08,0.11,14.0,13970,1226,12412,332,535,27.3,0.19,100.0,0,0,0,0,0,-44,-1,160,1,0,635,635,10637,0,18814,0,40,405,22840,68,4,23,0
Croco,12,4,2,1,144,124,5.5,8623,330,21.7,40,0,9,12,0,1.53,0,0.46,0.34,31.0,6302,5752,0,550,241,12.3,0.19,100.0,0,0,0,0,0,-443,-11,-783,-1,0,897,897,8977,531,32724,0,24,272,23816,74,13,33,0
FATE,14,1,5,2,206,0,7.9,8732,334,22.0,17,0,4,5,0,0.65,0,0.19,0.15,13.2,17551,76,16986,489,672,34.3,0.11,60.0,0,0,0,0,0,-925,-10,-323,0,0,0,0,117,0,13600,0,9,208,18915,139,7,21,0
BeryL,11,0,3,3,10,0,0.4,4950,190,12.5,38,0,6,9,0,1.46,0,0.34,0.23,29.5,4853,464,4389,0,186,9.5,0.11,60.0,0,0,0,0,0,-685,1,-286,-1,0,0,0,8738,6042,6347,1943,17,167,12318,90,11,23,0
Rascal,15,4,4,1,222,4,7.2,11164,361,22.9,41,0,11,5,0,1.33,0,0.16,0.36,16.9,11050,6692,4262,96,357,18.0,0.16,83.3,1,0,0,0,0,-2364,-30,-1861,-2,0,3673,3673,5005,0,20967,0,11,148,25224,69,7,24,0
Juhan,13,0,5,4,163,128,5.3,8409,272,17.2,53,0,11,12,0,1.71,0,0.39,0.36,21.9,6304,3111,2680,513,204,10.3,0.13,66.7,0,0,0,0,0,-789,3,-533,-1,0,0,0,10468,256,30298,0,21,258,33733,111,13,29,0
FATE,15,1,2,2,254,7,8.2,10250,332,21.0,29,0,1,8,0,0.94,0,0.26,0.03,12.0,17872,168,17632,72,578,29.1,0.1,50.0,0,0,0,0,0,-768,-7,130,0,0,323,323,299,0,10221,0,14,287,12520,42,8,21,0
