,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Rascal,16,0,6,2,267,9,8.4,11293,357,21.6,43,10,7,6,5,1.36,0.32,0.19,0.22,16.7,10935,8906,2029,0,346,23.2,0.06,40.0,0,0,0,0,0,-1777,-12,-201,0,0,5398,5398,3043,0,20862,0,25,442,24818,195,7,25,0
Juhan,14,0,3,3,171,125,5.4,9074,287,17.4,39,14,6,12,12,1.23,0.44,0.38,0.19,15.2,5466,4793,546,127,173,11.6,0.09,60.0,0,0,0,0,0,-1397,-27,-1046,-1,0,0,0,10507,0,27866,0,8,121,23532,59,14,30,0
FATE,16,1,1,3,284,4,9,11414,361,21.9,24,6,6,3,3,0.76,0.19,0.09,0.19,9.3,11726,644,6223,4859,371,24.9,0.13,80.0,0,0,0,0,0,-426,0,-135,0,0,1087,1087,2597,0,7728,0,11,50,11036,0,6,19,0
deokdam,15,4,3,0,304,16,9.6,13410,424,25.7,41,11,13,4,4,1.3,0.35,0.13,0.41,16.0,16210,12088,3800,322,512,34.4,0.13,80.0,0,1,0,0,0,-480,0,-729,-1,0,2337,2337,2088,0,16746,0,8,176,13622,59,8,26,0
BeryL,11,0,4,5,51,0,1.6,7002,221,13.4,110,60,20,20,17,3.48,1.9,0.63,0.63,42.8,2823,561,1672,590,89,6.0,0.16,100.0,0,0,0,0,0,-883,19,179,0,0,0,0,3902,1717,15129,1699,14,46,12573,101,22,37,0
Rascal,18,2,1,9,344,16,10.8,16382,513,24.9,45,10,10,5,5,1.41,0.31,0.16,0.31,14.4,11329,9180,2149,0,355,20.1,0.34,73.3,1,0,0,0,0,1128,3,1140,1,0,11099,11099,16921,0,31980,0,16,51,30006,12,8,29,1
Juhan,15,5,1,6,183,150,5.7,12349,387,18.8,75,22,16,12,12,2.35,0.69,0.38,0.5,24.0,11660,8471,2815,374,365,20.7,0.34,73.3,0,1,0,0,0,356,-13,-178,0,1,568,568,18353,0,35859,320,15,456,26894,27,14,28,1
FATE,18,2,0,3,314,8,9.8,13249,415,20.2,62,26,14,10,10,1.94,0.81,0.31,0.44,19.8,13436,1298,12138,0,421,23.9,0.16,33.3,0,0,0,0,0,468,7,175,0,0,3236,3236,3235,0,6705,0,9,35,11282,0,13,30,1
deokdam,18,5,0,5,353,37,11,15787,494,24.0,37,14,7,5,5,1.16,0.44,0.16,0.22,11.8,16450,9253,6029,1168,515,29.2,0.31,66.7,0,0,0,0,0,-285,-19,-240,0,0,4786,4786,5342,0,10627,0,2,69,11409,0,8,27,1
BeryL,12,1,3,6,41,0,1.3,7912,248,12.0,94,47,18,14,13,2.94,1.47,0.44,0.56,30.0,3428,334,2488,606,107,6.1,0.22,46.7,0,0,0,0,0,51,20,-197,0,0,110,110,3984,1157,18925,2200,15,41,13853,102,17,33,1
Rascal,18,0,5,0,340,12,8.4,14352,355,21.8,40,10,14,5,5,0.99,0.25,0.12,0.35,13.9,17669,8382,2011,7276,437,26.6,0,0.0,0,0,0,0,0,-1088,-19,-1128,-1,0,2049,2049,15884,0,56710,0,4,121,42864,202,6,24,0
Juhan,15,3,3,2,169,142,4.2,12026,297,18.3,52,26,8,12,12,1.29,0.64,0.3,0.2,18.1,10698,8555,1805,338,264,16.1,0.12,100.0,0,0,0,0,0,1347,4,-96,0,0,1426,1426,17655,0,41566,658,16,547,33561,74,13,29,0
FATE,18,2,2,0,355,4,8.8,14400,356,21.9,45,16,10,11,11,1.11,0.4,0.27,0.25,15.6,16282,419,15560,303,403,24.5,0.05,40.0,0,0,0,0,0,295,-9,-446,0,0,1069,1069,4426,0,15861,0,23,88,18040,118,14,31,0
deokdam,18,0,2,3,405,21,10,16651,412,25.3,35,18,9,5,5,0.87,0.44,0.12,0.22,12.2,17899,15436,1833,630,442,26.9,0.07,60.0,0,0,0,0,0,-37,-27,-123,0,0,5101,5101,6702,741,13663,0,13,125,20049,109,9,28,0
BeryL,13,0,6,4,41,0,1,8288,205,12.6,116,67,21,23,22,2.87,1.66,0.57,0.52,40.3,3908,1085,2133,690,97,5.9,0.1,80.0,0,0,0,0,0,127,13,226,1,0,0,0,1767,0,28748,0,29,107,22160,222,27,42,0
