,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Canna,18,2,0,4,326,18,11,14457,486,24.8,30,9,7,5,4,1.01,0.3,0.17,0.24,9.1,16842,14653,2189,0,566,28.4,0.2,100.0,0,0,0,0,0,1327,25,725,0,0,10133,10133,18241,0,33264,0,28,63,31556,0,6,23,1
Canyon,14,1,0,2,178,159,6,10824,364,18.5,66,15,12,11,10,2.22,0.5,0.37,0.4,20.1,8299,330,6741,1228,279,14.0,0.1,50.0,0,0,0,0,0,1241,22,904,0,0,2270,2270,11738,0,12071,0,20,182,15766,0,12,24,1
ShowMaker,17,1,0,2,316,32,10.6,12377,416,21.2,68,16,14,9,8,2.29,0.54,0.3,0.47,20.7,12029,11202,827,0,404,20.3,0.1,50.0,0,0,0,0,0,26,-3,-367,-1,0,7069,7069,840,0,5329,0,1,81,6100,0,9,23,1
Deft,14,2,1,2,266,13,8.9,12887,433,22.1,48,14,8,4,4,1.61,0.47,0.13,0.27,14.6,16645,11920,3425,1300,559,28.1,0.13,66.7,0,0,0,0,0,1459,15,245,1,0,6317,6317,2961,0,8327,0,2,74,12405,33,5,22,1
Kellin,12,0,1,5,24,0,0.8,7850,264,13.4,116,43,21,13,13,3.9,1.45,0.44,0.71,35.4,5492,783,4709,0,185,9.3,0.17,83.3,0,0,0,0,0,846,11,234,0,0,1048,1048,7378,5014,4376,4483,7,14,6378,28,15,27,1
Canna,17,1,1,1,318,16,10.4,12860,422,24.8,34,14,6,4,4,1.11,0.46,0.13,0.2,14.5,14754,13894,860,0,484,29.1,0.07,40.0,0,0,0,0,0,338,14,-519,0,0,5569,5569,1413,0,10551,0,4,210,11656,48,8,22,0
Canyon,14,2,4,1,161,140,5.3,9792,321,18.9,32,12,8,10,8,1.05,0.39,0.33,0.26,13.6,6942,5786,671,485,228,13.7,0.1,60.0,0,0,0,0,0,-624,-22,-198,0,0,1416,1416,12073,0,30133,0,8,132,26665,112,11,28,0
ShowMaker,16,0,4,3,284,4,9.3,10771,353,20.7,22,13,3,4,4,0.72,0.43,0.13,0.1,9.4,11050,715,10285,50,362,21.8,0.1,60.0,0,0,0,0,0,-1909,-6,-408,0,0,0,0,519,90,9508,0,26,448,14032,96,7,25,0
Deft,15,2,4,2,275,5,9,11884,390,22.9,45,17,9,8,8,1.48,0.56,0.26,0.3,19.1,12885,10580,2305,0,422,25.4,0.13,80.0,0,0,0,0,0,-788,8,-99,0,0,1869,1869,824,0,6641,0,20,261,11106,63,11,31,0
Kellin,10,0,4,4,15,0,0.5,6602,216,12.7,102,59,14,13,11,3.34,1.93,0.43,0.46,43.4,5074,679,3876,519,166,10.0,0.13,80.0,0,0,0,0,0,-666,-16,-638,-1,0,311,311,450,0,5351,2829,17,122,10788,51,15,27,0
Canna,17,8,6,5,276,12,7.3,14603,386,21.6,55,23,7,13,12,1.45,0.61,0.34,0.18,13.4,28981,1999,26855,127,766,25.8,0.34,72.2,1,2,0,0,0,-204,-1,-91,0,0,3416,3416,6588,0,20064,0,23,57,30048,248,15,35,0
Canyon,17,1,3,10,204,180,5.4,11926,315,17.6,55,16,9,15,13,1.45,0.42,0.4,0.24,13.4,15488,13571,739,1178,409,13.8,0.29,61.1,0,0,0,0,0,413,12,102,0,0,1196,1196,33320,0,54100,0,18,595,50861,87,17,35,0
ShowMaker,18,4,2,7,325,12,8.6,15022,397,22.2,71,14,20,12,12,1.88,0.37,0.32,0.53,17.4,24413,1757,22531,125,645,21.7,0.29,61.1,0,1,0,0,0,652,11,-172,0,0,1666,1666,3636,0,11197,0,12,55,16913,57,15,34,0
Deft,18,4,3,10,427,46,11.3,17165,454,25.4,59,21,11,8,8,1.56,0.55,0.21,0.29,14.4,32065,29045,313,2707,847,28.5,0.37,77.8,0,0,1,0,0,287,13,433,0,0,3622,3622,7337,0,22333,0,4,64,19883,111,13,32,0
Kellin,14,1,3,15,26,0,0.7,8922,236,13.2,169,97,23,18,18,4.46,2.56,0.48,0.61,41.3,11421,9341,2080,0,302,10.2,0.42,88.9,0,0,0,0,0,-12,-21,-926,-1,0,404,404,4419,950,5377,0,58,370,13995,85,20,33,0
Canna,14,0,2,1,209,4,7.8,8305,311,20.0,26,13,2,6,5,0.97,0.49,0.22,0.07,13.0,8848,1172,6244,1432,331,21.9,0.04,50.0,0,0,0,0,0,47,-3,244,0,0,1486,1486,2132,0,7932,0,15,45,13725,81,7,19,0
Canyon,12,1,2,0,153,134,5.7,7790,292,18.7,34,16,6,10,8,1.27,0.6,0.37,0.22,17.0,4157,3356,381,420,156,10.3,0.04,50.0,0,0,0,0,0,-92,17,231,0,0,1533,1533,12156,0,23686,233,8,450,20249,68,11,24,0
ShowMaker,15,1,0,0,258,4,9.7,9920,371,23.9,31,15,10,8,8,1.16,0.56,0.3,0.37,15.5,12955,991,11510,454,485,32.1,0.04,50.0,0,0,0,0,0,857,31,1359,1,0,1937,1937,1274,0,6793,0,8,23,11673,0,10,23,0
Deft,14,0,3,0,290,21,10.9,10274,385,24.7,28,15,13,7,7,1.05,0.56,0.26,0.49,14.0,10493,9681,154,658,393,26.0,0,0.0,0,0,0,0,0,-1776,-13,-898,-1,0,942,942,1819,0,5353,0,2,47,7951,32,8,21,0
Kellin,9,0,3,1,15,0,0.6,5267,197,12.7,81,63,12,15,12,3.03,2.36,0.56,0.45,40.5,3916,699,1909,1308,147,9.7,0.04,50.0,0,0,0,0,0,-1112,-23,-849,-1,0,180,180,534,0,4429,1324,15,158,7104,60,17,28,0
Canna,16,1,2,1,276,8,7.7,11469,322,19.6,35,13,11,9,8,0.98,0.36,0.25,0.31,13.1,9791,7960,1015,816,275,12.2,0.06,25.0,0,0,0,0,0,-359,-16,-706,-1,0,872,872,3399,0,42561,0,25,3993,23248,54,10,29,0
Canyon,14,2,5,5,178,153,5,10629,298,18.2,51,23,13,13,11,1.43,0.65,0.36,0.36,19.1,8937,6822,1787,328,251,11.2,0.2,87.5,0,0,0,0,0,-197,-11,-516,-1,0,1233,1233,22051,0,41232,1589,15,594,39157,130,14,28,0
ShowMaker,17,0,3,6,297,8,8.3,12702,356,21.7,44,20,8,11,11,1.23,0.56,0.31,0.22,16.5,22423,690,21733,0,629,28.1,0.17,75.0,0,0,0,0,0,-321,8,840,1,0,1842,1842,2028,0,14136,0,30,745,19003,77,13,33,0
Deft,16,3,2,3,360,30,10.1,15721,441,26.9,32,16,12,6,5,0.9,0.45,0.17,0.34,12.0,27641,16485,9711,1445,775,34.6,0.17,75.0,0,0,0,0,0,37,-10,292,0,0,620,620,6693,761,12180,0,5,172,17524,57,9,32,0
Kellin,13,2,2,4,31,0,0.9,7901,222,13.5,105,68,16,24,24,2.95,1.91,0.67,0.45,39.3,11136,568,9300,1268,312,13.9,0.17,75.0,1,0,0,0,0,544,3,313,1,0,54,54,1429,0,11818,5760,19,196,13111,49,26,40,0
Canna,15,0,1,1,233,0,8.9,8821,336,20.7,30,13,6,7,7,1.14,0.49,0.27,0.23,14.3,4157,3608,238,311,158,13.6,0.04,16.7,0,0,0,0,0,-1410,-21,-128,0,0,1363,1363,694,0,18381,159,13,453,12919,0,9,25,0
Canyon,13,3,3,2,162,152,6.2,8924,340,21.0,37,15,5,10,7,1.41,0.57,0.38,0.19,17.6,6922,5696,958,268,263,22.6,0.19,83.3,0,0,0,0,0,518,-3,185,0,0,0,0,14766,0,29036,521,11,574,25236,97,11,28,0
ShowMaker,15,2,2,3,242,4,9.2,10139,386,23.8,35,11,8,8,8,1.33,0.42,0.3,0.3,16.7,10044,645,9297,102,382,32.8,0.19,83.3,1,0,0,0,0,82,9,272,1,0,1934,1934,2164,0,7906,0,12,39,10674,16,10,24,0
Deft,12,1,3,3,221,12,8.4,9107,346,21.4,30,10,10,2,2,1.14,0.38,0.08,0.38,14.3,7335,6497,586,252,279,24.0,0.15,66.7,0,0,0,0,0,-922,-30,-401,0,0,310,310,2509,673,7760,0,4,42,11848,87,5,24,0
Kellin,9,0,2,4,31,0,1.2,5584,212,13.1,78,42,7,17,15,2.97,1.6,0.65,0.27,37.1,2119,329,1512,278,81,6.9,0.15,66.7,0,0,0,0,0,-263,3,-278,0,0,71,71,1864,581,8825,1139,11,20,10772,53,19,29,0
Canna,16,3,2,11,244,13,8,11983,393,18.9,36,14,5,8,8,1.18,0.46,0.26,0.16,10.9,15234,5686,9546,2,500,20.5,0.46,63.6,0,0,0,0,0,174,-3,-477,0,0,3901,3901,3616,0,56964,0,29,483,24700,76,10,26,1
Canyon,15,5,3,15,170,140,5.6,11789,387,18.6,67,23,12,14,12,2.2,0.75,0.46,0.39,20.2,12304,10294,1457,553,404,16.5,0.66,90.9,0,0,0,0,0,-127,-11,52,0,0,824,824,16299,0,33443,1750,15,406,26658,67,16,37,1
ShowMaker,17,8,1,11,284,28,9.3,14480,475,22.9,37,17,5,10,8,1.21,0.56,0.33,0.16,11.2,24957,1013,23884,60,819,33.5,0.62,86.4,0,1,1,0,0,564,4,648,0,0,4818,4818,2786,277,8001,0,30,541,11570,41,12,27,1
Deft,16,6,1,5,290,25,9.5,16817,552,26.6,29,14,4,4,3,0.95,0.46,0.13,0.13,8.8,16034,15251,148,635,526,21.5,0.36,50.0,0,0,0,0,0,2313,19,354,0,0,11140,11140,7031,0,14273,0,10,113,10648,40,5,23,1
Kellin,13,0,0,14,29,0,1,8230,270,13.0,162,88,27,14,13,5.31,2.89,0.46,0.89,48.9,5884,1259,4065,560,193,7.9,0.46,63.6,0,0,0,0,0,336,-17,403,0,0,874,874,1063,0,5374,2839,24,157,5851,0,16,30,1
Canna,16,3,1,8,271,23,10.3,11819,451,21.6,32,13,5,4,4,1.22,0.5,0.15,0.19,12.3,10680,9609,1071,0,407,16.5,0.42,61.1,0,0,0,0,0,-598,3,-442,0,0,11477,11477,4876,0,10352,0,3,134,12287,30,6,21,1
Canyon,14,4,2,6,153,139,5.8,10158,387,18.6,53,13,13,9,9,2.02,0.5,0.34,0.5,20.4,8123,6985,744,394,310,12.5,0.38,55.6,0,0,0,0,0,187,6,288,0,0,3591,3591,13646,0,22409,0,8,178,25884,46,10,27,1
ShowMaker,15,4,0,7,232,7,8.8,12301,469,22.5,41,9,11,10,8,1.56,0.34,0.38,0.42,15.8,20177,1796,17830,551,770,31.1,0.42,61.1,0,0,0,0,0,1079,23,527,0,0,4081,4081,903,0,7826,0,11,37,12565,0,10,25,1
Deft,14,7,1,5,256,8,9.8,13097,500,24.0,41,13,10,3,3,1.56,0.5,0.11,0.38,15.8,19524,12390,5795,1339,745,30.1,0.46,66.7,0,0,0,0,0,1138,18,665,1,0,5857,5857,80,0,6561,0,0,27,11478,36,6,23,1
Kellin,12,0,1,13,10,0,0.4,7269,277,13.3,93,47,8,14,14,3.55,1.79,0.53,0.31,35.8,6363,560,5803,0,243,9.8,0.5,72.2,0,0,0,0,0,614,0,183,0,0,957,957,8895,6507,3925,1139,16,119,8589,28,16,28,1
Canna,17,0,2,4,305,32,8,11951,315,20.2,66,23,13,12,10,1.74,0.61,0.32,0.34,18.0,17935,15461,2474,0,472,24.4,0.11,66.7,0,0,0,0,0,-201,13,-116,0,0,2109,2109,396,0,11201,0,6,120,10775,12,16,35,0
Canyon,15,2,3,3,208,181,5.5,11080,292,18.7,67,13,19,13,11,1.76,0.34,0.34,0.5,18.3,8986,8024,463,499,237,12.2,0.13,83.3,0,0,0,0,0,-1135,-25,-1322,-2,0,486,486,10827,0,38006,0,19,369,25995,58,14,31,0
ShowMaker,17,1,4,2,307,12,8.1,12144,320,20.5,48,14,9,8,7,1.26,0.37,0.21,0.24,13.1,20051,622,18790,639,528,27.3,0.08,50.0,0,0,0,0,0,171,15,420,0,0,384,384,549,0,9011,0,29,377,16140,141,10,27,0
Deft,16,3,4,3,359,31,9.5,16314,430,27.5,62,21,17,7,6,1.63,0.55,0.18,0.45,16.9,20813,13582,6162,1069,548,28.3,0.16,100.0,0,0,0,0,0,867,30,155,0,0,2108,2108,255,0,9184,0,0,82,16420,95,10,37,0
Kellin,13,0,1,6,15,0,0.4,7787,205,13.1,123,74,13,24,22,3.24,1.95,0.63,0.34,33.6,5637,502,5135,0,148,7.7,0.16,100.0,0,0,0,0,0,207,-3,104,0,0,944,944,12395,8982,4594,1745,25,146,8899,0,26,39,0
Canna,16,7,2,7,239,4,9.3,13099,510,23.4,30,11,4,5,4,1.17,0.43,0.19,0.16,14.0,22749,2044,19531,1174,886,28.6,0.55,60.9,1,1,1,0,0,1112,48,1198,1,1,6743,6743,2458,0,5710,0,19,72,8050,42,6,24,1
Canyon,14,8,0,6,167,139,6.5,11288,440,20.2,33,19,3,10,10,1.28,0.74,0.39,0.12,15.3,11092,8817,1733,542,432,14.0,0.55,60.9,1,1,0,0,0,295,0,370,0,0,0,0,17628,0,22206,381,17,508,21949,0,11,29,1
ShowMaker,15,2,2,12,211,12,8.2,11480,447,20.5,36,9,8,8,7,1.4,0.35,0.31,0.31,16.7,17605,15614,1771,220,685,22.2,0.55,60.9,0,0,0,0,0,909,4,80,0,0,6923,6923,11304,0,21465,0,26,111,25428,52,9,26,1
Deft,14,6,3,9,235,20,9.1,12537,488,22.4,24,11,2,4,3,0.93,0.43,0.16,0.08,11.2,18538,12925,5301,312,722,23.3,0.58,65.2,0,0,0,0,0,874,15,295,1,0,6120,6120,3281,591,7047,0,15,316,8544,74,7,23,1
Kellin,12,0,1,18,22,0,0.9,7460,290,13.4,92,47,14,13,12,3.58,1.83,0.51,0.55,42.8,9425,626,7807,992,367,11.9,0.7,78.3,0,0,0,0,0,448,-20,-175,-1,0,222,222,1667,0,6398,2830,21,175,8589,21,15,29,1
Canna,15,0,0,4,214,8,8.9,9878,409,20.4,18,11,0,4,4,0.74,0.46,0.17,0,8.6,8462,4669,3793,0,350,20.6,0.17,33.3,0,0,0,0,0,1230,12,863,1,0,6658,6658,725,0,28218,0,21,468,12405,0,5,18,1
Canyon,13,4,0,6,142,122,5.9,8918,369,18.5,33,16,6,9,7,1.37,0.66,0.37,0.25,15.7,6936,5000,1618,318,287,16.9,0.41,83.3,0,0,0,0,0,787,-11,-5,0,0,278,278,18230,0,22798,470,10,533,24684,0,11,24,1
ShowMaker,16,3,0,4,280,12,11.6,11232,465,23.2,28,8,5,7,6,1.16,0.33,0.29,0.21,13.3,9936,908,8838,190,411,24.2,0.29,58.3,1,0,0,0,0,584,29,1452,1,0,4619,4619,1877,0,4025,0,7,38,6505,0,9,21,1
Deft,14,3,0,8,225,13,9.3,11032,456,22.8,40,10,8,2,2,1.66,0.41,0.08,0.33,19.0,10730,9088,1184,458,444,26.2,0.46,91.7,0,0,0,0,0,869,4,1257,1,0,5489,5489,1976,466,3122,0,31,537,5966,0,4,19,1
Kellin,10,2,0,8,25,4,1,7255,300,15.0,91,39,15,14,13,3.77,1.61,0.58,0.62,43.3,4931,480,4111,340,204,12.0,0.41,83.3,0,0,0,0,0,898,-5,-878,-1,0,396,396,232,0,1655,0,12,77,5123,0,17,29,1
Canna,16,7,0,7,275,27,9.4,14884,508,25.2,31,16,3,7,6,1.06,0.55,0.24,0.1,10.3,25618,22601,3017,0,874,36.1,0.48,87.5,0,1,0,0,0,1448,37,531,0,0,11755,11755,996,0,6742,0,5,183,6134,0,8,26,1
Canyon,15,2,2,9,208,159,7.1,10952,374,18.5,60,13,15,26,9,2.05,0.44,0.89,0.51,20.0,6991,5781,661,549,238,9.8,0.38,68.8,0,0,0,0,0,-510,5,104,0,0,1222,1222,21137,0,24223,72,12,162,32588,36,14,33,1
ShowMaker,17,4,1,10,244,4,8.3,12065,412,20.4,63,28,13,9,9,2.15,0.96,0.31,0.44,21.0,11468,1055,10313,100,391,16.2,0.48,87.5,1,0,0,0,0,506,7,184,0,0,3458,3458,2544,0,8152,0,25,201,13032,10,10,25,1
Deft,15,3,1,9,272,13,9.3,13556,462,23.0,57,18,12,7,7,1.94,0.61,0.24,0.41,19.0,20877,11275,8159,1443,712,29.4,0.41,75.0,0,0,0,0,0,354,13,840,0,0,5145,5145,458,0,6320,0,2,59,12044,36,11,28,1
Kellin,12,0,0,13,14,0,0.5,7584,259,12.8,89,50,11,16,16,3.04,1.71,0.55,0.38,29.7,6044,842,5202,0,206,8.5,0.44,81.3,0,0,0,0,0,102,-1,-314,0,0,1392,1392,9744,6854,2853,1597,26,153,6536,0,18,31,1
Canna,17,1,0,8,248,8,7.1,11706,334,18.8,36,16,5,13,11,1.03,0.46,0.37,0.14,10.1,8668,4065,4603,0,247,14.4,0.26,90.0,0,0,0,0,0,-730,-5,80,0,0,499,499,6143,0,67018,0,27,637,22841,0,15,34,1
Canyon,15,3,0,4,195,170,5.6,11403,325,18.3,58,26,12,12,12,1.65,0.74,0.34,0.34,16.3,6877,5568,945,364,196,11.5,0.2,70.0,0,0,0,0,0,55,4,167,0,0,1266,1266,21393,0,32941,960,7,524,29122,0,13,28,1
ShowMaker,18,2,1,7,284,12,8.1,13332,380,21.4,47,12,10,10,10,1.34,0.34,0.29,0.29,13.2,17769,2071,14901,797,507,29.6,0.26,90.0,0,0,0,0,0,405,11,173,0,0,4281,4281,5447,0,13861,2962,40,410,15282,51,14,26,1
Deft,17,3,0,4,412,30,11.7,16958,484,27.3,67,17,22,5,5,1.91,0.48,0.14,0.63,18.9,20985,18115,1209,1661,598,35.0,0.2,70.0,0,1,0,0,0,-39,11,273,0,0,12077,12077,9069,453,12051,0,5,151,17130,0,8,27,1
Kellin,13,1,2,4,29,0,0.8,8781,250,14.1,147,86,18,21,19,4.19,2.45,0.6,0.51,41.4,5702,4850,572,280,163,9.5,0.14,50.0,0,0,0,0,0,-301,-11,-111,0,0,920,920,1251,0,3858,0,6,85,8497,47,23,38,1
Canna,15,4,3,8,240,20,9.4,11814,463,21.9,24,10,3,2,2,0.94,0.39,0.08,0.12,11.5,25602,23492,2110,0,1004,31.1,0.47,60.0,0,1,0,0,0,460,32,-45,0,0,11097,11097,1571,0,8227,0,5,154,10786,89,4,19,1
Canyon,14,5,1,4,177,158,6.9,10279,403,19.1,47,9,10,10,8,1.84,0.35,0.39,0.39,22.5,8784,5831,1931,1022,344,10.7,0.35,45.0,0,2,0,0,0,749,27,714,1,0,1451,1451,15356,0,13965,0,14,254,21777,21,9,21,1
ShowMaker,15,4,0,10,206,8,8.1,11327,444,21.0,23,8,5,7,7,0.9,0.31,0.27,0.2,11.0,15105,890,13620,595,592,18.3,0.55,70.0,1,1,0,0,0,376,14,861,1,0,2059,2059,5654,0,10628,2720,38,419,13426,0,9,19,1
Deft,14,6,1,7,235,8,9.2,13238,519,24.6,40,13,9,4,4,1.57,0.51,0.16,0.35,19.1,26265,16023,9074,1168,1030,31.9,0.51,65.0,0,1,0,0,0,2841,32,1647,1,0,4888,4888,1195,0,7411,0,1,18,13603,43,7,29,1
Kellin,12,1,0,14,13,0,0.5,7264,285,13.5,75,39,11,14,13,2.94,1.53,0.55,0.43,35.9,6625,1086,5539,0,260,8.0,0.59,75.0,0,0,0,0,0,892,-1,546,1,0,1556,1556,9581,6174,4242,1171,22,132,9621,0,16,31,1
Canna,16,1,1,6,259,8,9.6,12277,453,22.9,25,10,3,6,5,0.92,0.37,0.22,0.11,12.0,13349,10522,2827,0,492,19.2,0.26,50.0,0,0,0,0,0,1627,21,744,0,0,10780,10780,14065,0,22073,0,17,45,25395,52,7,21,1
Canyon,14,4,1,6,169,152,6.2,10646,393,19.9,50,18,8,11,9,1.84,0.66,0.41,0.3,24.0,7259,6217,727,315,268,10.4,0.37,71.4,0,1,0,0,0,155,-11,-381,0,0,700,700,15305,0,27309,532,7,439,23768,0,13,32,1
ShowMaker,16,3,1,4,244,8,9,11330,418,21.1,26,9,3,8,7,0.96,0.33,0.3,0.11,12.5,18633,1214,16766,653,687,26.8,0.26,50.0,1,0,0,0,0,509,15,238,0,0,2159,2159,1397,0,7274,0,11,46,12149,49,11,25,1
Deft,15,4,0,7,245,8,9,11792,435,22.0,35,13,8,4,4,1.29,0.48,0.15,0.3,16.8,20297,17137,3160,0,749,29.1,0.41,78.6,0,1,0,0,0,701,20,465,1,0,3362,3362,1870,692,4098,0,26,381,8032,0,7,23,1
Kellin,11,2,1,8,15,0,0.6,7568,279,14.1,72,38,6,15,13,2.66,1.4,0.55,0.22,34.6,10096,593,8633,870,372,14.5,0.37,71.4,0,0,0,0,0,507,-9,-569,-1,0,606,606,785,0,3282,0,24,129,8487,38,17,32,1
Canna,18,5,3,6,314,40,8.1,16236,417,21.2,40,0,5,11,0,1.03,0,0.28,0.13,10.4,17653,9465,8188,0,454,16.2,0.28,44.0,1,0,0,0,0,-667,-26,-761,-1,0,6940,6940,6718,0,24307,0,14,207,30377,137,13,35,1
Canyon,17,1,5,16,177,143,4.5,11839,304,15.4,80,0,18,20,0,2.06,0,0.51,0.46,20.7,16025,7722,7224,1079,412,14.7,0.44,68.0,0,0,0,0,0,-810,0,570,0,0,887,887,16496,1165,58308,0,30,394,47952,193,22,43,1
ShowMaker,18,8,0,11,373,28,9.6,19124,491,24.9,62,0,17,9,0,1.59,0,0.23,0.44,16.1,32525,1277,30848,400,836,29.8,0.49,76.0,0,0,0,0,0,349,29,912,1,0,9266,9266,11459,0,29761,0,19,282,32313,0,12,30,1
Deft,18,8,2,5,383,36,9.8,18691,480,24.4,56,0,15,9,0,1.44,0,0.23,0.39,14.5,31115,18331,11980,804,800,28.5,0.33,52.0,0,1,1,0,0,-578,-23,92,0,0,6178,6178,14574,378,17991,0,6,263,24982,58,12,35,1
Kellin,16,3,1,18,33,0,0.8,10861,279,14.2,148,0,22,27,0,3.8,0,0.69,0.57,38.3,11935,787,10224,924,307,10.9,0.54,84.0,1,0,0,0,0,96,2,-620,-1,0,1356,1356,1554,253,7161,9456,14,210,9997,27,29,45,1
