,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Viper,17,0,1,3,408,8,10.6,16488,428,25.2,50,18,14,7,7,1.3,0.47,0.18,0.36,16.1,28139,17295,9726,1118,730,44.6,0.08,75.0,0,0,0,0,0,206,2,156,1,0,1989,1989,1673,0,9150,0,0,0,11899,0,11,27,0
Life,14,0,3,4,15,0,0.4,7623,198,11.6,103,72,11,20,18,2.67,1.87,0.52,0.29,33.1,4695,430,4265,0,122,7.4,0.1,100.0,0,0,0,0,0,-363,-21,-381,0,0,0,0,5941,4144,7944,1533,21,213,12770,118,22,36,0
kingen,16,1,2,0,247,8,8.5,10725,369,22.0,37,14,9,6,4,1.27,0.48,0.21,0.31,15.4,9075,4170,4905,0,312,28.6,0.03,50.0,0,0,0,0,0,-14,-7,857,1,0,5208,5208,3203,0,18800,0,16,123,21492,49,7,28,0
Clid,13,0,3,1,166,136,5.7,8068,277,16.5,43,11,20,10,9,1.48,0.38,0.34,0.69,17.9,3687,1691,1690,306,127,11.6,0.03,50.0,0,0,0,0,0,-642,15,417,0,0,0,0,10274,833,34305,0,14,315,23031,61,11,25,0
Zeka,15,0,3,1,276,4,9.5,10291,354,21.1,32,15,11,5,4,1.1,0.52,0.17,0.38,13.3,6930,239,6691,0,238,21.8,0.03,50.0,0,0,0,0,0,-347,-6,120,0,0,1216,1216,0,0,7573,0,15,418,8821,136,6,22,0
Viper,16,1,2,0,358,27,12.3,13677,470,28.0,33,13,13,6,6,1.13,0.45,0.21,0.45,13.8,9930,9776,154,0,341,31.3,0.03,50.0,0,0,0,0,0,-2209,-10,-465,-1,0,4610,4610,1787,0,5845,0,6,61,9636,21,7,22,0
Life,11,0,5,1,47,0,1.6,6013,207,12.3,95,64,21,17,17,3.26,2.2,0.58,0.72,39.6,2152,480,1508,164,74,6.8,0.03,50.0,0,0,0,0,0,-857,28,-325,0,0,0,0,2303,1139,12204,2447,14,29,11842,96,19,29,0
kingen,18,4,0,4,270,8,8.6,13481,430,22.3,37,16,7,11,11,1.18,0.51,0.35,0.22,12.4,15474,751,14723,0,494,30.0,0.26,47.1,1,0,0,0,0,1300,3,1552,1,0,5267,5267,14418,0,20492,0,30,458,23187,0,13,27,1
Clid,14,0,2,12,169,137,5.4,10334,330,17.1,69,14,19,12,11,2.2,0.45,0.38,0.61,23.1,6748,2827,3211,710,215,13.1,0.38,70.6,0,0,0,0,0,474,6,473,0,0,484,484,13830,643,44855,0,16,332,30316,60,13,27,1
Zeka,17,10,2,1,303,37,9.7,15201,485,25.1,39,15,3,5,4,1.24,0.48,0.16,0.1,13.0,12802,11806,888,108,409,24.8,0.35,64.7,0,3,0,0,0,2096,25,1435,1,0,3123,3123,3064,0,27489,0,19,211,15553,45,8,29,1
Viper,16,2,1,9,321,20,10.2,14285,456,23.6,65,17,22,7,7,2.07,0.54,0.22,0.7,21.7,14371,9100,4594,677,459,27.9,0.35,64.7,0,0,0,0,0,-189,-7,-1087,-1,0,4137,4137,3252,0,17420,0,6,175,13968,27,8,23,1
Life,12,1,1,10,27,0,0.9,7237,231,12.0,89,61,7,17,17,2.84,1.95,0.54,0.22,29.8,2203,351,1852,0,70,4.3,0.35,64.7,0,0,0,0,0,-37,4,636,1,0,161,161,1532,640,4530,4700,13,88,7512,16,19,33,1
kingen,17,4,2,5,276,20,8.4,14465,443,24.1,26,7,5,4,2,0.8,0.21,0.12,0.15,10.3,25000,19595,5065,340,765,29.7,0.28,90.0,0,1,0,0,0,-244,-12,-308,0,0,4825,4825,7269,0,25823,0,38,436,28687,83,5,24,1
Clid,14,0,3,6,158,141,4.8,9667,296,16.1,48,11,10,10,9,1.47,0.34,0.31,0.31,19.0,12043,705,10843,495,369,14.3,0.18,60.0,0,0,0,0,0,-234,2,-223,0,0,395,395,23466,2132,38937,0,62,586,38911,104,11,26,1
Zeka,17,3,1,3,298,9,9.1,13624,417,22.7,41,15,5,6,5,1.26,0.46,0.18,0.15,16.3,16092,10014,3854,2224,493,19.1,0.18,60.0,0,0,0,0,0,-456,5,108,0,0,4494,4494,7325,0,36901,0,17,172,22075,38,7,25,1
Viper,15,3,4,4,301,17,9.2,14593,447,24.4,39,14,14,5,5,1.19,0.43,0.15,0.43,15.5,23999,14661,8422,916,735,28.6,0.21,70.0,0,0,0,0,0,-72,-4,-1013,-1,0,2663,2663,1369,0,11000,0,2,22,19139,104,9,25,1
Life,14,0,1,9,11,0,0.3,7576,232,12.6,98,57,10,18,16,3,1.74,0.55,0.31,38.9,6918,868,6050,0,212,8.2,0.28,90.0,0,0,0,0,0,-63,0,427,0,0,636,636,14568,10049,5860,2133,26,158,10786,31,20,34,1
kingen,16,1,4,0,238,5,8,9647,324,21.8,23,9,3,6,4,0.77,0.3,0.2,0.1,10.5,11928,8063,3010,855,401,30.9,0.03,50.0,0,0,0,0,0,-1327,-25,-725,0,0,976,976,1129,0,39356,194,23,507,24255,125,7,23,0
Clid,13,1,2,1,140,120,4.7,8065,271,18.2,49,13,15,16,11,1.65,0.44,0.54,0.5,22.4,7231,6376,391,464,243,18.7,0.07,100.0,1,0,0,0,0,-1241,-22,-904,0,0,0,0,9495,0,22183,0,8,135,22626,40,17,35,0
Zeka,16,0,0,1,317,4,10.7,10952,368,24.7,30,18,5,8,7,1.01,0.61,0.27,0.17,13.7,8082,529,7553,0,272,21.0,0.03,50.0,0,0,0,0,0,-26,3,367,1,0,29,29,724,0,6396,0,16,496,8840,0,10,23,0
Viper,13,0,0,0,261,12,8.8,9897,333,22.4,27,12,7,5,4,0.91,0.4,0.17,0.24,12.3,7354,6412,942,0,247,19.1,0,0.0,0,0,0,0,0,-1459,-15,-245,-1,0,0,0,3878,0,23774,0,7,159,13388,0,10,24,0
Life,12,0,0,1,16,0,0.5,5715,192,12.9,90,51,15,13,11,3.03,1.71,0.44,0.5,41.1,3979,560,3419,0,134,10.3,0.03,50.0,0,0,0,0,0,-846,-11,-234,0,0,0,0,8160,5558,3930,1398,15,133,7792,0,15,28,0
kingen,18,1,0,7,279,8,9.1,12401,407,18.8,34,12,4,7,7,1.11,0.39,0.23,0.13,10.5,11791,215,11376,200,387,22.4,0.26,47.1,0,0,0,0,0,-338,-14,519,0,0,1758,1758,14873,0,20490,0,21,361,20877,0,10,25,1
Clid,15,0,1,10,196,159,6.4,11416,374,17.3,62,14,13,12,12,2.03,0.46,0.39,0.43,19.1,7523,4023,3276,224,247,14.3,0.33,58.8,0,0,0,0,0,624,22,198,0,1,808,808,14733,1768,35021,0,21,417,25770,27,13,30,1
Zeka,18,4,2,6,358,24,11.7,17044,559,25.9,47,9,15,7,7,1.54,0.3,0.23,0.49,14.5,13455,10398,1821,1236,441,25.6,0.33,58.8,0,0,0,0,0,1909,6,408,0,0,12121,12121,7462,0,20924,0,4,35,17013,38,10,29,1
Viper,17,9,0,4,277,26,9.1,15423,506,23.4,77,19,17,10,10,2.52,0.62,0.33,0.56,23.8,15057,9732,4685,640,494,28.7,0.43,76.5,0,1,1,0,0,788,-8,99,0,0,9615,9615,3057,0,11843,0,3,121,11795,0,14,32,1
Life,13,3,2,13,40,0,1.3,9535,313,14.5,104,51,17,18,17,3.41,1.67,0.59,0.56,32.1,4712,1046,3182,484,154,9.0,0.52,94.1,0,0,0,0,0,666,16,638,1,0,696,696,4506,1479,14269,2629,19,25,12614,54,21,36,1
kingen,18,1,3,5,252,16,6.5,12767,327,17.7,47,16,8,12,11,1.2,0.41,0.31,0.2,10.4,19426,801,18547,78,497,15.7,0.15,28.6,0,0,0,0,0,-238,-12,110,0,0,860,860,20212,0,39187,0,35,520,36483,98,14,32,1
Clid,16,3,4,10,210,186,5.4,13737,352,19.0,101,21,24,21,19,2.59,0.54,0.54,0.61,22.4,16610,15944,0,666,425,13.4,0.33,61.9,0,0,0,0,0,-325,-6,351,0,1,924,924,17753,0,53929,0,30,213,37130,142,22,44,1
Zeka,18,3,2,14,331,8,8.5,16931,433,23.5,60,16,14,14,14,1.54,0.41,0.36,0.36,13.3,31105,2429,22615,6061,796,25.1,0.44,81.0,0,0,0,0,0,1519,26,860,0,0,10089,10089,7663,0,11750,0,30,136,18817,97,18,41,1
Viper,18,10,1,8,292,20,7.5,17125,438,23.7,76,28,15,15,14,1.95,0.72,0.38,0.38,16.9,40233,35598,4539,96,1030,32.5,0.46,85.7,0,1,1,0,0,477,34,925,1,0,3850,3850,3979,1266,5333,0,35,370,7836,10,17,36,1
Life,15,4,6,11,42,4,1.1,11561,296,16.0,166,74,23,19,22,4.25,1.89,0.49,0.59,36.9,16434,548,15168,718,421,13.3,0.38,71.4,0,0,0,0,0,39,-21,303,0,0,1032,1032,1259,0,6117,0,27,203,14616,125,25,42,1
kingen,17,3,3,2,259,0,8.2,12579,400,22.6,36,9,7,8,6,1.15,0.29,0.25,0.22,11.7,13088,1347,11741,0,416,27.4,0.16,62.5,2,0,0,0,0,1175,14,1895,1,0,1393,1393,3508,0,12639,0,14,41,15886,50,9,25,0
Clid,14,2,4,1,178,156,5.7,10230,325,18.4,63,18,15,7,7,2,0.57,0.22,0.48,20.5,6102,5080,833,189,194,12.8,0.1,37.5,1,0,0,0,0,1045,17,431,0,0,1079,1079,10937,0,30435,719,11,339,23685,113,8,22,0
Zeka,17,0,3,1,309,0,9.8,12141,386,21.8,50,9,12,7,7,1.59,0.29,0.22,0.38,16.3,9673,1086,8357,230,308,20.3,0.03,12.5,0,0,0,0,0,-24,6,215,0,0,3228,3228,1565,0,9333,0,22,241,14524,64,7,19,0
Viper,16,3,3,1,344,24,10.9,13704,436,24.6,46,18,11,10,9,1.46,0.57,0.32,0.35,15.0,15479,14254,851,374,492,32.4,0.13,50.0,0,0,0,0,0,773,9,846,1,0,1005,1005,4408,0,10858,0,11,66,16308,74,11,28,0
Life,12,0,4,4,34,0,1.1,6943,221,12.5,112,67,12,20,19,3.56,2.13,0.64,0.38,36.5,3416,567,2489,360,109,7.2,0.13,50.0,0,0,0,0,0,-77,-4,-129,0,0,101,101,2674,1149,12187,2296,14,29,11441,130,22,34,0
kingen,17,2,1,10,261,8,9.2,11627,411,20.5,34,15,7,10,10,1.2,0.53,0.35,0.25,12.3,6906,5621,609,676,244,11.7,0.42,80.0,0,0,0,0,0,230,9,-8,0,0,4525,4525,1916,0,19852,671,13,3851,12180,12,11,26,1
Clid,14,2,2,6,178,139,6.3,10704,378,18.9,62,23,13,15,13,2.19,0.81,0.53,0.46,22.4,8141,6683,885,573,288,13.8,0.28,53.3,0,0,0,0,0,473,-24,-332,-1,0,1405,1405,11974,0,29648,1087,8,455,20574,46,16,33,1
Zeka,18,9,1,2,304,11,10.7,14473,512,25.5,26,11,3,3,3,0.92,0.39,0.11,0.11,9.4,22665,626,21903,136,801,38.5,0.39,73.3,0,1,1,0,0,814,17,682,1,0,4109,4109,3136,0,8579,0,22,96,12335,41,5,25,1
Viper,16,1,0,8,311,28,11,12455,440,21.9,44,14,9,6,6,1.56,0.49,0.21,0.32,15.9,17887,16734,570,583,632,30.4,0.32,60.0,0,0,0,0,0,-113,4,192,1,0,9205,9205,3291,0,6890,0,10,126,10449,0,7,19,1
Life,12,1,0,8,40,0,1.4,7496,265,13.2,111,53,20,14,14,3.92,1.87,0.49,0.71,40.1,3230,539,2115,576,114,5.5,0.32,60.0,0,0,0,0,0,100,2,544,1,0,1513,1513,2037,806,9319,1254,12,40,5992,0,16,28,1
kingen,17,2,2,1,310,4,9.2,13178,392,22.7,30,11,5,6,6,0.89,0.33,0.18,0.15,10.6,22185,2557,19628,0,661,31.2,0.09,60.0,0,0,0,0,0,1201,28,594,1,0,2115,2115,2740,0,15851,0,26,74,18652,98,8,28,0
Clid,15,1,4,2,186,151,5.5,10257,305,17.6,47,20,13,11,8,1.4,0.6,0.33,0.39,16.7,6604,5028,1241,335,197,9.3,0.09,60.0,0,0,0,0,0,119,5,333,0,0,0,0,18091,0,50902,970,8,568,34573,102,12,28,0
Zeka,16,1,6,0,273,0,8.1,12099,360,20.8,29,14,8,8,8,0.86,0.42,0.24,0.24,10.3,24359,2282,16849,5228,725,34.2,0.03,20.0,0,0,0,0,0,-729,-14,-717,-1,0,1826,1826,1274,0,11247,0,18,63,16936,210,10,28,0
Viper,17,1,2,1,384,12,11.4,15099,450,26.0,48,13,19,4,4,1.43,0.39,0.12,0.57,17.0,15056,14251,201,604,448,21.2,0.06,40.0,0,0,0,0,0,-90,6,908,1,0,2419,2419,5912,758,12025,0,12,106,16874,36,5,26,0
Life,13,0,2,4,41,0,1.2,7535,224,13.0,128,91,22,17,16,3.81,2.71,0.51,0.66,45.4,2942,563,1953,426,88,4.1,0.12,80.0,0,0,0,0,0,-30,19,50,0,0,150,150,4001,1919,18956,2500,12,25,11786,39,19,35,0
