,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
DuDu,18,5,2,7,291,4,7.4,15754,403,20.5,46,13,6,8,8,1.18,0.33,0.2,0.15,12.5,19935,2686,17249,0,510,21.5,0.31,66.7,0,0,0,0,0,542,-1,591,0,0,4440,4440,20284,0,91854,0,48,1178,37461,37,12,30,1
YoungJae,17,4,1,10,239,194,6.1,14323,366,18.6,83,16,20,14,14,2.12,0.41,0.36,0.51,22.6,14456,6486,7273,697,370,15.6,0.36,77.8,0,0,0,0,0,542,8,499,0,0,190,190,22674,1130,70265,0,31,422,58533,36,17,33,1
Taeyoon,18,6,2,6,416,44,10.6,19283,493,25.1,67,16,21,5,5,1.71,0.41,0.13,0.54,18.2,34205,23871,8868,1466,875,36.9,0.31,66.7,0,0,0,0,0,849,14,346,0,0,8936,8936,4499,0,33481,0,16,263,14268,74,9,30,1
Moham,15,0,1,16,26,0,0.7,10420,266,13.6,133,73,22,19,19,3.4,1.87,0.49,0.56,36.1,6426,1110,5316,0,164,6.9,0.41,88.9,0,0,0,0,0,442,-4,12,0,0,2333,2333,3218,1124,8329,10781,27,295,10170,21,21,36,1
DuDu,16,1,4,4,250,0,8.1,10664,345,21.3,35,11,9,6,5,1.13,0.36,0.19,0.29,12.9,9656,8964,692,0,312,17.8,0.16,71.4,0,0,0,0,0,-304,2,-224,0,0,1527,1527,8132,0,21382,0,23,50,29334,126,7,28,0
YoungJae,14,2,4,3,177,159,5.7,10128,328,20.2,38,15,7,12,10,1.23,0.49,0.39,0.23,14.0,5545,4561,494,490,179,10.2,0.16,71.4,0,1,0,0,0,-272,-5,-894,-1,0,0,0,12965,0,23341,0,6,157,29902,112,14,34,0
Taeyoon,15,3,3,3,276,4,8.9,11703,379,23.4,39,16,12,7,6,1.26,0.52,0.23,0.39,14.3,15223,14017,491,715,493,28.1,0.19,85.7,0,0,0,0,0,-1555,-30,-734,-1,0,360,360,4625,698,6597,0,0,0,13219,48,11,29,0
Moham,12,0,1,7,34,0,1.1,6961,225,13.9,128,68,19,12,10,4.14,2.2,0.39,0.61,47.1,13401,11030,2371,0,434,24.8,0.23,100.0,0,0,0,0,0,-561,1,-296,0,0,234,234,1387,0,4764,0,58,500,11202,35,14,24,0
DuDu,16,1,2,9,195,12,7.4,9928,377,19.1,28,13,2,5,5,1.06,0.49,0.19,0.08,13.9,16560,1019,15073,468,628,26.8,0.38,66.7,0,0,0,0,0,-258,-1,-985,-1,0,1344,1344,16109,0,20816,0,44,397,26425,62,7,19,1
YoungJae,13,3,2,5,163,136,6.2,9759,370,18.8,51,19,14,9,9,1.93,0.72,0.34,0.53,25.4,6518,4768,1206,544,247,10.6,0.3,53.3,0,1,0,0,0,231,15,260,0,0,1471,1471,15798,0,25029,926,10,464,25763,76,10,23,1
Taeyoon,14,7,0,5,260,16,9.9,13584,515,26.1,33,12,7,4,4,1.25,0.46,0.15,0.27,16.4,11898,10474,1216,208,451,19.3,0.46,80.0,0,1,1,0,0,1201,19,110,0,0,9397,9397,1173,0,14188,0,9,127,1886,0,5,17,1
Moham,11,0,2,11,38,0,1.4,6604,250,12.7,74,40,16,14,14,2.81,1.52,0.53,0.61,36.8,4123,491,3052,580,156,6.7,0.42,73.3,0,0,0,0,0,80,-1,-155,0,0,150,150,2074,135,7250,1273,19,60,10924,56,16,25,1
DuDu,17,0,3,1,345,43,10.3,13542,406,23.9,36,9,11,3,3,1.08,0.27,0.09,0.33,12.1,17297,15242,2055,0,518,25.6,0.03,20.0,0,0,0,0,0,-174,10,-617,0,0,8171,8171,6526,0,15972,0,8,188,18795,83,4,30,0
YoungJae,14,1,2,3,188,148,5.6,10508,315,18.5,62,13,16,13,10,1.86,0.39,0.39,0.48,20.9,14422,183,11667,2572,432,21.3,0.12,80.0,0,0,0,0,0,282,26,744,0,0,0,0,16880,0,22049,0,32,507,29575,44,14,32,0
Taeyoon,15,1,4,3,347,24,10.4,13228,396,23.3,53,14,25,6,5,1.59,0.42,0.18,0.75,17.8,15134,10452,4364,318,453,22.4,0.12,80.0,0,0,0,0,0,-325,0,-1164,-1,0,386,386,2961,0,21529,0,3,209,14028,73,11,29,0
Moham,12,0,0,4,53,0,1.6,7329,220,12.9,112,60,23,19,17,3.35,1.8,0.57,0.69,37.7,3189,623,2566,0,96,4.7,0.12,80.0,0,0,0,0,0,-291,7,714,1,0,270,270,1707,487,3348,3186,23,208,4865,0,21,33,0
DuDu,18,1,2,7,320,0,9.2,14774,423,22.7,44,9,10,4,4,1.26,0.26,0.11,0.29,12.8,14964,12192,2772,0,428,19.5,0.23,61.5,1,0,0,0,0,1267,44,648,0,0,4674,4674,12868,0,31120,0,18,57,35526,83,5,23,1
YoungJae,16,1,2,10,203,177,5.8,11374,325,17.4,78,26,21,15,13,2.23,0.74,0.43,0.6,22.6,6758,5278,1218,262,193,8.8,0.31,84.6,0,0,0,0,0,-818,4,-151,0,0,448,448,17660,0,35517,843,10,564,27833,16,17,39,1
Taeyoon,18,6,2,6,393,40,11.2,16905,484,25.9,61,17,13,8,7,1.75,0.49,0.23,0.37,17.7,31058,29188,940,930,889,40.4,0.34,92.3,0,0,0,0,0,-123,10,359,1,0,8047,8047,4436,0,9048,0,28,83,14818,82,11,28,1
Moham,13,1,2,10,51,0,1.5,8860,254,13.6,131,65,27,21,18,3.75,1.86,0.6,0.77,38.0,4829,172,3795,862,138,6.3,0.31,84.6,0,0,0,0,0,464,25,573,0,0,991,991,6807,3123,15128,2586,23,57,12657,62,23,37,1
DuDu,18,3,0,4,289,4,9.7,14047,472,23.3,34,10,6,4,3,1.14,0.34,0.13,0.2,10.7,17367,1334,15425,608,584,39.6,0.24,58.3,0,0,0,0,0,950,0,1050,1,0,3242,3242,14392,0,18241,0,34,416,20628,0,6,24,1
YoungJae,15,4,0,3,205,186,6.9,11689,393,19.4,64,15,15,12,12,2.15,0.5,0.4,0.5,20.1,4902,3915,647,340,165,11.2,0.24,58.3,0,1,0,0,0,456,-12,-96,0,0,4145,4145,15230,0,24144,0,5,217,27098,0,13,31,1
Taeyoon,16,2,1,7,356,28,12,13758,463,22.8,61,13,30,9,7,2.05,0.44,0.3,1.01,19.2,9992,5997,3689,306,336,22.8,0.3,75.0,0,0,0,0,0,342,3,69,0,0,6036,6036,4799,0,19574,0,3,121,14783,0,13,33,1
Moham,13,0,1,11,38,0,1.3,7515,253,12.5,101,48,13,16,14,3.4,1.61,0.54,0.44,31.8,1244,327,917,0,42,2.8,0.37,91.7,0,0,0,0,0,89,18,131,0,0,54,54,2111,1131,8531,6370,5,101,9131,0,20,35,1
DuDu,18,3,2,2,456,20,9.3,21070,429,21.9,88,13,25,8,7,1.79,0.26,0.16,0.51,16.3,21654,11274,2612,7768,441,15.9,0.1,27.8,0,0,0,0,0,56,3,199,1,0,11753,11753,20295,787,47967,0,5,184,40695,112,14,38,1
YoungJae,18,4,4,7,328,271,6.7,17273,352,18.0,101,48,19,27,27,2.06,0.98,0.55,0.39,18.7,15205,12444,2344,417,310,11.2,0.22,61.1,0,1,0,0,0,771,-1,685,1,0,1019,1019,28744,0,58717,1085,20,687,49185,178,29,54,1
Taeyoon,18,7,5,8,541,40,11,24070,490,25.0,82,24,30,11,11,1.67,0.49,0.22,0.61,15.2,45499,43613,1240,646,927,33.4,0.31,83.3,0,1,1,0,0,198,1,-130,0,0,4810,4810,7968,1166,22854,0,23,130,25113,163,16,41,1
Moham,18,0,3,18,56,0,1.1,11479,234,11.9,181,106,28,32,30,3.69,2.16,0.65,0.57,33.5,6445,704,4773,968,131,4.7,0.37,100.0,0,0,0,0,0,-7,16,20,0,0,992,992,7841,3690,28279,5594,27,66,19631,109,35,52,1
DuDu,17,2,1,3,283,0,9.5,11494,387,22.8,17,8,2,4,2,0.57,0.27,0.13,0.07,8.0,12416,10054,1898,464,418,20.0,0.17,100.0,0,1,0,0,0,375,19,277,0,0,0,0,2403,0,37367,489,29,3846,18875,48,6,22,0
YoungJae,14,1,2,4,184,172,6.2,9106,306,18.1,36,23,4,14,12,1.21,0.77,0.47,0.13,17.0,7036,5529,801,706,237,11.3,0.17,100.0,0,0,0,0,0,-613,-11,-622,-1,0,139,139,16672,0,30904,930,10,643,29198,43,15,32,0
Taeyoon,14,0,5,3,245,0,8.2,10133,341,20.1,42,14,12,5,5,1.41,0.47,0.17,0.4,19.8,12503,8788,3715,0,421,20.1,0.1,60.0,0,0,0,0,0,-982,-22,-531,-1,0,0,0,3380,494,13634,0,28,296,15346,121,7,27,0
Moham,13,0,6,3,43,0,1.4,6118,206,12.2,87,47,13,15,13,2.93,1.58,0.5,0.44,41.0,4979,828,3236,915,168,8.0,0.1,60.0,0,0,0,0,0,-101,24,49,0,0,0,0,625,0,25829,0,31,286,18904,143,18,30,0
DuDu,15,4,4,0,231,0,7.9,10535,362,21.0,14,7,0,2,1,0.48,0.24,0.07,0,5.9,11742,9418,1812,512,404,19.6,0.14,40.0,0,0,0,0,0,240,5,433,0,0,2503,2503,2719,0,36587,316,30,3100,27644,126,6,22,0
YoungJae,14,1,5,7,154,127,5.3,9673,333,19.2,36,12,8,10,7,1.24,0.41,0.34,0.28,15.1,15360,549,11915,2896,528,25.6,0.28,80.0,0,0,0,0,0,-414,-6,70,0,0,0,0,15070,0,27535,0,53,579,36506,106,10,26,0
Taeyoon,15,3,4,4,275,0,9.5,12516,431,24.9,30,21,6,9,8,1.03,0.72,0.31,0.21,12.6,10906,10571,335,0,375,18.2,0.24,70.0,0,0,0,0,0,-2552,-25,-1241,-2,0,277,277,3496,617,7428,0,12,156,15220,84,14,37,0
DuDu,13,0,1,2,203,4,9.4,7863,363,22.9,11,5,1,1,1,0.51,0.23,0.05,0.05,7.6,4179,3408,771,0,193,16.3,0.09,100.0,0,0,0,0,0,45,15,856,1,0,2343,2343,3772,0,10807,0,5,16,14943,0,2,15,0
YoungJae,11,1,2,1,120,105,5.5,6872,317,20.0,38,9,9,9,7,1.75,0.42,0.42,0.42,26.4,4531,2446,1667,418,209,17.7,0.09,100.0,0,0,0,0,0,160,8,23,0,0,255,255,7025,98,15115,0,12,278,15758,21,10,20,0
Taeyoon,11,1,3,0,206,0,9.5,8174,377,23.8,30,10,12,5,4,1.38,0.46,0.23,0.55,20.8,4624,3527,1049,48,213,18.0,0.05,50.0,0,0,0,0,0,-2311,-36,-855,-1,0,1101,1101,701,0,5932,0,3,111,7005,62,10,26,0
DuDu,15,0,5,0,265,27,9,10342,352,21.6,24,0,3,1,0,0.82,0,0.03,0.1,9.7,15051,13142,1909,0,513,23.9,0,0.0,0,0,0,0,0,341,20,-29,0,0,480,480,3929,0,11707,0,7,96,15764,110,2,21,0
YoungJae,13,2,3,1,175,145,6,8836,301,18.5,50,0,16,11,0,1.7,0,0.37,0.54,20.2,7829,3244,3977,608,267,12.5,0.1,100.0,1,0,0,0,0,-801,22,674,1,0,0,0,11335,212,30071,0,23,395,34463,50,12,32,0
Taeyoon,14,1,3,1,285,0,9.7,11980,408,25.1,33,0,9,6,0,1.12,0,0.2,0.31,13.4,14562,9240,5322,0,496,23.2,0.07,66.7,0,0,0,0,0,1715,15,1256,1,0,5774,5774,3979,1100,7351,0,0,0,13396,69,12,29,0
DuDu,15,0,1,1,257,4,8.8,9511,326,21.7,27,0,6,7,0,0.93,0,0.24,0.21,13.6,3853,3853,0,0,132,12.0,0.03,50.0,0,0,0,0,0,-108,-5,-251,0,0,0,0,8476,0,19055,0,4,28,26074,0,10,23,0
YoungJae,13,0,1,1,155,132,5.3,7725,265,17.6,41,0,12,12,0,1.4,0,0.41,0.41,20.6,4527,3384,604,539,155,14.1,0.03,50.0,0,0,0,0,0,-646,-1,306,0,0,285,285,10624,0,20579,0,6,179,25141,33,13,27,0
Taeyoon,13,0,0,0,262,4,9,10040,344,22.9,22,0,6,8,0,0.75,0,0.27,0.21,11.1,5878,5794,0,84,201,18.3,0,0.0,0,0,0,0,0,-970,-34,-1032,-1,0,1748,1748,3938,0,7069,0,15,80,14484,0,13,30,0
DuDu,18,1,5,3,356,24,9.1,15842,407,22.9,49,0,11,4,0,1.26,0,0.1,0.28,13.0,27283,16351,2481,8451,701,27.9,0.1,36.4,0,0,0,0,0,667,26,761,1,0,7250,7250,14879,426,40369,0,5,190,38986,189,6,33,0
YoungJae,16,4,4,7,205,174,5.3,12919,332,18.7,85,0,26,14,0,2.18,0,0.36,0.67,22.5,16737,14236,1431,1070,430,17.1,0.28,100.0,0,0,0,0,0,810,0,-570,0,1,1944,1944,21840,0,39936,0,14,140,44141,192,16,36,0
Taeyoon,17,3,4,6,333,11,8.6,16189,416,23.4,50,0,14,9,0,1.28,0,0.23,0.36,13.2,22889,19594,3295,0,588,23.4,0.23,81.8,0,0,0,0,0,578,23,-92,0,0,4478,4478,5788,1213,11095,0,29,359,19968,188,13,37,0
DuDu,18,1,3,4,312,8,8.5,13119,359,21.5,39,0,7,3,0,1.07,0,0.08,0.19,11.4,13204,7211,5993,0,362,17.6,0.14,62.5,0,0,0,0,0,138,4,-87,0,0,4227,4227,7127,0,28004,0,8,188,30670,106,6,27,0
YoungJae,15,4,5,2,207,153,5.7,12569,344,20.6,78,0,36,15,0,2.14,0,0.41,0.99,22.7,9376,8150,641,585,257,12.5,0.16,75.0,0,0,0,0,0,1039,1,-214,0,0,873,873,16229,0,33818,0,6,107,37491,163,16,38,0
Taeyoon,15,1,5,5,314,8,8.6,14160,388,23.2,46,0,18,6,0,1.26,0,0.16,0.49,13.4,20743,17184,3403,156,568,27.6,0.16,75.0,0,0,0,0,0,922,8,-432,0,0,4484,4484,4609,1100,12497,0,22,364,21485,226,9,31,0
DuDu,18,2,0,0,401,30,9.7,17587,425,26.1,42,0,11,5,0,1.01,0,0.12,0.27,10.4,17039,11312,1662,4065,411,24.2,0.05,66.7,0,1,0,0,0,-758,-2,-614,0,0,17110,17110,14285,2207,33130,0,6,142,25627,0,8,31,0
YoungJae,16,0,4,1,244,184,5.9,12207,295,18.1,102,0,33,19,0,2.46,0,0.46,0.8,25.2,7962,3643,3557,762,192,11.3,0.02,33.3,0,0,0,0,0,410,7,315,0,0,67,67,13925,308,50586,0,24,375,45982,112,20,37,0
Taeyoon,16,0,4,0,387,17,9.3,15679,379,23.3,48,0,18,6,0,1.16,0,0.14,0.43,11.9,22922,15266,7220,436,553,32.6,0,0.0,0,0,0,0,0,345,15,-403,0,0,1534,1534,7732,876,13260,0,4,179,18316,109,10,33,0
DuDu,18,1,3,1,377,16,9.3,16632,410,24.0,28,0,8,3,0,0.69,0,0.07,0.2,7.5,10715,6623,1864,2228,264,14.9,0.05,40.0,1,0,0,0,0,629,27,458,0,0,22957,22957,9571,0,35003,0,2,131,31656,105,5,29,0
YoungJae,16,0,2,1,214,179,5.3,11712,289,16.9,79,0,21,19,0,1.95,0,0.47,0.52,21.2,10075,4475,4899,701,249,14.0,0.02,20.0,0,0,0,0,0,249,-9,-268,0,0,68,68,18054,454,64388,0,22,395,63232,105,21,38,0
Taeyoon,18,2,2,2,425,22,10.5,17575,434,25.4,70,0,21,6,0,1.73,0,0.15,0.52,18.8,29968,15613,13631,724,739,41.5,0.1,80.0,0,1,0,0,0,-590,-20,-910,-1,0,3953,3953,9483,0,16520,0,5,248,26002,54,9,30,0
DuDu,17,7,2,4,274,9,8.9,14452,469,22.9,44,0,9,6,0,1.43,0,0.19,0.29,14.0,24899,18438,6333,128,808,25.7,0.36,61.1,0,2,0,0,0,-3,13,36,0,0,5341,5341,6631,0,15005,0,11,131,19007,82,8,29,1
YoungJae,15,0,1,13,177,141,5.7,10494,340,16.6,72,0,20,15,0,2.34,0,0.49,0.65,22.9,12087,5322,6107,658,392,12.5,0.42,72.2,0,0,0,0,0,537,-2,40,0,0,650,650,13812,829,39217,0,28,387,25348,32,16,30,1
Taeyoon,17,4,2,12,302,16,9.8,14791,480,23.4,47,0,15,7,0,1.52,0,0.23,0.49,14.9,25832,23217,0,2615,838,26.7,0.52,88.9,0,0,0,0,0,-875,-25,-795,-1,0,5403,5403,4115,786,7048,0,3,41,12160,58,11,31,1
DuDu,14,5,7,2,188,1,6.5,10225,355,20.9,24,0,4,5,0,0.83,0,0.17,0.14,10.0,11501,9918,1583,0,399,17.4,0.24,58.3,0,1,0,0,0,524,-16,628,1,0,834,834,3479,0,20029,0,11,37,24946,236,6,24,0
YoungJae,13,1,4,6,141,121,4.9,8072,280,16.5,46,0,13,7,0,1.6,0,0.24,0.45,19.1,9866,5261,3770,835,342,14.9,0.24,58.3,0,0,0,0,0,-750,-2,-29,0,0,0,0,12840,474,30244,0,21,248,33413,97,8,21,0
Taeyoon,14,4,3,0,288,6,10,13130,455,26.8,30,0,7,6,0,1.04,0,0.21,0.24,12.4,17772,11057,6309,406,616,26.9,0.14,33.3,0,1,0,0,0,1712,20,318,0,0,4605,4605,2513,0,5318,0,1,23,11235,83,9,29,0
DuDu,18,3,3,7,300,16,8.5,14769,420,22.2,40,0,6,5,0,1.14,0,0.14,0.17,11.4,8148,6875,1273,0,232,11.3,0.28,55.6,1,0,0,0,0,-1483,-14,-511,-1,0,2321,2321,10049,0,24326,0,8,46,25336,65,7,29,1
YoungJae,15,4,1,6,169,144,4.8,11880,338,17.9,80,0,22,17,0,2.28,0,0.48,0.63,22.9,11449,9491,1198,760,326,15.8,0.28,55.6,0,0,0,0,0,101,-12,-172,0,1,2877,2877,17175,0,26934,0,14,218,31600,40,18,37,1
Taeyoon,18,6,1,7,364,14,10.4,17404,495,26.2,43,0,11,4,0,1.22,0,0.11,0.31,12.3,29787,20081,9406,300,847,41.2,0.37,72.2,1,1,0,0,0,66,2,493,1,0,11325,11325,6509,0,7298,0,4,131,12435,27,8,27,1
DuDu,16,1,3,1,263,7,8.9,10326,350,22.3,13,0,1,1,0,0.44,0,0.03,0.03,5.6,8080,7104,552,424,274,14.7,0.07,40.0,0,0,0,0,0,-1339,-16,-1682,-2,0,1969,1969,2858,0,41642,381,24,3599,22094,62,2,21,0
YoungJae,13,1,2,4,158,136,5.4,8881,301,19.2,54,0,15,14,0,1.83,0,0.47,0.51,23.3,6224,5562,561,101,211,11.3,0.17,100.0,0,0,0,0,0,611,-10,-272,0,0,1787,1787,11730,0,20047,0,6,137,24796,84,15,31,0
Taeyoon,14,0,0,1,278,0,9.4,10191,345,22.0,34,0,12,7,0,1.15,0,0.24,0.41,14.7,14230,12343,1887,0,482,25.9,0.03,20.0,0,0,0,0,0,-636,-10,211,0,0,1507,1507,2467,419,6937,0,24,356,12357,0,10,24,0
DuDu,14,5,0,5,188,0,7.9,10499,441,21.8,13,4,3,2,1,0.55,0.17,0.08,0.13,6.8,13410,10666,2095,649,563,19.3,0.42,62.5,0,1,0,0,0,628,5,-519,0,0,4545,4545,4628,0,28701,738,29,441,18243,0,4,21,1
YoungJae,13,0,0,11,143,124,6,7899,332,16.4,53,10,13,8,8,2.23,0.42,0.34,0.55,27.7,8838,5027,2955,856,371,12.7,0.46,68.8,0,0,0,0,0,-12,5,374,0,0,213,213,534,581,20884,0,21,305,24000,0,9,22,1
Taeyoon,13,7,1,7,216,10,9.1,11609,488,24.1,20,12,3,6,6,0.84,0.5,0.25,0.13,10.5,24609,18391,5548,670,1034,35.5,0.59,87.5,0,0,1,0,0,748,16,44,0,0,6507,6507,947,148,4988,0,3,37,9219,30,10,24,1
DuDu,17,4,0,3,294,28,9.8,14459,481,25.1,32,8,6,3,3,1.07,0.27,0.1,0.2,12.4,20449,14042,2154,4253,681,29.1,0.23,70.0,1,0,1,0,0,1469,23,614,1,0,11298,11298,6400,2460,15109,0,4,108,15491,0,6,24,1
YoungJae,14,3,1,5,164,143,5.5,11659,388,20.2,47,12,9,10,10,1.56,0.4,0.33,0.3,18.2,19292,469,15765,3058,642,27.4,0.27,80.0,0,0,0,0,0,236,-10,-309,0,0,195,195,7598,1278,21281,0,32,512,25999,33,11,26,1
