,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Lehends,12,0,0,5,41,2,1.3,7536,235,11.9,120,73,16,13,13,3.75,2.28,0.41,0.5,36.3,3596,262,2950,384,112,5.7,0.16,71.4,0,0,0,0,0,27,-4,-683,-1,0,369,369,4724,1121,16871,1441,14,50,10442,0,15,27,1
Kiin,18,0,1,7,308,4,7.4,13968,336,18.5,58,17,15,10,10,1.4,0.41,0.24,0.36,13.2,19773,10723,9049,1,476,19.7,0.17,46.7,0,0,0,0,0,466,8,-76,0,0,6465,6465,18480,0,109524,0,53,820,48269,58,12,33,1
Cuzz,18,2,0,7,262,211,6.3,14206,342,18.8,94,16,34,16,14,2.26,0.39,0.39,0.82,21.3,14962,12057,1988,917,360,14.9,0.22,60.0,0,0,0,0,0,980,19,254,0,0,1703,1703,26026,328,48355,0,9,203,34814,0,16,37,1
Bdd,18,8,1,4,355,8,8.6,17529,422,23.3,53,22,11,6,6,1.28,0.53,0.14,0.26,12.0,25813,2097,23326,390,622,25.7,0.29,80.0,2,0,0,0,0,1126,-7,-241,0,0,3798,3798,10458,396,22906,0,18,103,22885,32,10,31,1
Aiming,18,5,3,5,457,58,11,20157,486,26.7,101,14,42,7,6,2.43,0.34,0.17,1.01,22.9,35257,25820,8222,1215,849,35.1,0.24,66.7,0,1,0,0,0,-1841,-27,-624,0,0,4906,4906,7990,0,31447,0,13,309,19712,93,9,32,1
Lehends,16,0,0,11,40,0,1,9510,229,12.6,135,78,23,25,24,3.25,1.88,0.6,0.55,30.6,4690,1159,3111,420,113,4.7,0.26,73.3,0,0,0,0,0,-299,-3,-605,-1,0,196,196,5676,1169,6980,7489,24,197,11014,0,29,43,1
Kiin,18,6,4,16,431,50,7.9,22892,417,22.7,106,25,18,11,11,1.93,0.46,0.2,0.33,19.7,53993,46497,6284,1212,984,28.8,0.4,81.5,1,1,0,0,0,2574,13,735,0,0,13770,13770,14096,0,35188,0,19,343,33195,156,15,44,0
Cuzz,18,2,11,10,266,171,4.8,16687,304,16.5,126,19,35,19,17,2.3,0.35,0.35,0.64,23.4,22640,20370,1040,1230,413,12.1,0.22,44.4,1,0,0,0,0,516,11,897,1,1,0,0,29981,0,90160,0,33,791,70105,537,24,49,0
Bdd,18,5,5,13,476,28,8.7,23258,424,23.1,70,34,7,10,10,1.28,0.62,0.18,0.13,13.0,44645,949,43150,546,814,23.8,0.33,66.7,0,0,0,0,0,5,-13,-621,-1,0,4019,4019,3178,0,19228,0,59,965,21940,199,17,46,0
Aiming,18,12,7,6,410,14,7.5,25100,458,24.9,63,16,14,3,3,1.15,0.29,0.05,0.26,11.7,58353,50645,7100,608,1064,31.2,0.33,66.7,0,2,0,1,0,231,0,305,0,0,6155,6155,5987,1143,19010,0,56,860,26513,279,8,36,0
Lehends,17,2,6,14,49,0,0.9,12948,236,12.8,173,119,17,36,36,3.15,2.17,0.66,0.31,32.2,7602,736,5660,1206,139,4.1,0.29,59.3,0,0,0,0,0,-177,-6,396,0,0,56,56,7125,2136,49845,0,80,442,32807,186,45,61,0
Kiin,18,3,2,8,287,16,8,15540,436,20.4,50,20,5,5,5,1.4,0.56,0.14,0.14,13.5,17238,9372,7791,75,483,19.2,0.31,50.0,0,0,0,0,0,-100,-9,-133,0,0,7174,7174,6527,0,29630,0,10,150,28021,88,8,51,1
Cuzz,16,3,4,14,196,166,5.5,13384,375,17.6,81,15,18,12,11,2.27,0.42,0.34,0.5,21.8,20938,20250,0,688,587,23.4,0.48,77.3,0,0,0,0,0,560,4,973,0,0,676,676,17519,0,51957,0,37,301,33990,115,13,32,1
Bdd,18,4,1,17,303,4,8.5,16482,462,21.7,40,17,6,14,14,1.12,0.48,0.39,0.17,10.8,19961,2925,16830,206,560,22.3,0.59,95.5,0,1,0,0,0,1590,-13,-159,0,0,6734,6734,5975,581,11318,0,38,214,16571,35,15,32,1
Aiming,18,11,0,6,443,69,12.4,21331,598,28.0,75,18,20,6,6,2.1,0.5,0.17,0.56,20.2,23925,16178,6357,1390,671,26.7,0.48,77.3,0,3,0,0,0,1687,6,1328,1,0,10005,10005,6120,0,26653,0,13,276,12457,0,8,26,1
Lehends,14,1,1,16,16,1,0.4,9317,261,12.3,125,72,12,18,18,3.5,2.02,0.5,0.34,33.7,7551,1181,5789,581,212,8.4,0.48,77.3,0,0,0,0,0,460,-25,-800,-1,0,432,432,1255,98,3458,4218,34,225,6147,14,21,38,1
Kiin,16,1,3,1,250,8,8.2,10359,338,21.4,28,13,7,1,0,0.91,0.42,0.03,0.23,12.2,11975,6283,5692,0,391,24.0,0.07,40.0,0,0,0,0,0,-2558,-38,-1258,-1,0,1242,1242,3346,0,16702,0,13,118,21247,53,3,35,0
Cuzz,13,0,3,3,157,114,5.1,8360,273,17.3,54,7,17,6,5,1.76,0.23,0.2,0.55,23.6,7866,6673,553,640,257,15.7,0.1,60.0,0,0,0,0,0,-1971,-7,-653,-1,0,1011,1011,10880,0,17079,0,10,168,23895,24,7,23,0
Bdd,16,3,5,0,275,4,9,12005,392,24.8,26,14,2,3,3,0.85,0.46,0.1,0.07,11.4,13279,2551,10344,384,433,26.6,0.1,60.0,0,0,0,0,0,370,-5,-293,-1,0,2437,2437,2875,0,12586,0,15,53,18632,126,6,22,0
Aiming,15,1,2,3,275,0,9,11198,365,23.1,27,12,5,4,3,0.88,0.39,0.13,0.16,11.8,15435,12905,2530,0,504,30.9,0.13,80.0,0,0,0,0,0,-173,-9,131,0,0,117,117,792,280,4839,0,22,354,7734,47,7,27,0
Lehends,11,0,2,1,39,0,1.3,6532,213,13.5,94,51,16,17,16,3.07,1.66,0.55,0.52,41.0,1398,347,695,356,46,2.8,0.03,20.0,0,0,0,0,0,-265,-7,-462,-1,0,458,458,907,449,12670,0,17,83,11212,21,19,34,0
Kiin,18,7,1,7,283,36,7.6,16631,444,23.7,53,23,7,8,7,1.42,0.61,0.21,0.19,15.1,21545,12151,8778,616,576,25.9,0.37,60.9,1,1,0,0,0,1014,8,1105,1,0,9740,9740,12087,0,41447,0,12,209,30898,53,9,52,1
Cuzz,16,6,3,13,196,167,5.2,13712,366,19.6,89,14,27,11,10,2.38,0.37,0.29,0.72,25.4,14874,12772,1478,624,397,17.9,0.51,82.6,0,0,0,0,0,589,-2,333,0,1,1457,1457,21332,0,39522,0,9,220,39166,127,13,32,1
Bdd,18,3,2,14,287,4,7.7,14832,396,21.2,39,15,5,12,12,1.04,0.4,0.32,0.13,11.1,15446,2175,13031,240,413,18.6,0.45,73.9,0,1,0,0,0,624,3,-262,0,0,3424,3424,9263,202,15251,0,29,223,22018,85,13,31,1
Aiming,17,7,3,12,335,12,8.9,16764,448,23.9,55,17,13,8,8,1.47,0.45,0.21,0.35,15.7,27868,24308,3505,55,744,33.5,0.51,82.6,0,0,0,0,0,-2477,-20,195,0,0,4866,4866,5055,0,10049,0,23,375,15854,91,11,34,1
Lehends,14,0,5,14,46,0,1.2,8169,218,11.7,115,69,22,21,20,3.07,1.84,0.56,0.59,32.8,3440,935,1557,948,92,4.1,0.37,60.9,0,0,0,0,0,-1213,14,-1008,-1,0,0,0,8213,3791,27160,0,20,78,22313,126,24,38,1
Kiin,16,0,2,0,259,0,7.9,10507,322,21.5,32,10,7,5,4,0.98,0.31,0.15,0.21,13.4,7201,6374,827,0,221,21.1,0,0.0,0,0,0,0,0,-357,-20,-159,0,0,658,658,8449,0,24846,0,12,27,29675,48,6,23,0
Cuzz,13,0,3,1,141,115,4.3,8522,261,17.5,59,9,16,8,7,1.81,0.28,0.25,0.49,24.7,5246,4260,334,652,161,15.3,0.03,100.0,0,0,0,0,0,-559,-7,120,0,1,0,0,9642,0,17260,0,8,212,24210,66,9,26,0
Bdd,17,1,2,0,307,0,9.4,11985,368,24.5,27,14,3,3,3,0.83,0.43,0.09,0.09,11.3,11362,1282,9748,332,349,33.2,0.03,100.0,0,0,0,0,0,230,6,616,0,0,977,977,2238,0,9261,0,15,53,12667,51,7,27,0
Aiming,14,0,2,0,265,12,8.1,11075,340,22.7,32,12,10,4,3,0.98,0.37,0.12,0.31,13.4,6627,6364,263,0,203,19.4,0,0.0,0,0,0,0,0,-2675,-47,-1446,-1,0,0,0,1804,370,11297,0,5,110,8203,21,7,24,0
Lehends,13,0,1,1,23,0,0.7,6745,207,13.8,89,54,10,18,18,2.73,1.66,0.55,0.31,37.2,3751,375,2896,480,115,11.0,0.03,100.0,0,0,0,0,0,-236,10,-90,0,0,0,0,603,0,4722,4342,18,219,7279,0,20,32,0
Kiin,18,1,1,9,287,0,8.4,12961,378,20.9,49,19,8,14,14,1.43,0.55,0.41,0.23,15.3,17176,6691,10485,0,501,32.4,0.29,100.0,0,0,0,0,0,248,6,35,0,0,4130,4130,2809,0,47759,0,19,786,13645,45,15,33,1
Cuzz,16,3,1,3,194,172,5.7,10908,318,17.6,47,8,13,6,6,1.37,0.23,0.18,0.38,14.7,7555,6976,325,254,220,14.2,0.18,60.0,0,0,0,0,0,-595,-2,-153,0,1,2227,2227,21645,0,31452,0,11,628,26801,21,8,24,1
Bdd,18,1,0,7,325,8,9.5,13798,403,22.2,32,8,4,6,6,0.93,0.23,0.18,0.12,10.0,11154,820,7416,2918,326,21.0,0.23,80.0,0,0,0,0,0,-361,0,-144,0,0,6413,6413,4934,0,8818,0,12,86,12184,0,6,25,1
Aiming,17,4,1,6,362,50,10.6,16336,477,26.3,61,19,16,7,7,1.78,0.55,0.2,0.47,19.1,13844,7479,5217,1148,404,26.1,0.29,100.0,0,0,1,0,0,-478,-7,308,0,0,5098,5098,2982,0,15985,0,10,331,9333,39,10,28,1
Lehends,13,1,0,7,47,2,1.4,8070,236,13.0,131,81,16,16,16,3.82,2.36,0.47,0.47,40.9,3352,326,2629,397,98,6.3,0.23,80.0,0,0,0,0,0,-149,1,91,0,0,1101,1101,3981,1485,10631,2033,10,36,4617,0,19,30,1
Kiin,16,8,1,4,270,12,9.8,13599,492,23.8,47,12,12,6,5,1.7,0.43,0.22,0.43,16.5,15628,14015,75,1538,565,22.8,0.43,80.0,0,2,1,0,0,1283,23,1057,1,0,6947,6947,4709,0,18241,0,20,166,13972,35,7,22,1
Cuzz,15,1,0,13,195,149,7,10426,377,18.2,45,7,11,7,5,1.63,0.25,0.25,0.4,15.8,12563,7158,4700,705,454,18.3,0.51,93.3,0,0,0,0,0,85,18,184,0,0,858,858,14150,2456,40968,0,23,412,28963,0,8,28,1
Bdd,16,1,0,9,248,0,9,11728,424,20.5,41,16,7,5,5,1.48,0.58,0.18,0.25,14.4,16162,2262,13280,620,584,23.6,0.36,66.7,0,0,0,0,0,406,0,-372,0,0,5736,5736,3572,0,8328,0,14,60,10792,0,8,25,1
Aiming,15,5,0,6,274,13,9.9,14329,518,25.1,39,14,7,4,4,1.41,0.51,0.14,0.25,13.7,16600,12543,4057,0,600,24.2,0.4,73.3,0,0,0,0,0,1001,7,298,0,0,13464,13464,2752,0,12859,0,2,93,11588,0,7,29,1
Lehends,11,0,0,8,22,0,0.8,7114,257,12.4,112,65,16,13,13,4.05,2.35,0.47,0.58,39.4,7580,961,6101,518,274,11.1,0.29,53.3,0,0,0,0,0,543,-16,-83,0,0,1859,1859,5802,3116,11495,1731,17,51,6754,0,15,25,1
Kiin,14,0,4,5,208,4,7.3,9476,332,19.4,31,13,4,6,6,1.09,0.46,0.21,0.14,13.0,6738,5736,580,422,236,14.7,0.18,41.7,0,0,0,0,0,275,-11,-72,0,0,5071,5071,2541,0,22370,206,18,2520,17805,107,7,29,0
Cuzz,14,3,2,6,178,147,6.2,10054,353,20.5,47,9,11,9,7,1.65,0.32,0.32,0.39,19.7,6718,6428,0,290,236,14.6,0.32,75.0,1,0,0,0,0,450,-4,-77,0,0,468,468,7792,0,28241,0,18,206,16694,40,10,30,0
Bdd,15,2,3,5,242,0,8.5,10506,368,21.5,28,9,3,7,7,0.98,0.32,0.25,0.11,11.8,16990,1213,15259,518,596,36.9,0.25,58.3,0,0,0,0,0,59,1,-190,0,0,966,966,1172,247,10501,0,33,215,15148,87,7,21,0
Aiming,14,5,5,3,277,18,9.7,12308,432,25.2,74,12,17,4,4,2.59,0.42,0.14,0.6,31.1,12418,7432,4420,566,435,27.0,0.28,66.7,1,0,0,0,0,-1235,-15,-284,0,0,1640,1640,3210,0,14112,0,7,209,15429,110,7,25,0
Lehends,11,2,4,5,28,0,1,6582,231,13.5,58,45,5,18,16,2.03,1.58,0.63,0.18,24.4,3129,891,1892,346,110,6.8,0.25,58.3,0,0,0,0,0,-771,-8,-845,-1,0,241,241,330,0,8623,0,16,91,9959,109,20,34,0
Kiin,17,2,1,6,263,0,8.9,11993,407,20.7,46,15,9,9,9,1.56,0.51,0.31,0.31,15.5,15593,5685,9908,0,530,27.4,0.27,61.5,0,0,0,0,0,910,4,989,1,0,3047,3047,1541,0,38689,0,17,814,11928,52,11,28,1
Cuzz,15,6,2,6,191,178,6.5,12091,411,20.8,54,8,11,6,6,1.83,0.27,0.2,0.37,18.2,14708,13631,610,467,500,25.9,0.41,92.3,0,1,0,0,0,661,-4,148,0,0,2158,2158,18855,0,29067,0,15,528,29075,81,7,24,1
Bdd,18,1,1,4,288,4,9.8,11994,407,20.7,42,9,9,5,5,1.43,0.31,0.17,0.31,14.1,11773,996,10587,190,400,20.7,0.17,38.5,0,0,0,0,0,941,21,936,0,0,5724,5724,2996,0,6160,0,7,61,8894,37,7,23,1
Aiming,16,4,0,2,322,34,10.9,14752,501,25.4,58,16,16,6,6,1.97,0.54,0.2,0.54,19.5,12128,7849,3597,682,412,21.3,0.2,46.2,0,1,0,0,0,-58,-4,-73,0,0,9726,9726,3277,0,9132,0,4,191,8585,0,9,25,1
Lehends,11,0,1,6,37,0,1.3,7172,244,12.4,97,47,14,17,17,3.3,1.6,0.58,0.48,32.7,2628,392,1672,564,89,4.6,0.2,46.2,0,0,0,0,0,-10,4,-128,0,0,0,0,606,0,6846,0,9,63,8061,35,19,31,1
