,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Clozer,18,1,5,6,262,0,6.7,12310,315,19.4,32,18,5,9,9,0.82,0.46,0.23,0.13,9.9,14803,317,13924,562,379,18.6,0.18,43.8,0,0,0,0,0,-1519,-26,-860,0,0,1195,1195,10288,0,32744,0,16,510,39808,237,11,29,0
Kael,12,1,5,11,41,0,1,8773,225,13.8,136,77,18,25,22,3.48,1.97,0.64,0.46,42.2,6790,538,4836,1416,174,8.5,0.31,75.0,0,0,0,0,0,-39,21,-303,0,0,0,0,3491,327,23988,0,31,163,20046,127,27,43,0
Burdol,17,3,4,6,307,24,9.8,13921,443,22.2,46,15,8,7,6,1.46,0.48,0.22,0.25,15.5,17281,14355,2926,0,550,28.2,0.29,52.9,0,0,0,0,0,-1175,-14,-1895,-1,0,5798,5798,2181,0,13560,0,4,84,16067,120,9,42,1
Willer,15,5,1,9,163,145,5.2,12079,384,19.3,70,17,15,15,15,2.23,0.54,0.48,0.48,23.6,10884,9399,961,524,346,17.8,0.45,82.4,0,0,0,0,0,-1045,-17,-431,0,0,1114,1114,14764,0,24084,0,13,149,26186,14,16,31,1
Clozer,17,3,1,11,296,4,9.4,13762,438,22.0,33,10,9,6,5,1.05,0.32,0.19,0.29,11.1,13259,1532,8734,2993,422,21.6,0.45,82.4,1,0,0,0,0,24,-6,-215,0,0,4114,4114,4279,0,8646,0,16,77,12653,44,6,20,1
Kael,13,0,1,14,36,0,1.1,7851,250,12.5,107,60,14,19,19,3.4,1.91,0.6,0.45,36.0,2932,356,2576,0,93,4.8,0.45,82.4,0,0,0,0,0,77,4,129,0,0,76,76,993,0,4984,1480,16,111,8932,21,23,38,1
Burdol,16,1,3,0,268,8,9.5,10949,387,23.0,34,11,6,6,6,1.2,0.39,0.21,0.21,13.2,11693,7514,1517,2662,413,31.9,0.04,25.0,1,0,0,0,0,-230,-9,8,0,0,3403,3403,2438,0,18954,0,18,344,21292,58,7,30,0
Willer,14,3,3,0,183,156,6.5,9556,338,20.1,53,14,14,19,12,1.87,0.49,0.67,0.49,20.6,4273,3537,387,349,151,11.6,0.11,75.0,1,0,0,0,0,-473,24,332,1,0,0,0,15751,0,22869,0,2,219,31441,83,18,34,0
Clozer,15,0,3,2,252,8,8.9,9559,338,20.1,33,12,4,2,1,1.17,0.42,0.07,0.14,12.8,11913,199,10650,1064,421,32.5,0.07,50.0,0,0,0,0,0,-814,-17,-682,-1,0,0,0,674,0,10282,0,24,472,14007,125,4,20,0
Kael,10,0,3,2,36,0,1.3,6336,224,13.3,97,54,15,19,19,3.43,1.91,0.67,0.53,37.7,1613,413,1108,92,57,4.4,0.07,50.0,0,0,0,0,0,-100,-2,-544,-1,0,0,0,49,64,6392,2275,6,91,7479,103,21,33,0
Burdol,17,4,4,5,248,12,6.8,13239,365,20.3,50,24,10,11,10,1.38,0.66,0.3,0.28,15.2,14592,7381,6948,263,403,15.6,0.25,40.9,0,0,0,0,0,1271,10,851,1,0,3642,3642,7494,0,25396,0,22,197,29285,185,13,52,1
Willer,16,3,2,13,180,146,5,11715,323,18.0,68,28,13,16,14,1.88,0.77,0.44,0.36,20.7,9752,8376,1315,61,269,10.5,0.44,72.7,0,0,0,0,0,383,-3,-417,0,0,728,728,19058,0,39885,1502,14,583,29389,91,18,32,1
Clozer,18,4,1,7,312,33,8.6,13583,375,20.8,51,16,9,9,9,1.41,0.44,0.25,0.25,15.5,26825,1543,24491,791,740,28.8,0.3,50.0,1,0,0,0,0,279,-2,820,0,0,2144,2144,8508,0,16957,0,49,894,22560,60,13,30,1
Kael,13,2,4,9,35,0,1,8681,240,13.3,123,66,13,19,19,3.39,1.82,0.52,0.36,37.4,8249,1855,5382,1012,228,8.8,0.3,50.0,0,0,0,0,0,769,13,236,0,0,59,59,2585,0,27715,0,69,376,17291,106,22,37,1
Burdol,16,4,1,0,231,0,7.8,11190,379,19.8,22,9,3,4,4,0.74,0.3,0.14,0.1,6.6,10955,9296,927,732,371,16.4,0.14,33.3,0,0,0,0,0,-689,-26,-880,0,0,1354,1354,2679,0,30057,101,24,2706,18226,30,5,25,1
Willer,15,1,0,9,186,155,6.3,10950,371,19.4,67,18,16,16,16,2.27,0.61,0.54,0.54,20.2,8977,4115,4367,495,304,13.4,0.34,83.3,0,0,0,0,0,377,-2,177,0,0,378,378,14336,642,36539,0,18,346,35538,0,17,29,1
Clozer,17,5,2,5,275,12,9.3,14141,479,25.0,37,8,6,4,4,1.25,0.27,0.14,0.2,11.2,17855,3382,13913,560,604,26.7,0.34,83.3,1,0,1,0,0,228,-3,-165,0,0,9947,9947,4833,0,15825,0,19,396,19876,61,5,25,1
Kael,12,2,1,5,38,0,1.3,8479,287,15.0,176,80,31,12,12,5.96,2.71,0.41,1.05,53.2,10245,8771,1200,274,347,15.3,0.24,58.3,0,0,0,0,0,423,6,-142,-1,0,2145,2145,1029,0,2585,0,29,291,6865,0,15,29,1
Burdol,16,4,2,3,242,10,7.5,11728,366,19.0,42,13,8,6,6,1.31,0.41,0.19,0.25,14.3,17675,10846,2225,4604,551,23.6,0.22,36.8,1,0,0,0,0,-822,-18,-1021,-1,0,2952,2952,11419,1460,25348,0,8,120,26303,102,7,35,1
Willer,15,5,1,7,195,160,6.1,12334,385,19.9,55,15,11,13,13,1.72,0.47,0.41,0.34,18.8,10600,8356,1204,1040,331,14.1,0.37,63.2,0,0,0,0,0,357,2,109,0,0,4924,4924,13451,0,25352,0,13,186,26679,46,15,29,1
Clozer,18,5,1,6,302,8,9.4,15706,490,25.4,22,8,4,7,6,0.69,0.25,0.22,0.12,7.5,25595,1070,23861,664,798,34.1,0.34,57.9,0,0,0,0,0,1081,11,648,1,0,10627,10627,7715,0,23547,0,26,449,24400,55,11,25,1
Kael,12,1,3,13,42,0,1.3,8488,265,13.7,118,51,18,16,16,3.68,1.59,0.5,0.56,40.3,3580,749,2187,644,112,4.8,0.44,73.7,0,0,0,0,0,-210,13,-595,-1,0,243,243,630,0,15888,305,26,111,12883,81,18,32,1
Burdol,16,2,1,9,202,0,7.5,10987,408,20.4,24,15,2,7,5,0.89,0.56,0.26,0.07,11.7,14110,8242,5868,0,524,21.7,0.41,64.7,0,0,0,0,0,196,2,5,0,0,4036,4036,4833,0,14533,0,13,107,17583,30,8,32,1
Willer,13,3,1,10,134,108,5,9483,352,17.6,58,10,13,8,8,2.15,0.37,0.3,0.48,28.2,12268,9721,1170,1377,455,18.9,0.48,76.5,0,0,0,0,0,-387,-8,-524,-1,0,3072,3072,12464,0,19362,0,16,185,22963,16,9,21,1
Clozer,15,3,2,1,237,12,8.8,10672,396,19.8,26,8,4,4,4,0.97,0.3,0.15,0.15,12.6,12236,1913,8561,1762,454,18.8,0.15,23.5,1,0,0,0,0,386,6,-472,-1,0,2451,2451,1108,0,7695,0,6,37,15311,90,8,20,1
Kael,12,0,0,14,35,0,1.3,7516,279,14.0,79,38,9,11,11,2.93,1.41,0.41,0.33,38.3,5937,1262,3210,1465,220,9.1,0.52,82.4,0,0,0,0,0,-357,-4,-451,0,0,336,336,552,557,7028,3295,17,143,8849,0,13,27,1
Burdol,16,1,2,0,270,7,8.4,11208,350,22.9,37,12,11,9,7,1.15,0.37,0.28,0.34,15.6,9948,8539,1409,0,310,20.0,0.03,50.0,0,0,0,0,0,7,15,-138,0,0,539,539,2469,0,18677,0,16,413,18814,50,10,33,0
Willer,14,0,2,2,190,164,5.9,8816,275,18.0,66,17,17,15,15,2.06,0.53,0.47,0.53,27.8,5279,4205,0,1074,165,10.6,0.06,100.0,0,0,0,0,0,-7,16,100,0,0,281,281,6710,0,32524,0,13,411,19116,81,17,32,0
Clozer,17,1,2,1,318,8,9.9,11258,351,23.0,32,10,6,5,4,1,0.31,0.16,0.19,13.5,16932,417,15955,560,528,34.1,0.06,100.0,0,0,0,0,0,-171,1,-30,0,0,1545,1545,2371,128,10225,0,28,722,13372,56,7,25,0
Kael,11,0,2,2,12,0,0.4,6211,194,12.7,74,49,8,16,14,2.31,1.53,0.5,0.25,31.2,3487,593,2894,0,109,7.0,0.06,100.0,0,0,0,0,0,-279,-23,-359,-1,0,335,335,5253,4592,3161,1160,17,112,6629,79,18,32,0
Burdol,15,0,3,0,233,0,7.9,9115,308,20.5,23,10,1,4,3,0.78,0.34,0.14,0.03,13.1,6078,3272,2803,3,205,13.6,0,0.0,0,0,0,0,0,-1427,-23,-908,-1,0,708,708,1134,0,31431,0,16,601,23866,73,5,28,0
Willer,13,1,2,1,142,125,4.8,7687,260,17.3,31,17,5,7,6,1.05,0.57,0.24,0.17,17.7,3284,2333,882,69,111,7.3,0.07,100.0,0,0,0,0,0,-1037,3,23,0,0,0,0,11559,0,17961,770,7,640,22326,40,8,19,0
Clozer,16,0,3,0,292,12,9.9,10652,360,23.9,28,14,4,9,8,0.95,0.47,0.3,0.14,16.0,15310,1357,13953,0,517,34.2,0,0.0,0,0,0,0,0,-757,-5,-501,0,0,334,334,1594,0,10443,0,7,314,17844,80,12,25,0
Kael,11,0,4,2,11,0,0.4,5576,188,12.5,64,43,8,18,15,2.16,1.45,0.61,0.27,36.6,2664,467,2197,0,90,5.9,0.07,100.0,0,0,0,0,0,-671,-24,-275,0,0,183,183,6554,5576,2929,1023,14,143,7944,58,20,31,0
Burdol,14,0,2,0,215,0,8.1,8391,316,21.0,20,8,5,4,3,0.75,0.3,0.15,0.19,10.9,4196,3590,385,221,158,19.3,0,0.0,0,0,0,0,0,-626,-15,-306,0,0,316,316,1446,0,19874,0,22,2280,16212,42,6,25,0
Willer,12,0,3,2,153,142,5.8,7350,277,18.4,46,12,8,10,10,1.73,0.45,0.38,0.3,25.0,3775,2207,1347,221,142,17.3,0.08,100.0,0,0,0,0,0,-4,16,245,0,0,0,0,10560,125,22001,0,11,337,29375,53,11,25,0
Clozer,14,2,3,0,241,0,9.1,9247,348,23.1,21,7,5,5,4,0.79,0.26,0.19,0.19,11.4,6930,348,6582,0,261,31.8,0.08,100.0,0,0,0,0,0,-471,-2,-42,0,0,0,0,1048,0,9174,0,0,115,18422,134,6,18,0
Kael,10,0,2,2,28,0,1.1,5372,202,13.4,66,41,7,12,11,2.49,1.54,0.45,0.26,35.9,1396,148,1248,0,53,6.4,0.08,100.0,0,0,0,0,0,-629,15,-397,0,0,105,105,1075,557,5246,3925,11,77,9769,63,14,25,0
Burdol,15,0,1,0,260,4,9.6,8967,330,21.9,23,9,6,3,2,0.85,0.33,0.11,0.22,12.9,7921,6989,932,0,292,29.5,0,0.0,0,0,0,0,0,-1030,-31,-1286,-1,0,0,0,1528,0,15491,0,20,374,15945,49,4,23,0
Willer,13,0,2,0,162,145,6,7132,263,17.4,48,16,11,14,14,1.77,0.59,0.52,0.41,27.0,2654,1072,1440,142,98,9.9,0,0.0,0,0,0,0,0,-595,20,425,0,0,0,0,10090,49,21813,0,9,338,21465,27,15,29,0
Clozer,15,0,1,0,274,4,10.1,9836,363,24.0,26,17,2,6,6,0.96,0.63,0.22,0.07,14.6,7972,35,7642,295,294,29.7,0,0.0,0,0,0,0,0,-376,-3,-100,0,0,0,0,656,0,7153,0,7,189,10784,0,8,24,0
Kael,10,0,4,0,27,0,1,5202,192,12.7,63,44,5,14,13,2.32,1.62,0.52,0.18,35.4,2180,0,1922,258,80,8.1,0,0.0,0,0,0,0,0,-104,11,-77,0,0,0,0,753,78,9669,1673,6,44,9366,104,16,27,0
Burdol,18,0,3,1,330,32,8.5,12981,333,21.4,56,22,13,10,10,1.44,0.56,0.26,0.33,16.8,24337,22220,2117,0,625,38.5,0.03,33.3,0,0,0,0,0,57,2,-367,0,0,416,416,1986,0,14523,0,6,205,13665,74,11,35,0
Willer,15,0,1,2,235,200,6,10671,274,17.6,81,18,23,15,15,2.08,0.46,0.39,0.59,24.3,3436,3166,0,270,88,5.4,0.05,66.7,0,0,0,0,0,-282,17,415,0,0,0,0,13352,1036,40081,0,12,391,24783,0,17,34,0
Clozer,18,2,0,0,357,5,9.2,14666,377,24.1,36,10,11,7,7,0.92,0.26,0.18,0.28,10.8,9853,481,9372,0,253,15.6,0.05,66.7,0,0,0,0,0,-131,6,104,0,0,1208,1208,4096,0,17636,0,1,143,24885,0,10,28,0
Kael,12,0,3,3,23,0,0.6,7698,198,12.7,128,69,15,22,20,3.29,1.77,0.56,0.39,38.4,9235,570,8515,150,237,14.6,0.08,100.0,0,0,0,0,0,-1010,-4,-88,0,0,123,123,482,0,5383,4518,33,217,8589,24,24,37,0
Burdol,16,1,2,0,264,4,8.9,10217,344,20.8,21,11,3,3,2,0.71,0.37,0.1,0.1,9.9,12064,5838,6226,0,406,22.7,0.03,50.0,0,0,0,0,0,-950,0,-1050,-1,0,3172,3172,3326,0,18163,0,16,146,22014,27,4,32,0
Willer,14,1,2,1,202,187,6.8,10720,361,21.9,38,11,8,10,9,1.28,0.37,0.34,0.27,17.9,13565,156,11202,2207,456,25.5,0.07,100.0,0,0,0,0,0,-456,12,96,0,0,0,0,17766,0,18640,0,36,712,27637,43,11,24,0
Clozer,17,0,1,1,327,8,11,12026,404,24.5,33,14,9,4,3,1.11,0.47,0.13,0.3,15.6,12644,12084,0,560,425,23.8,0.03,50.0,0,0,0,0,0,-144,-1,-259,0,0,0,0,514,0,6464,0,1,81,7730,0,5,25,0
Kael,11,0,3,1,18,0,0.6,6071,204,12.4,81,47,13,13,11,2.72,1.58,0.44,0.44,38.2,7569,167,6962,440,255,14.2,0.03,50.0,0,0,0,0,0,-89,-18,-131,0,0,59,59,1,0,3005,0,17,153,7794,56,15,25,0
Burdol,18,4,3,5,441,16,9,21905,446,23.4,52,25,10,12,10,1.06,0.51,0.24,0.2,10.2,29219,18315,10866,38,595,25.6,0.18,50.0,0,0,0,0,0,-56,-3,-199,-1,0,4093,4093,17479,0,54756,0,21,241,45359,99,17,60,0
Willer,18,4,4,9,287,225,5.8,16827,343,18.0,153,27,48,25,25,3.12,0.55,0.51,0.98,29.9,20193,16891,2329,973,411,17.7,0.26,72.2,0,0,0,0,0,-771,1,-685,-1,0,1315,1315,25627,0,51764,0,23,240,53735,121,31,50,0
Clozer,18,3,5,8,420,8,8.6,19225,392,20.6,78,22,12,4,4,1.59,0.45,0.08,0.24,15.2,21083,1732,15804,3547,429,18.4,0.22,61.1,0,0,0,0,0,342,2,131,0,0,3038,3038,5143,0,22907,0,11,115,33539,242,7,26,0
Kael,17,2,4,14,33,4,0.7,12271,250,13.1,156,89,25,27,36,3.18,1.81,0.55,0.51,30.5,5290,890,4350,50,108,4.6,0.33,88.9,0,0,0,0,0,7,-16,-20,0,0,271,271,4136,1559,12093,12671,28,198,17403,159,42,56,0
Burdol,17,3,1,3,284,10,9.6,12450,419,21.2,25,14,5,3,3,0.84,0.47,0.1,0.17,9.8,13834,7133,6701,0,466,19.8,0.2,40.0,0,0,0,0,0,-375,-19,-277,0,0,3757,3757,6867,0,19168,0,10,78,21344,55,5,26,1
Willer,15,9,1,2,207,176,7,12343,415,21.0,65,13,12,12,10,2.19,0.44,0.4,0.4,25.6,11517,9307,1492,718,388,16.5,0.37,73.3,1,1,0,0,0,613,11,622,1,0,1917,1917,14601,0,25447,0,16,191,27501,49,13,28,1
Clozer,18,0,1,7,296,4,10,13596,458,23.1,45,8,13,6,5,1.51,0.27,0.2,0.44,17.7,16048,1135,14451,462,540,23.0,0.24,46.7,0,0,0,0,0,-163,-1,307,0,0,7933,7933,9627,0,21596,0,23,384,24786,58,10,28,1
Kael,13,0,1,13,16,0,0.5,7789,262,13.2,91,41,12,12,10,3.06,1.38,0.4,0.4,35.8,5830,647,5183,0,196,8.3,0.44,86.7,0,0,0,0,0,101,-24,-49,0,0,1784,1784,8745,6917,4208,1650,31,185,7202,41,15,30,1
Burdol,16,4,3,6,235,1,7.9,12835,432,22.2,34,0,6,6,0,1.14,0,0.2,0.2,13.6,13452,11821,1631,0,453,19.3,0.34,52.6,1,0,1,0,0,-788,-27,-1770,-1,0,5841,5841,4570,0,15155,0,22,417,18005,75,8,36,1
Willer,15,4,2,10,156,135,5.2,10463,352,18.1,49,0,10,9,0,1.65,0,0.3,0.34,19.6,10714,8671,1261,782,361,15.4,0.47,73.7,0,1,0,0,0,516,20,809,1,0,2954,2954,14338,0,23914,0,11,171,28143,33,10,24,1
Clozer,17,4,2,5,278,4,9.4,12574,423,21.7,41,0,8,3,0,1.38,0,0.1,0.27,16.4,20828,975,19853,0,701,29.8,0.3,47.4,0,0,0,0,0,-301,20,467,0,0,5401,5401,1377,0,8215,0,8,212,14473,68,6,23,1
Kael,13,2,0,13,17,0,0.6,8209,276,14.2,89,0,12,14,0,2.99,0,0.47,0.4,35.6,5389,1172,4217,0,181,7.7,0.5,78.9,0,0,0,0,0,712,0,1270,1,0,1723,1723,2566,934,5351,6974,32,234,8488,0,16,31,1
Burdol,18,7,2,6,359,13,8.9,18715,467,23.8,54,0,10,11,0,1.35,0,0.27,0.25,11.3,32029,26787,4844,398,798,24.1,0.32,54.2,2,1,0,0,0,445,17,95,0,0,7585,7585,8607,0,41668,0,32,616,36011,121,13,38,1
Willer,18,4,1,11,239,200,6,14703,367,18.7,71,0,17,12,0,1.77,0,0.3,0.42,14.8,13807,12481,0,1326,344,10.4,0.37,62.5,1,0,0,0,0,924,4,1164,1,0,1004,1004,22593,3539,68571,0,28,372,34874,58,13,29,1
Clozer,18,5,3,9,306,4,7.6,15516,387,19.7,38,0,7,7,0,0.95,0,0.17,0.17,7.9,41209,3017,36774,1418,1027,31.0,0.35,58.3,3,0,0,0,0,172,-7,-726,-1,0,2587,2587,3119,0,11227,0,15,40,22138,96,9,26,1
Kael,15,1,1,10,69,6,1.7,11695,292,14.9,273,0,50,14,0,6.81,0,0.35,1.25,57.0,19477,18879,598,0,486,14.7,0.27,45.8,0,0,0,0,0,-107,4,-318,0,0,1860,1860,2252,0,5794,0,19,54,11205,10,18,31,1
Burdol,18,2,4,3,470,28,9.1,21336,412,22.7,57,0,12,7,0,1.1,0,0.14,0.23,9.9,24182,13435,10543,204,467,19.6,0.1,50.0,0,0,0,0,0,-1166,-5,-775,0,0,1376,1376,12244,0,65592,0,20,348,49557,153,12,51,0
Willer,18,0,5,4,280,232,5.4,15686,303,16.7,88,0,19,27,0,1.7,0,0.52,0.37,15.3,6184,4839,776,569,119,5.0,0.08,40.0,0,0,0,0,0,14,1,-464,0,1,2598,2598,20210,0,42474,0,9,152,48908,194,30,51,0
Clozer,18,1,4,7,442,21,8.5,19989,386,21.3,74,0,4,6,0,1.43,0,0.12,0.08,12.8,34740,814,33651,275,671,28.1,0.15,80.0,0,0,0,0,0,500,21,679,1,0,2264,2264,11011,0,39460,6050,30,484,38446,147,13,36,0
Kael,15,2,5,2,56,4,1.1,14397,278,15.3,298,0,44,22,0,5.75,0,0.42,0.85,51.7,14052,14052,0,0,271,11.4,0.08,40.0,0,0,0,0,0,1250,2,375,1,0,5113,5113,5780,1122,11185,0,28,69,22453,172,42,59,0
Burdol,15,1,2,4,207,15,7.5,8880,320,19.2,19,0,4,5,0,0.68,0,0.18,0.14,7.6,11083,9855,1228,0,399,19.0,0.18,41.7,0,0,0,0,0,-1668,-46,-738,-1,0,229,229,3104,0,16042,0,24,326,18895,45,6,25,0
Willer,13,4,3,6,158,112,5.7,9330,336,20.2,52,0,15,18,0,1.87,0,0.65,0.54,20.8,9483,4840,3829,814,342,16.3,0.36,83.3,0,0,0,0,0,-93,6,333,1,0,0,0,13231,2223,40158,0,22,343,26659,22,18,34,0
Clozer,14,0,6,6,198,0,7.1,8360,301,18.1,22,0,2,5,0,0.79,0,0.18,0.07,8.8,10531,419,10112,0,379,18.1,0.22,50.0,0,0,0,0,0,-699,-23,-685,-1,0,732,732,2056,0,13923,0,26,345,22325,151,7,21,0
Kael,10,0,8,10,29,0,1,6702,242,14.5,127,0,22,12,0,4.58,0,0.43,0.79,50.8,9453,8713,740,0,341,16.2,0.36,83.3,0,0,0,0,0,-329,-9,-157,0,0,1052,1052,709,0,8163,0,37,306,15013,152,14,29,0
Burdol,16,0,4,1,230,0,7.5,9138,298,18.0,22,0,3,5,0,0.72,0,0.16,0.1,8.9,10379,152,10227,0,338,19.2,0.03,10.0,0,0,0,0,0,-616,-10,-636,-1,0,0,0,190,0,10833,0,8,197,15477,103,7,27,0
Willer,14,3,3,5,167,143,5.4,9473,309,18.7,58,0,14,15,0,1.89,0,0.49,0.46,23.5,7949,6618,594,737,259,14.7,0.26,80.0,0,0,0,0,0,-269,0,-12,0,0,0,0,9266,1561,41037,0,26,298,23209,103,16,34,0
Clozer,17,2,3,4,286,4,9.3,12048,393,23.8,27,0,8,5,0,0.88,0,0.16,0.26,10.9,15197,2113,12551,533,495,28.1,0.2,60.0,1,0,0,0,0,395,6,552,0,0,2412,2412,4860,0,22892,0,24,491,26447,83,7,26,0
Kael,12,1,2,8,10,0,0.3,6842,223,13.5,88,0,9,24,0,2.87,0,0.78,0.29,35.6,4550,968,3582,0,148,8.4,0.29,90.0,0,0,0,0,0,330,1,399,1,0,166,166,1255,794,4649,5129,24,193,8798,62,27,39,0
Burdol,16,3,2,3,250,16,8.2,11437,377,20.2,31,0,7,5,0,1.02,0,0.16,0.23,12.9,13159,6461,6698,0,433,22.5,0.2,50.0,0,0,0,0,0,-968,-3,-511,0,0,5527,5527,2296,0,17033,0,13,122,17783,82,7,38,1
Willer,14,1,1,11,173,144,5.7,10694,352,18.9,47,0,17,9,0,1.55,0,0.3,0.56,19.5,15810,291,13063,2456,521,27.0,0.4,100.0,0,0,0,0,0,30,3,-266,0,0,364,364,17270,0,18631,0,40,685,26805,44,10,21,1
