,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Chovy,14,1,3,2,242,0,8.8,10100,367,22.2,36,11,9,4,4,1.31,0.4,0.15,0.33,14.9,8814,496,8148,170,320,22.2,0.11,50.0,0,0,0,0,0,1083,30,269,0,0,1915,1915,1370,248,10249,0,25,162,14290,87,6,23,0
Peyz,14,1,3,5,265,12,9.6,10796,392,23.7,22,10,5,2,2,0.8,0.36,0.07,0.18,9.1,11210,10947,263,0,407,28.2,0.22,100.0,0,0,0,0,0,-1187,-6,-261,0,0,2997,2997,1328,0,5502,0,9,35,10654,89,3,20,0
Delight,10,2,1,3,42,0,1.5,6969,253,15.3,103,46,13,16,14,3.74,1.67,0.58,0.47,42.6,4064,718,2524,822,148,10.2,0.18,83.3,0,1,0,0,0,1,21,1298,1,0,483,483,4091,1423,12558,1238,13,53,10815,30,19,32,0
Doran,15,2,4,8,184,9,6.9,10245,387,17.5,28,9,3,3,2,1.06,0.34,0.11,0.11,10.0,13324,1108,12132,84,503,19.4,0.38,45.5,1,0,0,0,0,-161,-32,-697,0,0,3330,3330,7803,0,17016,0,29,335,22096,114,5,35,1
Peanut,15,6,1,5,194,163,7.3,11958,451,20.4,80,26,18,5,5,3.02,0.98,0.19,0.68,28.6,12417,10747,696,974,469,18.1,0.42,50.0,1,0,0,0,0,470,3,461,0,0,2153,2153,14080,0,14937,0,5,258,20936,30,6,21,1
Chovy,17,8,0,6,274,4,10.3,14947,564,25.5,45,6,15,3,2,1.7,0.23,0.11,0.57,16.1,22388,1982,14016,6390,845,32.6,0.53,63.6,1,1,0,0,0,952,29,189,0,0,8602,8602,3608,0,4620,0,19,65,9366,0,5,27,1
Peyz,15,6,2,6,271,24,10.2,13840,522,23.6,40,13,10,5,5,1.51,0.49,0.19,0.38,14.3,17178,15710,1292,176,648,25.0,0.45,54.5,0,1,1,0,0,458,-20,-887,-1,0,9129,9129,4456,740,6095,0,9,89,11491,54,6,26,1
Delight,12,0,2,14,33,0,1.2,7577,286,12.9,87,37,7,13,11,3.28,1.4,0.49,0.26,31.1,3448,445,2504,499,130,5.0,0.53,63.6,0,0,0,0,0,519,16,-314,-1,0,208,208,1716,676,6347,1142,19,95,10893,28,16,29,1
Doran,15,1,0,3,242,0,9.3,10356,400,20.4,22,11,6,5,5,0.85,0.42,0.19,0.23,10.0,9684,5262,4422,0,374,20.6,0.15,30.8,0,0,0,0,0,389,0,-459,0,0,6661,6661,813,0,30334,0,24,495,13447,0,7,30,1
Peanut,14,5,0,6,186,166,7.2,11852,458,23.4,36,13,9,4,4,1.39,0.5,0.15,0.35,16.4,10829,9190,1082,557,418,23.1,0.42,84.6,3,0,0,0,0,2300,12,915,1,0,4954,4954,13462,0,22439,0,9,249,23585,0,5,17,1
Chovy,14,4,1,4,223,0,8.6,11052,427,21.8,50,14,11,1,1,1.93,0.54,0.04,0.42,22.7,13649,1781,11868,0,527,29.1,0.31,61.5,0,1,0,0,0,1044,-2,109,0,0,3776,3776,1559,0,9122,0,16,372,10861,42,1,16,1
Peyz,13,3,0,3,258,16,10,11119,429,21.9,34,12,15,3,3,1.31,0.46,0.12,0.58,15.5,8620,7483,829,308,333,18.4,0.23,46.2,0,1,0,0,0,632,4,593,1,0,3845,3845,3343,726,4673,0,9,73,9548,0,5,24,1
Delight,10,0,1,6,38,0,1.5,6284,243,12.4,78,38,11,12,12,3.01,1.47,0.46,0.42,35.5,4167,720,2903,544,161,8.9,0.23,46.2,0,0,0,0,0,810,22,161,0,0,486,486,3131,1649,9740,1042,16,86,11508,31,15,27,1
Doran,15,3,3,6,234,4,8.6,11951,441,21.2,31,12,6,7,5,1.14,0.44,0.26,0.22,11.9,9895,3522,6373,0,365,17.2,0.33,56.3,1,0,0,0,0,1732,11,770,1,0,5559,5559,5930,2439,29873,0,27,398,27352,90,9,39,1
Peanut,15,4,0,7,205,175,7.6,11689,431,20.8,81,30,21,5,4,2.99,1.11,0.18,0.77,31.0,14908,13420,587,901,550,25.9,0.41,68.8,0,0,0,0,0,1140,13,298,0,0,3550,3550,15874,0,15911,0,11,290,23140,0,6,19,1
Chovy,15,2,1,11,232,4,8.6,11935,440,21.2,26,6,5,3,3,0.96,0.22,0.11,0.18,10.0,8044,1412,6632,0,297,14.0,0.48,81.3,0,0,0,0,0,487,-7,-406,0,0,5643,5643,3459,0,33842,0,37,609,15113,12,4,29,1
Peyz,15,5,1,6,259,24,9.6,12754,470,22.7,43,14,11,6,6,1.59,0.52,0.22,0.41,16.5,19226,18011,878,337,709,33.5,0.41,68.8,0,1,0,0,0,-306,-13,443,0,0,10561,10561,2984,0,4299,0,17,95,7978,14,8,27,1
Delight,12,2,0,11,38,4,1.4,7970,294,14.2,80,37,6,11,11,2.95,1.36,0.41,0.22,30.7,5399,1247,3331,821,199,9.4,0.48,81.3,0,0,0,0,0,536,20,238,0,0,492,492,1215,0,5602,0,28,129,9554,0,13,27,1
