,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Clozer,18,1,5,6,262,0,6.7,12310,315,19.4,32,18,5,9,9,0.82,0.46,0.23,0.13,9.9,14803,317,13924,562,379,18.6,0.18,43.8,0,0,0,0,0,-1519,-26,-860,0,0,1195,1195,10288,0,32744,0,16,510,39808,237,11,29,0
Kael,12,1,5,11,41,0,1,8773,225,13.8,136,77,18,25,22,3.48,1.97,0.64,0.46,42.2,6790,538,4836,1416,174,8.5,0.31,75.0,0,0,0,0,0,-39,21,-303,0,0,0,0,3491,327,23988,0,31,163,20046,127,27,43,0
Burdol,17,3,4,6,307,24,9.8,13921,443,22.2,46,15,8,7,6,1.46,0.48,0.22,0.25,15.5,17281,14355,2926,0,550,28.2,0.29,52.9,0,0,0,0,0,-1175,-14,-1895,-1,0,5798,5798,2181,0,13560,0,4,84,16067,120,9,42,1
Willer,15,5,1,9,163,145,5.2,12079,384,19.3,70,17,15,15,15,2.23,0.54,0.48,0.48,23.6,10884,9399,961,524,346,17.8,0.45,82.4,0,0,0,0,0,-1045,-17,-431,0,0,1114,1114,14764,0,24084,0,13,149,26186,14,16,31,1
Clozer,17,3,1,11,296,4,9.4,13762,438,22.0,33,10,9,6,5,1.05,0.32,0.19,0.29,11.1,13259,1532,8734,2993,422,21.6,0.45,82.4,1,0,0,0,0,24,-6,-215,0,0,4114,4114,4279,0,8646,0,16,77,12653,44,6,20,1
Kael,13,0,1,14,36,0,1.1,7851,250,12.5,107,60,14,19,19,3.4,1.91,0.6,0.45,36.0,2932,356,2576,0,93,4.8,0.45,82.4,0,0,0,0,0,77,4,129,0,0,76,76,993,0,4984,1480,16,111,8932,21,23,38,1
Burdol,16,1,3,0,268,8,9.5,10949,387,23.0,34,11,6,6,6,1.2,0.39,0.21,0.21,13.2,11693,7514,1517,2662,413,31.9,0.04,25.0,1,0,0,0,0,-230,-9,8,0,0,3403,3403,2438,0,18954,0,18,344,21292,58,7,30,0
Willer,14,3,3,0,183,156,6.5,9556,338,20.1,53,14,14,19,12,1.87,0.49,0.67,0.49,20.6,4273,3537,387,349,151,11.6,0.11,75.0,1,0,0,0,0,-473,24,332,1,0,0,0,15751,0,22869,0,2,219,31441,83,18,34,0
Clozer,15,0,3,2,252,8,8.9,9559,338,20.1,33,12,4,2,1,1.17,0.42,0.07,0.14,12.8,11913,199,10650,1064,421,32.5,0.07,50.0,0,0,0,0,0,-814,-17,-682,-1,0,0,0,674,0,10282,0,24,472,14007,125,4,20,0
Kael,10,0,3,2,36,0,1.3,6336,224,13.3,97,54,15,19,19,3.43,1.91,0.67,0.53,37.7,1613,413,1108,92,57,4.4,0.07,50.0,0,0,0,0,0,-100,-2,-544,-1,0,0,0,49,64,6392,2275,6,91,7479,103,21,33,0
Burdol,17,4,4,5,248,12,6.8,13239,365,20.3,50,24,10,11,10,1.38,0.66,0.3,0.28,15.2,14592,7381,6948,263,403,15.6,0.25,40.9,0,0,0,0,0,1271,10,851,1,0,3642,3642,7494,0,25396,0,22,197,29285,185,13,52,1
Willer,16,3,2,13,180,146,5,11715,323,18.0,68,28,13,16,14,1.88,0.77,0.44,0.36,20.7,9752,8376,1315,61,269,10.5,0.44,72.7,0,0,0,0,0,383,-3,-417,0,0,728,728,19058,0,39885,1502,14,583,29389,91,18,32,1
Clozer,18,4,1,7,312,33,8.6,13583,375,20.8,51,16,9,9,9,1.41,0.44,0.25,0.25,15.5,26825,1543,24491,791,740,28.8,0.3,50.0,1,0,0,0,0,279,-2,820,0,0,2144,2144,8508,0,16957,0,49,894,22560,60,13,30,1
Kael,13,2,4,9,35,0,1,8681,240,13.3,123,66,13,19,19,3.39,1.82,0.52,0.36,37.4,8249,1855,5382,1012,228,8.8,0.3,50.0,0,0,0,0,0,769,13,236,0,0,59,59,2585,0,27715,0,69,376,17291,106,22,37,1
Burdol,16,4,1,0,231,0,7.8,11190,379,19.8,22,9,3,4,4,0.74,0.3,0.14,0.1,6.6,10955,9296,927,732,371,16.4,0.14,33.3,0,0,0,0,0,-689,-26,-880,0,0,1354,1354,2679,0,30057,101,24,2706,18226,30,5,25,1
Willer,15,1,0,9,186,155,6.3,10950,371,19.4,67,18,16,16,16,2.27,0.61,0.54,0.54,20.2,8977,4115,4367,495,304,13.4,0.34,83.3,0,0,0,0,0,377,-2,177,0,0,378,378,14336,642,36539,0,18,346,35538,0,17,29,1
Clozer,17,5,2,5,275,12,9.3,14141,479,25.0,37,8,6,4,4,1.25,0.27,0.14,0.2,11.2,17855,3382,13913,560,604,26.7,0.34,83.3,1,0,1,0,0,228,-3,-165,0,0,9947,9947,4833,0,15825,0,19,396,19876,61,5,25,1
Kael,12,2,1,5,38,0,1.3,8479,287,15.0,176,80,31,12,12,5.96,2.71,0.41,1.05,53.2,10245,8771,1200,274,347,15.3,0.24,58.3,0,0,0,0,0,423,6,-142,-1,0,2145,2145,1029,0,2585,0,29,291,6865,0,15,29,1
Burdol,16,4,2,3,242,10,7.5,11728,366,19.0,42,13,8,6,6,1.31,0.41,0.19,0.25,14.3,17675,10846,2225,4604,551,23.6,0.22,36.8,1,0,0,0,0,-822,-18,-1021,-1,0,2952,2952,11419,1460,25348,0,8,120,26303,102,7,35,1
Willer,15,5,1,7,195,160,6.1,12334,385,19.9,55,15,11,13,13,1.72,0.47,0.41,0.34,18.8,10600,8356,1204,1040,331,14.1,0.37,63.2,0,0,0,0,0,357,2,109,0,0,4924,4924,13451,0,25352,0,13,186,26679,46,15,29,1
Clozer,18,5,1,6,302,8,9.4,15706,490,25.4,22,8,4,7,6,0.69,0.25,0.22,0.12,7.5,25595,1070,23861,664,798,34.1,0.34,57.9,0,0,0,0,0,1081,11,648,1,0,10627,10627,7715,0,23547,0,26,449,24400,55,11,25,1
Kael,12,1,3,13,42,0,1.3,8488,265,13.7,118,51,18,16,16,3.68,1.59,0.5,0.56,40.3,3580,749,2187,644,112,4.8,0.44,73.7,0,0,0,0,0,-210,13,-595,-1,0,243,243,630,0,15888,305,26,111,12883,81,18,32,1
Burdol,16,2,1,9,202,0,7.5,10987,408,20.4,24,15,2,7,5,0.89,0.56,0.26,0.07,11.7,14110,8242,5868,0,524,21.7,0.41,64.7,0,0,0,0,0,196,2,5,0,0,4036,4036,4833,0,14533,0,13,107,17583,30,8,32,1
Willer,13,3,1,10,134,108,5,9483,352,17.6,58,10,13,8,8,2.15,0.37,0.3,0.48,28.2,12268,9721,1170,1377,455,18.9,0.48,76.5,0,0,0,0,0,-387,-8,-524,-1,0,3072,3072,12464,0,19362,0,16,185,22963,16,9,21,1
Clozer,15,3,2,1,237,12,8.8,10672,396,19.8,26,8,4,4,4,0.97,0.3,0.15,0.15,12.6,12236,1913,8561,1762,454,18.8,0.15,23.5,1,0,0,0,0,386,6,-472,-1,0,2451,2451,1108,0,7695,0,6,37,15311,90,8,20,1
Kael,12,0,0,14,35,0,1.3,7516,279,14.0,79,38,9,11,11,2.93,1.41,0.41,0.33,38.3,5937,1262,3210,1465,220,9.1,0.52,82.4,0,0,0,0,0,-357,-4,-451,0,0,336,336,552,557,7028,3295,17,143,8849,0,13,27,1
Burdol,16,1,2,0,270,7,8.4,11208,350,22.9,37,12,11,9,7,1.15,0.37,0.28,0.34,15.6,9948,8539,1409,0,310,20.0,0.03,50.0,0,0,0,0,0,7,15,-138,0,0,539,539,2469,0,18677,0,16,413,18814,50,10,33,0
Willer,14,0,2,2,190,164,5.9,8816,275,18.0,66,17,17,15,15,2.06,0.53,0.47,0.53,27.8,5279,4205,0,1074,165,10.6,0.06,100.0,0,0,0,0,0,-7,16,100,0,0,281,281,6710,0,32524,0,13,411,19116,81,17,32,0
Clozer,17,1,2,1,318,8,9.9,11258,351,23.0,32,10,6,5,4,1,0.31,0.16,0.19,13.5,16932,417,15955,560,528,34.1,0.06,100.0,0,0,0,0,0,-171,1,-30,0,0,1545,1545,2371,128,10225,0,28,722,13372,56,7,25,0
Kael,11,0,2,2,12,0,0.4,6211,194,12.7,74,49,8,16,14,2.31,1.53,0.5,0.25,31.2,3487,593,2894,0,109,7.0,0.06,100.0,0,0,0,0,0,-279,-23,-359,-1,0,335,335,5253,4592,3161,1160,17,112,6629,79,18,32,0
Burdol,15,0,3,0,233,0,7.9,9115,308,20.5,23,10,1,4,3,0.78,0.34,0.14,0.03,13.1,6078,3272,2803,3,205,13.6,0,0.0,0,0,0,0,0,-1427,-23,-908,-1,0,708,708,1134,0,31431,0,16,601,23866,73,5,28,0
Willer,13,1,2,1,142,125,4.8,7687,260,17.3,31,17,5,7,6,1.05,0.57,0.24,0.17,17.7,3284,2333,882,69,111,7.3,0.07,100.0,0,0,0,0,0,-1037,3,23,0,0,0,0,11559,0,17961,770,7,640,22326,40,8,19,0
Clozer,16,0,3,0,292,12,9.9,10652,360,23.9,28,14,4,9,8,0.95,0.47,0.3,0.14,16.0,15310,1357,13953,0,517,34.2,0,0.0,0,0,0,0,0,-757,-5,-501,0,0,334,334,1594,0,10443,0,7,314,17844,80,12,25,0
Kael,11,0,4,2,11,0,0.4,5576,188,12.5,64,43,8,18,15,2.16,1.45,0.61,0.27,36.6,2664,467,2197,0,90,5.9,0.07,100.0,0,0,0,0,0,-671,-24,-275,0,0,183,183,6554,5576,2929,1023,14,143,7944,58,20,31,0
